"year","month","precipitation_sum","temperature_2m_mean (°C)","soil_moisture_0_to_7cm_mean (m³/m³)","soil_moisture_7_to_28cm_mean (m³/m³)","soil_temperature_0_to_7cm_mean (°C)","soil_temperature_7_to_28cm_mean (°C)","wind_speed_10m_mean (km/h)","relative_humidity_2m_mean (%)","dew_point_2m_mean (°C)","sunshine_duration (s)","date_col","season"
2024,5,65.2,16.3032258064516,0.271483870967742,0.25058064516129,16.5161290322581,15.8032258064516,9.70967741935484,69.3225806451613,10.0903225806452,35884.0406451613,2024-05-16,"Spring"
2024,6,71.3,17.9133333333333,0.285833333333333,0.2737,18.4233333333333,17.6966666666667,10.6133333333333,68.8333333333333,11.6233333333333,43728.1346666667,2024-06-15,"Summer"
2024,7,64.8,20.4903225806452,0.25241935483871,0.209096774193548,21.3129032258065,20.7193548387097,9.75483870967742,64.3870967741936,12.8677419354839,41049.4377419355,2024-07-16,"Summer"
2024,8,52.5,21.641935483871,0.235709677419355,0.235483870967742,22.4451612903226,21.9967741935484,9.29354838709678,64.2258064516129,13.8774193548387,39751.5677419355,2024-08-16,"Summer"
2024,9,86.6,17.43,0.269,0.226066666666667,18.24,18.5966666666667,12.8633333333333,67.1666666666667,10.6466666666667,31037.7916666667,2024-09-15,"Autumn"
2024,10,49.6,11.9548387096774,0.339096774193548,0.325387096774194,12.1354838709677,12.6064516129032,10.5838709677419,83.0967741935484,8.99354838709677,23741.4932258065,2024-10-16,"Autumn"
2024,11,45.9,5.79666666666667,0.354166666666667,0.347566666666667,6.21666666666667,7.26,12.41,83.7333333333333,3.11,12420.7046666667,2024-11-15,"Autumn"
2024,12,35.4,3.56774193548387,0.355064516129032,0.351645161290323,3.47096774193548,4.24516129032258,13.6806451612903,85.4193548387097,1.29354838709677,10897.8961290323,2024-12-16,"Winter"
2025,1,56.1,2.57096774193548,0.347096774193548,0.33858064516129,2.06129032258064,2.43548387096774,14.3129032258065,82.3548387096774,-0.32258064516129,12994.0893548387,2025-01-16,"Winter"
2025,2,23.4,1.33928571428571,0.3445,0.343571428571429,1.225,1.64285714285714,9.12142857142857,79.4642857142857,-2.07857142857143,18916.6603571429,2025-02-14,"Winter"
2025,3,14,5.73225806451613,0.307516129032258,0.320903225806452,5.01290322580645,4.71290322580645,8.91290322580645,75.258064516129,1.31290322580645,30365.1312903226,2025-03-16,"Spring"
2025,4,36.9,11.19,0.172333333333333,0.197266666666667,11.5233333333333,10.3066666666667,9.40333333333333,71.2666666666667,5.75333333333333,37044.1636666667,2025-04-15,"Spring"
2025,5,58.7,13.6838709677419,0.133838709677419,0.151387096774194,14.6709677419355,13.7935483870968,11.5774193548387,63.1935483870968,6.11935483870968,42419.9106451613,2025-05-16,"Spring"
2025,6,71.8,19.2933333333333,0.185266666666667,0.174133333333333,19.4133333333333,18.28,12.51,63.8,11.5166666666667,46247.3243333333,2025-06-15,"Summer"
2025,7,98.6,19.7741935483871,0.207709677419355,0.160741935483871,20.4774193548387,19.9741935483871,11.1451612903226,66.0322580645161,12.4193548387097,39734.5509677419,2025-07-16,"Summer"
2025,8,35.7,19.4096774193548,0.159193548387097,0.17041935483871,20.1290322580645,19.7129032258065,9.98709677419355,61.9677419354839,11.1064516129032,39483.8061290323,2025-08-16,"Summer"
2025,9,40.1,17.7227272727273,0.181272727272727,0.158545454545455,18.0590909090909,18.0409090909091,12.0136363636364,68.5909090909091,11.3590909090909,34285.7504545455,2025-09-11,"Autumn"
