"Genes","Liu","Zhang2021","Blair","LiWang","Zhang2017"
"AT5G02450",FALSE,FALSE,FALSE,TRUE,FALSE
"AT5G02790",FALSE,FALSE,FALSE,TRUE,TRUE
"AT5G03210",FALSE,TRUE,TRUE,TRUE,TRUE
"AT5G03545",FALSE,FALSE,TRUE,FALSE,FALSE
"AT5G04140",FALSE,TRUE,TRUE,TRUE,FALSE
"AT5G04750",FALSE,FALSE,TRUE,TRUE,TRUE
"AT5G05200",FALSE,TRUE,FALSE,FALSE,FALSE
"AT5G06140",FALSE,TRUE,FALSE,FALSE,FALSE
"AT5G06320",TRUE,TRUE,TRUE,TRUE,TRUE
"AT5G06760",FALSE,TRUE,TRUE,TRUE,TRUE
"AT5G06960",FALSE,FALSE,TRUE,FALSE,TRUE
"AT5G07290",FALSE,FALSE,FALSE,FALSE,FALSE
"AT5G07740",FALSE,FALSE,FALSE,FALSE,FALSE
"AT5G07920",FALSE,FALSE,FALSE,FALSE,FALSE
"AT5G08660",FALSE,TRUE,FALSE,FALSE,TRUE
"AT5G08760",FALSE,TRUE,FALSE,TRUE,TRUE
"AT5G09220",FALSE,TRUE,TRUE,FALSE,FALSE
"AT5G09570",FALSE,FALSE,FALSE,FALSE,TRUE
"AT5G10620",FALSE,FALSE,FALSE,FALSE,FALSE
"AT5G10770",FALSE,TRUE,TRUE,FALSE,TRUE
"AT5G10930",FALSE,TRUE,FALSE,TRUE,TRUE
"AT5G11110",FALSE,TRUE,TRUE,TRUE,FALSE
"AT5G11680",FALSE,TRUE,TRUE,TRUE,TRUE
"AT5G11920",FALSE,FALSE,FALSE,TRUE,TRUE
"AT5G12020",TRUE,TRUE,TRUE,TRUE,TRUE
"AT5G12030",TRUE,TRUE,TRUE,TRUE,TRUE
"AT5G12200",FALSE,FALSE,FALSE,FALSE,FALSE
"AT5G12230",FALSE,FALSE,FALSE,FALSE,FALSE
"AT5G13080",FALSE,FALSE,TRUE,FALSE,TRUE
"AT5G13970",FALSE,TRUE,FALSE,FALSE,TRUE
"AT5G14530",FALSE,FALSE,FALSE,FALSE,FALSE
"AT5G14590",FALSE,TRUE,FALSE,FALSE,FALSE
"AT5G14650",FALSE,FALSE,FALSE,FALSE,FALSE
"AT5G14660",FALSE,TRUE,FALSE,FALSE,TRUE
"AT5G15190",FALSE,FALSE,TRUE,TRUE,TRUE
"AT5G15410",FALSE,TRUE,TRUE,FALSE,FALSE
"AT5G15500",FALSE,TRUE,TRUE,TRUE,TRUE
"AT5G16370",TRUE,TRUE,FALSE,FALSE,TRUE
"AT5G17460",FALSE,TRUE,TRUE,TRUE,TRUE
"AT5G18460",FALSE,TRUE,FALSE,FALSE,FALSE
"AT5G18520",FALSE,TRUE,FALSE,FALSE,FALSE
"AT5G18650",FALSE,FALSE,FALSE,FALSE,FALSE
"AT5G19430",FALSE,FALSE,FALSE,FALSE,FALSE
"AT5G19580",FALSE,TRUE,FALSE,FALSE,FALSE
"AT5G19940",FALSE,FALSE,FALSE,TRUE,FALSE
"AT5G20320",FALSE,FALSE,TRUE,TRUE,FALSE
"AT5G20410",FALSE,TRUE,FALSE,FALSE,TRUE
"AT5G20650",FALSE,TRUE,FALSE,FALSE,FALSE
"AT5G20950",FALSE,FALSE,FALSE,TRUE,FALSE
"AT5G22300",FALSE,FALSE,TRUE,TRUE,TRUE
"AT5G23750",FALSE,TRUE,FALSE,FALSE,TRUE
"AT5G24160",FALSE,TRUE,FALSE,TRUE,TRUE
"AT5G24770",FALSE,TRUE,FALSE,TRUE,TRUE
"AT5G25280",FALSE,TRUE,TRUE,TRUE,TRUE
"AT5G26920",TRUE,FALSE,FALSE,TRUE,TRUE
"AT5G27670",FALSE,FALSE,TRUE,TRUE,TRUE
"AT5G28030",FALSE,TRUE,FALSE,TRUE,TRUE
"AT5G28540",FALSE,TRUE,TRUE,TRUE,TRUE
"AT5G28935",FALSE,FALSE,FALSE,FALSE,FALSE
"AT5G35320",TRUE,TRUE,TRUE,TRUE,TRUE
"AT5G37670",TRUE,TRUE,TRUE,TRUE,TRUE
"AT5G40780",FALSE,TRUE,FALSE,TRUE,TRUE
"AT5G41670",TRUE,TRUE,TRUE,FALSE,FALSE
"AT5G42850",FALSE,TRUE,FALSE,FALSE,FALSE
"AT5G42880",FALSE,FALSE,TRUE,FALSE,TRUE
"AT5G43780",FALSE,TRUE,FALSE,FALSE,FALSE
"AT5G43850",FALSE,TRUE,TRUE,TRUE,TRUE
"AT5G44005",FALSE,FALSE,FALSE,TRUE,TRUE
"AT5G44110",FALSE,TRUE,TRUE,TRUE,TRUE
"AT5G44120",FALSE,FALSE,TRUE,FALSE,FALSE
"AT5G44340",FALSE,TRUE,FALSE,TRUE,TRUE
"AT5G44568",FALSE,FALSE,FALSE,TRUE,TRUE
"AT5G45680",FALSE,FALSE,FALSE,FALSE,FALSE
"AT5G46250",FALSE,FALSE,TRUE,FALSE,TRUE
"AT5G46290",FALSE,TRUE,FALSE,TRUE,FALSE
"AT5G46710",TRUE,TRUE,TRUE,FALSE,FALSE
"AT5G46780",FALSE,FALSE,FALSE,FALSE,TRUE
"AT5G46880",FALSE,TRUE,FALSE,FALSE,FALSE
"AT5G47560",FALSE,TRUE,TRUE,TRUE,TRUE
"AT5G47720",FALSE,FALSE,FALSE,FALSE,FALSE
"AT5G47830",FALSE,TRUE,TRUE,TRUE,TRUE
"AT5G48380",FALSE,FALSE,FALSE,TRUE,FALSE
"AT5G48570",TRUE,TRUE,TRUE,TRUE,TRUE
"AT5G49210",FALSE,FALSE,FALSE,FALSE,TRUE
"AT5G49730",TRUE,FALSE,TRUE,TRUE,TRUE
"AT5G49740",FALSE,TRUE,TRUE,TRUE,TRUE
"AT5G49900",FALSE,FALSE,TRUE,TRUE,FALSE
"AT5G50380",FALSE,FALSE,FALSE,FALSE,FALSE
"AT5G51440",TRUE,TRUE,TRUE,TRUE,TRUE
"AT5G51450",FALSE,FALSE,TRUE,FALSE,FALSE
"AT5G52310",FALSE,TRUE,FALSE,TRUE,TRUE
"AT5G52640",TRUE,TRUE,TRUE,TRUE,TRUE
"AT5G53480",FALSE,FALSE,FALSE,FALSE,FALSE
"AT5G53486",FALSE,TRUE,FALSE,FALSE,TRUE
"AT5G53490",FALSE,TRUE,FALSE,TRUE,FALSE
"AT5G53550",FALSE,FALSE,FALSE,TRUE,FALSE
"AT5G54270",TRUE,FALSE,FALSE,TRUE,TRUE
"AT5G55190",FALSE,FALSE,FALSE,FALSE,FALSE
"AT5G55480",FALSE,TRUE,FALSE,TRUE,TRUE
"AT5G55570",FALSE,FALSE,TRUE,TRUE,TRUE
"AT5G56000",FALSE,TRUE,FALSE,TRUE,FALSE
"AT5G57040",FALSE,FALSE,FALSE,TRUE,TRUE
"AT5G57220",TRUE,FALSE,TRUE,TRUE,TRUE
"AT5G57550",TRUE,TRUE,FALSE,TRUE,FALSE
"AT5G57815",FALSE,TRUE,FALSE,FALSE,FALSE
"AT5G58160",FALSE,FALSE,FALSE,FALSE,TRUE
"AT5G58270",FALSE,TRUE,FALSE,FALSE,FALSE
"AT5G58330",FALSE,FALSE,FALSE,TRUE,FALSE
"AT5G58770",FALSE,FALSE,TRUE,TRUE,TRUE
"AT5G59220",FALSE,TRUE,TRUE,TRUE,TRUE
"AT5G59310",FALSE,FALSE,TRUE,TRUE,TRUE
"AT5G59320",FALSE,FALSE,TRUE,TRUE,TRUE
"AT5G59720",FALSE,TRUE,TRUE,TRUE,TRUE
"AT5G59730",FALSE,FALSE,TRUE,FALSE,TRUE
"AT5G59780",FALSE,TRUE,FALSE,TRUE,TRUE
"AT5G61030",FALSE,FALSE,FALSE,TRUE,TRUE
"AT5G61380",TRUE,TRUE,FALSE,TRUE,TRUE
"AT5G61660",FALSE,FALSE,FALSE,TRUE,FALSE
"AT5G62310",FALSE,FALSE,FALSE,FALSE,FALSE
"AT5G62960",FALSE,TRUE,FALSE,FALSE,FALSE
"AT5G63400",FALSE,FALSE,FALSE,TRUE,FALSE
"AT5G63850",FALSE,TRUE,FALSE,FALSE,TRUE
"AT5G64240",TRUE,TRUE,FALSE,TRUE,FALSE
"AT5G65480",FALSE,FALSE,TRUE,TRUE,FALSE
"AT5G65660",TRUE,FALSE,FALSE,FALSE,FALSE
"AT5G65870",FALSE,TRUE,TRUE,TRUE,FALSE
"AT5G66120",FALSE,FALSE,FALSE,FALSE,FALSE
"AT5G66400",FALSE,TRUE,TRUE,TRUE,TRUE
"AT5G66490",FALSE,TRUE,FALSE,FALSE,FALSE
"ATCG00150",FALSE,TRUE,FALSE,TRUE,FALSE
"ATCG00480",FALSE,TRUE,FALSE,FALSE,TRUE
"ATCG00680",FALSE,TRUE,TRUE,TRUE,FALSE
"ATCG01110",FALSE,TRUE,FALSE,TRUE,FALSE
"ATMG00090",FALSE,TRUE,TRUE,TRUE,TRUE
"ATMG00220",FALSE,FALSE,FALSE,FALSE,FALSE
"ATMG00460",FALSE,FALSE,FALSE,FALSE,FALSE
"ATMG00470",FALSE,FALSE,FALSE,FALSE,FALSE
"ATMG09960",FALSE,FALSE,FALSE,FALSE,FALSE
