Taxa	PC1	PC2	PC3	PC4	PC5
4_1156	8.209573	-6.6055727	0.5239299	-1.1554353	-0.9634702
4_1157	8.035678	-7.2569923	1.0427704	-0.7574468	-0.5422683
4_1159	9.300784	-6.9483905	1.0135055	0.11470598	-0.33062544
4_1160	7.846959	-6.7612767	1.2234905	-0.58209157	-1.1187717
4_1161	9.379156	-7.38862	1.6157176	0.57241845	-0.091776684
4_1162	10.697814	-7.9059787	2.2249308	1.029385	-0.011318368
4_1325	9.218746	-7.407114	1.2069182	0.42141262	-0.48464972
4_1326	8.610191	-6.7978683	0.75878805	-0.40809968	-1.1045384
4_1327	7.273555	-6.3659706	0.2724747	-0.65449214	-0.9137868
4_1328	8.600254	-7.3272853	1.2780027	-0.116294466	0.24580714
4_1329	11.284237	-8.328597	2.8171966	1.6751083	0.26883274
4_1330	7.3520293	-6.538861	0.63132554	-1.0053041	-1.5686953
4_1331	9.632553	-7.2538223	2.2345517	0.27696934	0.14856216
4_1332	10.811994	-7.8665614	1.7985457	1.1561034	0.2685383
4_1333	12.115774	-8.521721	2.9949346	1.7736045	-0.17104672
4_1334	8.890875	-7.1464715	2.2131298	1.2626904	-0.29907116
4_1335	7.415287	-6.6820526	0.38936707	-1.1021867	-1.7474976
4_1336	8.47624	-6.164785	1.4835718	0.37359282	-0.44887006
4_1337	7.319762	-5.5628653	0.28047347	0.5480429	0.8971962
4_1338	8.48151	-6.947035	0.9179969	0.013594775	-0.19845238
4_1339	8.152719	-6.931428	1.4072609	-0.4214303	-0.07121501
4_1340	11.407141	-8.2969475	2.4174297	1.3709416	0.20983928
4_1341	9.885555	-7.3851457	1.7102351	0.8028163	-0.103813015
4_1342	9.790483	-7.5714145	2.4782352	1.0862505	0.23457628
4_1343	7.9343715	-7.2018137	1.7652669	0.080118425	-0.37667835
4_1344	9.82671	-7.3637524	1.6658429	0.13152792	-0.3224934
4_1345	7.3320017	-6.609618	0.8125243	-1.0133626	-0.7291356
4_1346	10.984912	-7.806711	2.0177162	1.3442224	0.36957133
4_1347	11.354103	-8.191262	2.9345691	1.9235256	0.52324206
4_1348	6.646619	-5.8759503	0.9862634	0.20780623	0.06772111
4_1349	7.0074067	-6.772527	0.41133046	-1.0829374	-0.98748964
4_1350	7.883513	-6.4537253	1.0964326	-1.0666703	-0.48383075
4_1351	6.161561	-5.816622	0.3470466	-0.6547215	-0.17139673
4_1352	7.503707	-6.7232866	1.4467086	-0.0077690445	0.09323194
4_1353	7.0597696	-6.762127	0.52994305	-1.2181822	-0.5594261
4_1354	8.34871	-7.243294	1.5117526	-0.6049485	-0.59193045
4_1355	7.6243834	-6.3077173	0.693851	-1.0699587	-1.0382715
4_1356	11.8229065	-8.249912	2.836589	1.4881008	0.36786443
4_1357	12.855826	-8.959083	4.052211	2.4224207	0.64350784
4_1358	12.713227	-8.705076	3.7483482	2.0232763	0.427438
4_1359	11.713188	-8.363867	2.7955968	2.003493	0.68682414
4_1360	7.560656	-6.7106	1.9031914	0.9666062	0.10684362
4_1361	8.944975	-6.4362135	1.4975816	1.3901465	1.3129839
4_1362	9.198875	-7.222989	1.7625816	0.07931789	0.096182205
4_1363	-1.7518494	-3.1741111	-2.5814574	-5.333537	-2.3583252
4_1364	1.8188045	-2.9412837	-9.09856	-8.38138	-3.4221127
4_1365	-1.8975434	-2.2663403	-3.874625	-2.1531157	0.87789094
4_1366	1.5806034	-2.2018862	-7.84795	-6.025387	-2.4039743
4_1367	-2.4524903	-2.3859403	-1.7928942	-2.7220552	-0.5132129
4_1368	-0.32730517	-1.7120532	-5.0457463	-2.7280357	0.8610697
4_1369	1.1389111	-2.1972473	-7.1685195	-5.5842223	-0.7309908
4_1370	0.8226176	-2.608827	-6.0018864	-5.3485603	-0.9614659
4_1371	0.6957395	-2.342157	-6.6343226	-3.9993327	-0.19271079
4_1372	-2.0975268	-3.2155252	-2.4591699	-3.3698862	0.13128443
4_1373	-1.011666	-3.2360046	-3.4940605	-3.3543758	-0.7343471
4_1374	0.36206102	-2.063659	-6.0541544	-3.4863708	0.6271348
4_1375	-1.1555318	-1.590973	-3.0826628	-0.02168267	3.8357635
4_1376	0.34294054	-2.1316638	-5.1766753	-3.6348555	0.33085957
4_1377	-0.3586292	-1.9755781	-4.8274703	-2.9439716	0.93165326
4_1378	1.0353843	-1.6847662	-7.3081264	-4.0949607	0.4515649
4_1379	1.0167711	-1.8258715	-7.124316	-4.501565	-0.2114306
4_1380	-2.4846084	-1.831176	-1.3142351	-1.0012301	2.4983134
4_1381	0.40529516	-2.2249105	-5.720239	-4.413175	-1.2159749
4_1382	-3.8291204	-2.198145	-1.2304254	-0.04600971	2.3259685
4_1383	0.31823373	-1.4689872	-5.077764	-1.8993325	1.8445002
4_1384	1.0540899	-1.6133677	-5.459406	-1.8470275	1.4192561
4_1385	-2.309285	-3.7637348	0.3576206	-1.2820187	1.0663941
4_1386	-2.322645	-2.5512717	-2.7863803	-2.5527763	0.6786927
4_1387	-4.0040684	-2.233553	-0.5361674	0.88208896	3.9358842
4_1388	-5.7314816	-2.7213676	1.8174695	0.4831326	2.065723
4_1389	-7.788794	-3.6714442	4.1256943	0.24431211	0.57835764
4_1390	-7.3101525	-3.560247	3.7090938	-0.18467267	0.7644642
4_1391	-4.951092	-2.6878133	0.9323379	0.5882396	2.250599
4_1392	-3.887418	-3.2516866	0.9252271	-1.0371795	0.97618777
4_1393	0.16261898	-3.2729151	-4.5531206	-3.9112363	-0.025703397
4_1394	1.7418028	-1.9155722	-7.8051763	-3.6822686	0.1726549
4_1395	1.437351	-1.8935714	-7.2884393	-4.2300587	0.41027
4_1396	1.2591174	-1.6290288	-5.7202606	-3.5842893	0.1979716
4_1397	2.471214	-2.1698806	-6.3353777	-3.618643	0.44821462
4_1398	-3.551716	-3.691635	1.8243352	-0.57613295	1.9340328
4_1028	6.941468	7.8645024	1.2920115	-0.18306528	0.5878294
4_1029	3.760668	5.2828813	0.9184491	-1.5364552	-0.51323277
4_1030	2.2692175	3.6818984	0.26416108	-1.9998864	0.11941235
4_1031	3.0773249	4.2765636	0.41142216	-2.6507638	-0.45926517
4_1032	2.374739	4.239402	-0.5319129	-1.4585334	1.4670196
4_1033	4.4723964	6.652868	0.1009863	-0.41257563	1.92959
4_1034	6.271327	7.3982863	0.6390295	0.1533336	0.67159843
4_1035	4.259252	5.948357	-0.080895305	-0.44435126	1.7659099
4_1036	4.47907	5.4623356	-0.51569074	-0.94871426	1.2281818
4_1037	4.281741	5.107907	-0.3039495	-0.2505155	1.140685
4_1038	4.1444054	5.8422413	0.5860081	-0.5647567	1.2696998
4_1039	2.7156878	3.949224	0.33913004	-3.2581656	-0.8643652
4_1040	2.6902788	3.644356	0.16992404	-1.1449343	1.6214834
4_1041	5.827751	5.836827	0.7259791	-0.45574918	1.2735473
4_1042	3.7052665	5.7328625	-0.53399926	-1.7546153	1.1894703
4_1043	1.4845763	3.0898488	-1.262152	-1.7134216	1.9595305
4_1044	-0.74852586	0.40784743	-2.5508416	-0.2591882	3.2945528
4_1045	6.4792814	6.0255065	-0.15443262	-1.3915236	0.40300074
4_1046	5.0198097	6.5254784	-0.15964231	-0.9390752	1.1549747
4_1047	4.2191443	5.4146905	-0.8077284	-2.4905562	0.27850157
4_1050	1.5063269	2.2005248	-2.2032084	-0.7189872	2.2889245
4_1051	3.1756506	6.131404	0.9218345	-1.3965583	0.6940308
4_1052	3.8353605	4.535837	-0.9109463	-1.0170038	1.2234132
4_1053	-0.8942454	-0.4432001	-2.771779	0.18216316	3.0008507
4_1055	6.7759657	5.762233	0.22174706	-0.30668342	1.0683204
4_1056	5.5054345	5.512104	-0.6130255	-1.4547244	0.74090177
4_1057	6.0338883	6.717729	0.94042593	-0.99519366	1.6910563
4_1058	4.602661	4.071341	0.34860155	-1.0813532	1.5005153
4_1059	-1.2495728	-0.5460638	-2.9586203	0.5777862	4.1204596
4_1060	-0.41178632	0.26855364	-2.2262983	-2.4288783	0.8171237
4_1061	5.145892	5.512374	-0.067153595	0.022510272	1.9793426
4_1062	5.7806816	6.582992	0.9926088	-0.35219464	1.7024325
4_1063	3.9765708	4.5910964	-0.19416536	-0.6679919	2.0473604
4_1244	-4.3699656	-1.7219359	-1.3247325	-2.9795332	0.61320615
4_1245	-7.4720225	-2.2491896	3.0193458	-0.25686023	1.4248456
4_1246	-1.4213452	-0.6009283	-3.2751977	0.67724645	4.5460877
4_1247	-9.12186	-2.9453511	4.3002577	-0.44802982	0.7305855
4_1249	-0.778082	-0.30104306	-3.6390872	-0.04450213	2.6039546
4_1250	-4.786217	-1.0233555	0.19352518	-0.6801729	2.6817021
4_1251	-0.07253793	-0.38443336	-4.3859825	-2.734896	1.4684776
4_1252	-7.1377497	-1.6521524	2.6924462	-1.8415812	-0.05355308
4_1253	2.070371	-1.5847093	-11.421478	-8.5571	-3.5774407
4_1254	1.686363	-1.2791046	-9.260655	-5.9791946	-1.6872551
4_1255	-2.542932	-1.5425164	-4.7890396	-6.334405	-2.3356287
4_1256	-7.4599767	-2.2755506	2.4253526	-0.9758089	0.576872
4_1257	1.8816824	-0.85514355	-9.448292	-5.994469	-1.6838902
4_1399	4.4423175	4.9830694	-0.5820666	0.8176965	-1.1323665
4_1400	3.94851	4.8723555	-1.4674951	1.1320074	-0.9922613
4_1401	3.4171457	3.5193565	-2.1474118	3.5540762	-1.4345626
4_1402	4.3654823	4.579285	-1.3316848	1.0749402	-1.0538017
4_1403	3.940211	4.5272408	-2.022677	1.7567987	-0.9493735
4_1404	4.482781	4.6853333	-0.44530767	0.38411096	-1.2785302
4_1405	4.119986	4.4061236	-0.7809051	0.08815487	-0.80655354
4_894	6.102649	6.9879727	1.3627701	-1.0098411	0.97868264
4_895	6.1699657	7.482209	1.1097461	-0.5644607	0.23119299
4_896	5.608601	6.9844613	1.1939657	-0.46135777	0.4001582
4_897	4.610153	5.2633867	0.06594921	-0.92196286	1.2245362
4_898	4.9190273	5.3702374	-0.41126508	-1.170516	0.7838607
4_899	5.7079973	6.043439	0.9241671	-0.7825775	1.1968585
4_900	4.3790083	5.6958017	0.1991655	-1.3284104	0.76211476
4_901	4.6670766	5.535845	0.57589984	-1.344996	0.028863302
4_903	5.108482	5.7434707	1.4190211	-1.3894554	0.46244577
4_905	4.601432	5.675682	1.0303688	-0.89206815	-0.06544359
4_906	4.644402	5.1082788	0.69051844	-1.2611781	-0.7548572
4_907	4.032935	5.3889947	1.190267	-1.6562203	0.59800476
4_908	4.8236594	6.1994457	0.4348489	-1.0630268	0.708609
4_909	4.588187	5.712999	1.1032803	-0.43084574	0.6222149
4_910	4.752213	5.1267924	0.8999725	-1.2888764	-0.2103214
4_911	4.4224486	5.671484	0.6801633	-1.8033894	-0.3192794
4_913	5.097876	5.7918057	0.9316091	-0.94418573	0.07257996
4_914	3.8955064	3.9036667	-0.38263395	-0.95943755	0.278877
4_915	4.492465	5.3114443	0.7926647	-1.8498541	-0.49200416
4_916	4.0797377	5.0243464	0.19376144	-0.48350728	1.4707618
4_917	4.259671	5.461459	0.573669	-1.0847111	0.4016782
4_918	3.3307872	4.294925	0.19426048	-1.2400559	0.82443017
4_919	3.5523658	4.652738	0.45708874	-1.204164	-0.13450366
4_920	4.4455895	5.476177	0.5823744	-1.7555104	-0.86813104
4_921	4.0332174	4.484207	0.11777515	-1.3448616	0.8301264
4_922	4.781666	6.534652	0.36425066	-0.8030706	0.64837635
4_923	3.8794262	4.7316356	0.064129576	-1.5760325	0.33466235
4_924	4.5504584	5.738906	0.5899211	-1.5704962	0.22610319
4_925	3.4643097	4.448476	-0.13143797	-1.518988	0.34763944
4_926	3.922387	4.508769	-0.35562643	-1.493794	0.61577535
4_927	4.071228	5.1287503	0.32029074	-1.9813734	0.7005619
4_928	4.191371	5.1527486	0.05173929	-1.9966326	0.28215763
4_930	4.2599845	5.97129	0.87999374	-1.0469111	0.44467586
4_931	5.0141983	5.902484	0.9319752	-1.4756951	-0.13255614
4_932	4.1997075	6.130945	0.6453065	-1.5165063	0.4863436
4_933	5.9180202	6.941224	0.31158975	-1.0058452	0.45733145
4_934	5.894582	7.468597	0.5989243	-0.91661024	-0.20051369
4_935	5.8332825	7.147753	1.5386311	-1.6820358	0.28698048
4_936	5.9946856	6.2239065	0.67016774	-0.914798	0.8335728
4_937	4.493945	5.5561085	-0.20229155	-1.0943825	0.53714424
4_1163	-4.9031796	-0.6402711	1.8172189	-1.1538876	3.7694268E-4
4_1164	-5.7009826	-0.90390384	1.4473658	-1.4833988	-2.8341422
4_1165	-4.319893	-0.6436286	0.4642609	-1.0133353	-0.745066
4_1166	-4.781026	-0.3203433	1.1774073	-2.2799158	-2.4624794
4_1167	-5.1206636	-0.55419916	1.1158291	-0.98122454	0.59229517
4_1168	-4.251133	-0.61722016	1.4216831	-1.7783422	1.283585
4_1169	-3.1714907	-1.011691	-3.7504082	-6.583889	-1.8130932
4_1170	-3.6890707	-1.1623243	-1.822412	-3.5716877	-2.117648
4_1171	-4.4104304	-1.9893465	-1.4060663	-3.2945316	-0.7131351
4_1172	-3.2391984	-1.4623599	-2.883983	-5.2916594	-0.6460343
4_1173	-2.9376266	0.0036635243	0.8269453	-0.5687159	0.5095974
4_1174	-5.107136	-0.074288495	2.274128	-0.22976178	-3.1328506
4_1175	-9.570595	-2.5540543	5.2288604	-0.26821786	-0.105540276
4_1176	-8.643589	-2.1760924	4.241265	-0.084680624	-0.080716975
4_1177	-8.311781	-2.2558277	3.9211159	0.05275499	0.19639628
4_1178	-2.9365335	-0.42180374	-1.4896666	-1.2418969	2.7052824
4_1179	-4.418906	-1.6959641	-1.722638	-3.1152523	-0.8204368
4_1180	-3.6277616	-1.2476361	-3.1020303	-4.1187224	-1.1395532
4_1182	-3.896796	1.0552945	1.1810591	1.4387764	-1.7694265
4_1183	-0.47162855	2.3870568	-1.0357229	1.9226408	-2.2123685
4_1184	-5.258633	-1.095291	1.10412	-0.1424677	2.4029179
4_1185	-0.72406054	0.6514018	-1.3633956	0.23892146	3.001232
4_1186	-4.8676033	-0.851889	0.38385436	0.34086466	3.0229464
4_1188	-5.404196	-0.9753646	0.7125518	0.38907337	2.4520419
4_1190	-4.856747	-0.2561063	0.6358904	1.6734385	-0.3784555
4_1191	-0.0023289146	2.9661121	-1.6326145	1.938552	-2.640158
4_1192	-2.7431917	0.87560225	0.43614036	0.8302807	-0.22926636
4_1193	-2.726113	0.59354305	-0.3120129	1.8402077	1.4942169
4_1194	-1.8411031	0.90639186	-0.22828831	2.028574	0.3764594
4_1195	-2.7745342	0.6525694	-0.47818148	1.1006157	1.3171257
4_1197	-9.009804	-2.44643	5.1660914	-0.7752118	0.37441579
4_1198	-2.1062932	-0.41253874	-0.8581394	1.0072386	2.6170094
4_1199	-5.15798	0.2044488	2.1535037	0.6317973	-1.7197868
4_1200	-3.3974173	0.8866195	0.20653217	0.5719613	0.12259334
4_1201	-2.5237134	1.0860134	-0.016545512	1.6833836	-1.6916411
4_1203	-2.2875643	0.41830584	-0.7122691	1.5781298	2.1455166
4_1204	-3.3318994	0.10202262	0.18378256	0.9715008	0.605925
4_1207	-4.100273	0.069555506	0.21254817	2.4635363	0.702878
4_887	1.6246814	4.5736656	2.2153316	-1.0500302	-1.7313002
4_888	2.8012455	4.819568	1.3176873	-0.7454688	0.06178638
4_889	0.19501017	3.0726476	1.8768083	-0.7511153	-1.2816561
4_890	1.2908037	4.1078324	1.2779335	-1.0899403	-0.69924647
4_891	2.5863447	5.1617875	1.5633434	-0.96360993	-0.30383933
4_892	0.44425872	3.3393447	2.2114391	-1.7558316	-2.1639082
4_938	-0.06494987	3.059055	2.135238	-0.7012544	-1.8693248
4_939	0.7471208	4.108902	2.570957	-1.2640587	-1.7309014
4_940	-1.3155774	1.6179391	1.6458037	-0.3777427	-0.43452364
4_941	2.5715218	4.4899917	1.466696	-0.54990983	-0.48762324
4_942	2.7094712	5.044863	1.3771175	-0.42313024	0.56752473
4_943	0.15438414	2.2834404	0.52192235	-0.8709867	0.30413628
4_944	0.67382675	2.7190883	0.4229742	-0.8240797	0.049732927
4_945	1.2054474	4.003226	1.5987046	-0.65255576	-0.09137777
4_946	3.0841794	4.9788065	1.3202876	-0.61420614	-0.045904554
4_947	1.3864257	3.9710937	1.9730214	-1.021137	-1.2493333
4_948	0.98609096	3.85645	2.4486864	-1.205983	-1.5299103
4_949	0.8652285	4.245143	2.068617	-1.0462393	-0.43664014
4_950	0.16392562	3.4639215	2.5347528	-0.61102605	-1.822957
4_951	2.0777283	5.094178	1.5942842	-0.75666326	0.52253455
4_952	2.4391506	4.2241917	1.314204	-0.49647507	0.008532512
4_953	0.48349687	3.8947475	1.433336	-1.0663083	-0.6629342
4_954	2.987974	5.5561075	1.7244278	-0.32747665	0.92084235
4_955	-0.828033	2.5415564	2.0773058	-0.84224933	-2.3405788
4_956	0.042922862	2.7257743	2.5823572	-1.476076	-1.7892355
4_958	1.0295155	3.9802659	1.0074066	-0.1942447	0.07485717
4_959	-0.6389155	2.5018532	2.126838	-1.4471234	-1.8547258
4_960	2.013988	4.1290607	1.0044535	-0.5585641	1.7077552
4_961	0.4846626	2.7607114	0.26172873	-0.64351296	-0.07914895
4_962	4.5224824	6.319338	1.690729	-1.4018781	-0.07282489
4_963	1.0631871	3.1082041	1.723735	-1.0483545	-0.7617911
4_964	-0.19859503	3.1221385	2.4214423	-1.2668507	-2.3341856
4_965	1.9042869	3.901475	1.8807908	-0.91758066	0.46771932
4_966	2.1538012	3.8867877	1.2252162	-0.45836663	0.23857662
4_967	1.4303759	4.1008434	1.166087	-0.5113814	0.039329275
4_968	-1.8282715	1.5323222	1.2746054	-1.186046	-0.54971063
4_969	2.285585	3.707961	1.2865907	-1.2722723	0.35884488
4_970	3.1653643	5.0684366	1.7423006	-0.43756363	0.29332432
4_971	2.171149	4.233266	2.2056549	-0.9600153	0.32451668
4_972	0.45689958	2.7431047	1.7061143	-0.7256994	-0.6439008
4_973	1.4824545	4.18715	1.987319	-0.6792581	-0.28582618
4_974	-0.06234365	2.8548393	2.3658786	-1.5170553	-1.9730668
4_975	1.3455614	3.6271918	1.1014434	-0.8678148	0.3577151
4_978	3.9634008	3.1435702	1.0574018	-0.10892528	0.37267882
4_980	0.6067388	3.2845721	2.229354	-1.1319264	-0.042518213
4_981	1.9181274	4.684816	2.298587	-1.2473763	0.41375867
4_982	0.49168038	3.9232516	1.8377546	-1.0233743	0.6445994
