plant_ID,leaves_number,petiole_longest_leaf_cm,length_longest_leaf_cm,width_longest_leaf_cm,stem_cm,Cauline_leaves,flowers,plant_length_cm,Sideshoots,Sidebranch,location,season,year,longitude_GMS,latitude_GMS,temperature_C,petiole_length_ratio,aspect_ratio,leaf_to_stem,leaf_plant_length,stem_plant_length,Sideshoot_to_plant_length,flower_to_plnat_length,plant_length_latitude
C370,13,0.3,1.4,0.5,1.1,23,36,17.6,4,5,Brachwitz,Spring,2023,11.88364167,51.546825,14.4,0.214285714285714,0.357142857142857,1.27272727272727,0.738636363636364,0.0625,0.227272727272727,2.04545454545455,0.341437130220921
C371,11,0.5,1.3,0.3,1,29,18,10.3,5,2,Brachwitz,Spring,2023,NA,NA,14.6,0.384615384615385,0.230769230769231,1.3,1.06796116504854,0.0970873786407767,0.485436893203883,1.74757281553398,NA
C372,10,0.5,2.2,0.9,1.5,23,65,27.9,2,6,Brachwitz,Spring,2023,11.88361944,51.54684167,14.6,0.227272727272727,0.409090909090909,1.46666666666667,0.3584229390681,0.0537634408602151,0.0716845878136201,2.32974910394265,0.541255275708534
C373,15,0.5,1.9,0.5,1.43,44,74,22.5,4,7,Brachwitz,Spring,2023,11.88041389,51.55011111,24,0.263157894736842,0.263157894736842,1.32867132867133,0.666666666666667,0.0635555555555556,0.177777777777778,3.28888888888889,0.436468506381848
C374,16,0.3,1.3,0.5,1,13,31,20.1,4,4,Brachwitz,Spring,2023,11.88050833,51.55014722,17.1,0.230769230769231,0.384615384615385,1.3,0.796019900497512,0.0497512437810945,0.199004975124378,1.54228855721393,0.389911592574497
C375,7,0.4,1.7,0.5,1.24,40,18,14.5,6,12,Brachwitz,Spring,2023,11.88047778,51.55011111,18.8,0.235294117647059,0.294117647058824,1.37096774193548,0.482758620689655,0.0855172413793104,0.413793103448276,1.24137931034483,0.281279704112746
C376,14,0.6,2.2,1,1.7,34,98,26,4,8,Brachwitz,Spring,2023,11.88053889,51.55011389,24.5,0.272727272727273,0.454545454545455,1.29411764705882,0.538461538461538,0.0653846153846154,0.153846153846154,3.76923076923077,0.504363580175206
C377,12,0.3,1.2,0.4,0.88,6,10,21.5,0,2,Brachwitz,Spring,2023,11.88047222,51.55012778,17.5,0.25,0.333333333333333,1.36363636363636,0.558139534883721,0.0409302325581395,0,0.465116279069767,0.417069771228412
C378,10,0.3,1.3,0.4,0.77,5,10,11,0,2,Brachwitz,Spring,2023,11.88049444,51.55008611,11.4,0.230769230769231,0.307692307692308,1.68831168831169,0.909090909090909,0.07,0,0.909090909090909,0.21338470660413
C379,8,0.5,1,0.2,0.44,8,13,14.8,0,3,Brachwitz,Spring,2023,11.88049167,51.55009444,13,0.5,0.2,2.27272727272727,0.54054054054054,0.0297297297297297,0,0.878378378378378,0.287099377038503
C380,11,0.3,1.9,0.4,1.56,13,59,24.1,3,7,Brachwitz,Spring,2023,NA,NA,11,0.157894736842105,0.210526315789474,1.21794871794872,0.45643153526971,0.0647302904564315,0.12448132780083,2.44813278008299,NA
C381,24,1.8,4.5,1.2,2,52,154,31.9,7,16,Brachwitz,Spring,2023,11.88045,51.55011389,16.1,0.4,0.266666666666667,2.25,0.752351097178683,0.0626959247648903,0.219435736677116,4.82758620689655,0.618815315676502
C382,15,0.6,2.5,0.7,1.42,16,52,26.2,2,4,Brachwitz,Spring,2023,11.88049444,51.55011389,22.4,0.24,0.28,1.76056338028169,0.572519083969466,0.0541984732824427,0.0763358778625954,1.98473282442748,0.508243300022707
C383,4,0.6,1.5,0.35,1.24,5,15,20.8,0,3,Brachwitz,Spring,2023,11.8805,51.55009722,17.7,0.4,0.233333333333333,1.20967741935484,0.192307692307692,0.0596153846153846,0,0.721153846153846,0.403490994618923
C384,9,1,2.7,0.7,1.18,21,57,23.7,2,7,Brachwitz,Spring,2023,NA,NA,20,0.37037037037037,0.259259259259259,2.28813559322034,0.379746835443038,0.049789029535865,0.0843881856540084,2.40506329113924,NA
C385,13,0.2,1.3,0.3,0.91,10,24,9.7,3,5,Brachwitz,Spring,2023,NA,NA,16.5,0.153846153846154,0.230769230769231,1.42857142857143,1.34020618556701,0.0938144329896907,0.309278350515464,2.47422680412371,NA
C386,14,0.4,1.4,0.5,1.15,17,34,26.3,2,6,Brachwitz,Spring,2023,NA,NA,15,0.285714285714286,0.357142857142857,1.21739130434783,0.532319391634981,0.0437262357414449,0.0760456273764259,1.29277566539924,NA
C387,8,0.3,1.2,0.4,0.55,13,15,18.4,0,5,Brachwitz,Spring,2023,7.717091667,53.77515,16.8,0.25,0.333333333333333,2.18181818181818,0.434782608695652,0.0298913043478261,0,0.815217391304348,0.342165479780159
C388,12,0.4,1.3,0.5,1.21,17,42,18,4,6,Brachwitz,Spring,2023,NA,NA,18.9,0.307692307692308,0.384615384615385,1.07438016528926,0.666666666666667,0.0672222222222222,0.222222222222222,2.33333333333333,NA
C389,13,0.3,1.2,0.5,1.1,14,25,18.5,2,5,Brachwitz,Spring,2023,NA,NA,14.4,0.25,0.416666666666667,1.09090909090909,0.702702702702703,0.0594594594594595,0.108108108108108,1.35135135135135,NA
C390,7,0.9,2.5,1.4,0.16,3,1,3.1,0,0,Brachwitz,Spring,2023,NA,NA,11.9,0.36,0.56,15.625,2.25806451612903,0.0516129032258065,0,0.32258064516129,NA
C391,14,0.4,1.3,0.5,1.09,10,19,22.5,1,5,Brachwitz,Spring,2023,NA,NA,10.9,0.307692307692308,0.384615384615385,1.19266055045872,0.622222222222222,0.0484444444444444,0.0444444444444444,0.844444444444444,NA
C392,18,0.5,1.7,0.6,1.49,10,13,14.4,5,3,Brachwitz,Spring,2023,NA,NA,13.1,0.294117647058824,0.352941176470588,1.14093959731544,1.25,0.103472222222222,0.347222222222222,0.902777777777778,NA
C393,11,0.2,1.8,0.3,0.5,6,6,13.6,2,0,Brachwitz,Spring,2023,NA,NA,13.5,0.111111111111111,0.166666666666667,3.6,0.808823529411765,0.0367647058823529,0.147058823529412,0.441176470588235,NA
C394,14,0.15,0.7,0.3,0.58,12,6,14.5,1,4,Brachwitz,Spring,2023,NA,NA,11.2,0.214285714285714,0.428571428571429,1.20689655172414,0.96551724137931,0.04,0.0689655172413793,0.413793103448276,NA
C396,7,0.3,1.2,0.4,0.9,9,32,22.4,0,3,Brachwitz,Spring,2023,11.883499,51.546961,12.3,0.25,0.333333333333333,1.33333333333333,0.3125,0.0401785714285714,0,1.42857142857143,0.434555201033093
C397,6,0.5,1.4,0.5,0.8,3,10,21.8,0,0,Brachwitz,Spring,2023,11.88348597,51.54688397,11.9,0.357142857142857,0.357142857142857,1.75,0.275229357798165,0.036697247706422,0,0.458715596330275,0.42291596156787
C398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spiekeroog,Spring,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C399,2,0.3,2,0.5,1,4,11,22.8,0,0,Spiekeroog,Spring,2023,7.713138972,53.77718997,18.7,0.15,0.25,2,0.087719298245614,0.043859649122807,0,0.482456140350877,0.423971576289485
C400,4,0.5,1.7,0.6,1.5,9,32,30.7,0,3,Spiekeroog,Spring,2023,7.713180972,53.777137,18.3,0.294117647058824,0.352941176470588,1.13333333333333,0.130293159609121,0.0488599348534202,0,1.04234527687296,0.57087457073068
C401,6,0.4,1.3,0.5,1,3,7,20.3,0,0,Spiekeroog,Spring,2023,7.713163972,53.77716997,17.5,0.307692307692308,0.384615384615385,1.3,0.295566502463054,0.0492610837438424,0,0.344827586206897,0.377483605242234
C402,5,0.4,1.3,0.5,1.2,6,15,19,0,3,Spiekeroog,Spring,2023,7.713161972,53.777151,18.3,0.307692307692308,0.384615384615385,1.08333333333333,0.263157894736842,0.0631578947368421,0,0.789473684210526,0.353309902936286
C403,5,0.4,1.9,0.5,1.1,3,11,27.5,0,0,Spiekeroog,Spring,2023,7.713004972,53.77723,13.8,0.210526315789474,0.263157894736842,1.72727272727273,0.181818181818182,0.04,0,0.4,0.511368845141336
C404,6,0.3,1.4,0.4,1.1,9,9,18.8,0,1,Spiekeroog,Spring,2023,7.713157972,53.77716,20,0.214285714285714,0.285714285714286,1.27272727272727,0.319148936170213,0.0585106382978723,0,0.478723404255319,0.349590792819851
C405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spiekeroog,Spring,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C406,5,0.4,1.9,0.4,1.1,8,24,26,0,3,Spiekeroog,Spring,2023,7.713159,53.777138,16.7,0.210526315789474,0.210526315789474,1.72727272727273,0.192307692307692,0.0423076923076923,0,0.923076923076923,0.483476826156126
C407,4,0.2,1.7,0.4,0.12,15,12,24,0,4,Spiekeroog,Spring,2023,7.713125972,53.777135,17.1,0.117647058823529,0.235294117647059,14.1666666666667,0.166666666666667,0.005,0,0.5,0.446286325963627
C408,6,0.4,1.7,0.3,0.11,4,2,28.3,0,0,Spiekeroog,Spring,2023,7.713131972,53.77713097,18.2,0.235294117647059,0.176470588235294,15.4545454545455,0.212014134275618,0.003886925795053,0,0.0706713780918728,0.526245998801747
C409,6,0.4,2,0.5,0.1,3,15,29.5,0,1,Spiekeroog,Spring,2023,7.713130972,53.77711697,21.7,0.2,0.25,20,0.203389830508475,0.00338983050847458,0,0.508474576271186,0.548560459580918
C410,4,0.3,1.2,0.3,0.12,2,11,22.5,0,1,Spiekeroog,Spring,2023,7.712974,53.777132,17.3,0.25,0.25,10,0.177777777777778,0.00533333333333333,0,0.488888888888889,0.41839345393131
C411,5,0.3,1.4,0.3,0.12,8,14,24.2,0,2,Spiekeroog,Spring,2023,7.713527,53.777126,19,0.214285714285714,0.214285714285714,11.6666666666667,0.206611570247934,0.00495867768595041,0,0.578512396694215,0.450005453991721
C412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spiekeroog,Spring,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C413,7,0.5,2.3,0.6,1.5,6,13,31,0,2,Spiekeroog,Spring,2023,7.713102,53.77709097,15.7,0.217391304347826,0.260869565217391,1.53333333333333,0.225806451612903,0.0483870967741935,0,0.419354838709677,0.576453643007458
C414,4,0.5,2.3,0.7,2,9,3,29.5,0,2,Spiekeroog,Spring,2023,7.713137972,53.77711997,15.8,0.217391304347826,0.304347826086957,1.15,0.135593220338983,0.0677966101694915,0,0.101694915254237,0.548560428979031
C415,5,0.3,1,0.3,0.9,3,4,19.5,0,0,Spiekeroog,Spring,2023,7.713096,53.77703997,16.3,0.3,0.3,1.11111111111111,0.256410256410256,0.0461538461538462,0,0.205128205128205,0.362608280613404
C416,4,0.5,3,0.9,1.2,11,36,19.5,1,2,Spiekeroog,Spring,2023,7.713165,53.77713397,15.8,0.166666666666667,0.3,2.5,0.205128205128205,0.0615384615384615,0.0512820512820513,1.84615384615385,0.362607646790516
C417,8,0.3,1.3,0.3,1.2,6,8,26,0,0,Spiekeroog,Spring,2023,7.713116,53.77714197,17.5,0.230769230769231,0.230769230769231,1.08333333333333,0.307692307692308,0.0461538461538461,0,0.307692307692308,0.483476790464326
C418,12,0.3,1.5,0.3,1.6,6,15,31.2,0,1,Spiekeroog,Spring,2023,7.713165,53.77712497,17.1,0.2,0.2,0.9375,0.384615384615385,0.0512820512820513,0,0.480769230769231,0.580172331960944
C419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spiekeroog,Spring,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C420,2,0.6,3,0.8,1.2,5,14,29.2,0,0,Spiekeroog,Spring,2023,7.713151972,53.77713097,16.5,0.2,0.266666666666667,2.5,0.0684931506849315,0.0410958904109589,0,0.479452054794521,0.542981737279541
C421,6,0.2,1.3,0.4,1.6,1,3,23,0,1,Spiekeroog,Spring,2023,7.713098972,53.777157,16.8,0.153846153846154,0.307692307692308,0.8125,0.260869565217391,0.0695652173913043,0,0.130434782608696,0.427690887415264
C422,3,0.3,2.6,0.7,0.8,3,12,26.7,0,0,Spiekeroog,Spring,2023,7.713142972,53.77712797,16.3,0.115384615384615,0.269230769230769,3.25,0.112359550561798,0.0299625468164794,0,0.449438202247191,0.496493602538514
C423,7,0.3,1,0.2,1.1,8,10,26.5,0,2,Spiekeroog,Spring,2023,7.713161,53.777127,15.6,0.3,0.2,0.909090909090909,0.264150943396226,0.0415094339622642,0,0.377358490566038,0.492774558224354
C424,9,0.5,1.9,0.5,0.8,4,4,13,0,0,Spiekeroog,Spring,2023,7.713124972,53.777137,17.2,0.263157894736842,0.263157894736842,2.375,0.692307692307692,0.0615384615384615,0,0.307692307692308,0.241738417573252
C425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spiekeroog,Spring,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C426,10,0.6,2,0.3,0.6,4,10,23,0,0,Spiekeroog,Spring,2023,7.713137972,53.77713297,16.4,0.3,0.15,3.33333333333333,0.434782608695652,0.0260869565217391,0,0.434782608695652,0.427691078526457
C427,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spiekeroog,Spring,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C428,9,0.3,1.4,0.4,1.2,8,18,19.1,0,1,Spiekeroog,Spring,2023,7.713123,53.77712997,17,0.214285714285714,0.285714285714286,1.16666666666667,0.471204188481675,0.06282722513089,0,0.942408376963351,0.355169567633213
C429,6,0.4,1.7,0.3,0.8,3,9,20,0,0,Spiekeroog,Spring,2023,7.713123,53.77712997,15.8,0.235294117647059,0.176470588235294,2.125,0.3,0.04,0,0.45,0.371905306422213
C430,9,0.3,1,0.3,0.5,7,13,12.2,1,0,Spiekeroog,Spring,2023,7.713141,53.77714,16.9,0.3,0.3,2,0.737704918032787,0.040983606557377,0.0819672131147541,1.0655737704918,0.226862194605366
C431,6,0.3,1.3,0.3,1,4,1,28.5,0,0,Spiekeroog,Spring,2023,7.713161,53.77713097,16.4,0.230769230769231,0.230769230769231,1.3,0.210526315789474,0.0350877192982456,0,0.0350877192982456,0.529965051796812
C432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spiekeroog,Spring,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C433,2,0.3,1.2,0.2,0.5,5,3,16.2,0,0,Spiekeroog,Spring,2023,7.713175972,53.77720897,16,0.25,0.166666666666667,2.4,0.123456790123457,0.0308641975308642,0,0.185185185185185,0.301242855668417
C434,8,0.4,2,0.5,0.8,7,1,19.4,0,0,Spiekeroog,Spring,2023,7.713102,53.77715297,16.8,0.2,0.25,2.5,0.412371134020619,0.0412371134020619,0,0.0515463917525773,0.360747992940839
C435,10,0.3,1.6,0.4,0.8,8,8,21,0,2,Spiekeroog,Spring,2023,NA,NA,16.1,0.1875,0.25,2,0.476190476190476,0.0380952380952381,0,0.380952380952381,NA
C436,5,0.2,0.9,0.3,1,6,1,10,1,1,Spiekeroog,Spring,2023,7.717157,53.775091,21.1,0.222222222222222,0.333333333333333,0.9,0.5,0.1,0.1,0.1,0.185959703908265
C437,11,0.2,0.7,0.2,1,5,4,14,0,0,Spiekeroog,Spring,2023,7.717181,53.77512397,22.2,0.285714285714286,0.285714285714286,0.7,0.785714285714286,0.0714285714285714,0,0.285714285714286,0.260343425852636
C439,7,0.3,1.5,0.4,1.2,26,17,14.2,4,0,Spiekeroog,Spring,2023,7.717126972,53.775131,31.1,0.2,0.266666666666667,1.25,0.492957746478873,0.0845070422535211,0.28169014084507,1.19718309859155,0.264062583129737
C440,3,0.4,1.6,0.4,1.5,11,16,19.5,2,1,Spiekeroog,Spring,2023,7.717132972,53.775123,24.8,0.25,0.25,1.06666666666667,0.153846153846154,0.0769230769230769,0.102564102564103,0.82051282051282,0.362621206835733
C441,13,0.7,3.7,0.8,2,42,57,28.5,4,13,Spiekeroog,Spring,2023,7.717298,53.775097,24.6,0.189189189189189,0.216216216216216,1.85,0.456140350877193,0.0701754385964912,0.140350877192982,2,0.529985097005032
C442,7,0.3,2.2,0.5,1,7,15,23,1,2,Spiekeroog,Spring,2023,7.717198972,53.77511297,24.3,0.136363636363636,0.227272727272727,2.2,0.304347826086957,0.0434782608695652,0.0434782608695652,0.652173913043478,0.427707144247772
C443,5,0.8,1.2,0.35,0.61,4,2,16.1,0,0,Spiekeroog,Spring,2023,NA,NA,18.3,0.666666666666667,0.291666666666667,1.9672131147541,0.31055900621118,0.037888198757764,0,0.124223602484472,NA
C444,3,0.9,1.5,0.2,0.61,5,1,11.6,0,0,Spiekeroog,Spring,2023,7.713169444,53.77715556,18.2,0.6,0.133333333333333,2.45901639344262,0.258620689655172,0.0525862068965517,0,0.0862068965517241,0.215704975081058
C445,5,0.4,1.4,0.3,0.87,4,4,19.95,0,0,Spiekeroog,Spring,2023,7.713080556,53.77715278,16.9,0.285714285714286,0.214285714285714,1.60919540229885,0.25062656641604,0.043609022556391,0,0.200501253132832,0.370975385803979
C446,0,NA,NA,NA,0.78,3,3,16.4,0,0,Spiekeroog,Spring,2023,NA,NA,17.2,NA,NA,NA,0,0.0475609756097561,0,0.182926829268293,NA
C447,9,0.4,1.1,0.5,0.97,7,9,17.1,1,1,Spiekeroog,Spring,2023,7.713130556,53.77713333,17.6,0.363636363636364,0.454545454545455,1.1340206185567,0.526315789473684,0.0567251461988304,0.0584795321637427,0.526315789473684,0.317979017123634
C448,4,0.45,1,0.1,1.18,8,7,10.7,0,2,Spiekeroog,Spring,2023,7.713141667,53.777125,17.7,0.45,0.1,0.847457627118644,0.373831775700935,0.110280373831776,0,0.654205607476636,0.198969357324327
C449,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spiekeroog,Spring,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C450,4,NA,NA,NA,0.43,2,1,5.1,0,0,Spiekeroog,Spring,2023,7.713108333,53.77718333,17.7,NA,NA,NA,0.784313725490196,0.0843137254901961,0,0.196078431372549,0.0948357590375122
C451,9,0.1,0.85,0.2,1.15,6,12,19.2,0,2,Spiekeroog,Spring,2023,NA,NA,17.7,0.117647058823529,0.235294117647059,0.739130434782609,0.46875,0.0598958333333333,0,0.625,NA
C452,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spiekeroog,Spring,2023,7.713205556,53.777125,NA,NA,NA,NA,NA,NA,NA,NA,NA
C453,1,0.4,1.2,0.1,0.76,2,3,18.4,0,0,Spiekeroog,Spring,2023,7.713205556,53.77713056,16.8,0.333333333333333,0.0833333333333333,1.57894736842105,0.0543478260869565,0.041304347826087,0,0.16304347826087,0.342152878154606
C454,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spiekeroog,Spring,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C455,3,0.3,0.8,0.3,0.51,4,1,10,0,0,Spiekeroog,Spring,2023,7.713155556,53.77713889,16.5,0.375,0.375,1.56862745098039,0.3,0.051,0,0.1,0.185952622367188
C456,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spiekeroog,Spring,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C457,14,0.5,1.2,0.25,0.92,3,4,15.8,0,0,Spiekeroog,Spring,2023,7.713202778,53.77710833,18.1,0.416666666666667,0.208333333333333,1.30434782608696,0.886075949367089,0.0582278481012658,0,0.253164556962025,0.293805310301258
C458,9,0.2,0.6,0.25,0.76,3,3,9.7,0,1,Spiekeroog,Spring,2023,7.713111111,53.77714167,17.8,0.333333333333333,0.416666666666667,0.789473684210526,0.927835051546392,0.0783505154639175,0,0.309278350515464,0.180374034371768
C459,24,0.6,1.3,0.35,0.99,5,11,15.5,0,5,Spiekeroog,Spring,2023,7.717122222,53.77503333,27.2,0.461538461538462,0.269230769230769,1.31313131313131,1.54838709677419,0.0638709677419355,0,0.709677419354839,0.288237850172617
C460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spiekeroog,Spring,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C461,13,1.9,2.8,0.2,0.98,3,7,16.2,0,4,Spiekeroog,Spring,2023,7.821130556,53.77985278,25.2,0.678571428571429,0.0714285714285714,2.85714285714286,0.802469135802469,0.0604938271604938,0,0.432098765432099,0.301228046611994
C462,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spiekeroog,Spring,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C463,20,1.4,1.9,0.2,0.67,1,4,9.1,0,0,Spiekeroog,Spring,2023,7.717077778,53.77505833,25.3,0.736842105263158,0.105263157894737,2.83582089552239,2.1978021978022,0.0736263736263736,0,0.43956043956044,0.169223433364893
C464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spiekeroog,Spring,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C465,15,1.8,2.7,0.2,1.6,6,17,19.2,0,3,Spiekeroog,Spring,2023,7.717019444,53.77500278,23.9,0.666666666666667,0.0740740740740741,1.6875,0.78125,0.0833333333333333,0,0.885416666666667,0.357043217246301
C466,10,NA,NA,NA,0.9,10,15,19.7,1,6,Spiekeroog,Spring,2023,7.717055556,53.77510833,24.1,NA,NA,NA,0.50761421319797,0.0456852791878173,0.050761421319797,0.761421319796954,0.366340498639401
C467,6,0.3,0.85,0.3,0.55,3,4,13,2,0,Spiekeroog,Spring,2023,7.716883333,53.77502778,23.4,0.352941176470588,0.352941176470588,1.54545454545455,0.461538461538462,0.0423076923076923,0.153846153846154,0.307692307692308,0.241747899288579
C468,7,NA,NA,NA,1.06,4,9,24.9,0,5,Spiekeroog,Spring,2023,7.717075,53.77494722,22.6,NA,NA,NA,0.281124497991968,0.042570281124498,0,0.36144578313253,0.46304090077729
C469,20,1,2.9,0.4,2.67,141,62,24.9,6,71,Spiekeroog,Spring,2023,7.717125,53.77500556,22,0.344827586206897,0.137931034482759,1.08614232209738,0.803212851405622,0.107228915662651,0.240963855421687,2.48995983935743,0.463040398428552
C470,6,NA,NA,NA,0.65,3,2,13.2,0,0,Spiekeroog,Spring,2023,7.717497222,53.77465833,28.7,NA,NA,NA,0.454545454545455,0.0492424242424242,0,0.151515151515152,0.245468784180744
C471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spiekeroog,Spring,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C472,7,0.6,1,0.1,0.49,3,5,16.6,0,0,Spiekeroog,Spring,2023,7.717088889,53.77506389,25.4,0.6,0.1,2.04081632653061,0.421686746987952,0.0295180722891566,0,0.301204819277108,0.308693264111341
C473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spiekeroog,Spring,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C474,0,NA,NA,NA,0.93,1,3,21.05,0,1,Spiekeroog,Spring,2023,7.717119444,53.77515833,24.3,NA,NA,NA,0,0.0441805225653207,0,0.142517814726841,0.391444686612046
C475,7,0.1,1.1,0.3,1.04,2,4,21.9,0,0,Spiekeroog,Spring,2023,7.717125,53.77506389,23.3,0.0909090909090909,0.272727272727273,1.05769230769231,0.319634703196347,0.0474885844748858,0,0.182648401826484,0.407251956869781
C476,10,0.3,0.9,0.2,0.58,4,4,24.6,0,0,Spiekeroog,Spring,2023,7.717061111,53.77516667,26.5,0.333333333333333,0.222222222222222,1.55172413793103,0.40650406504065,0.0235772357723577,0,0.16260162601626,0.457460227895933
C477,5,NA,NA,NA,0.87,2,4,23.1,0,1,Spiekeroog,Spring,2023,7.717086111,53.775075,26.1,NA,NA,NA,0.216450216450216,0.0376623376623377,0,0.173160173160173,0.429567043839548
C478,0,NA,NA,NA,0.65,3,3,16.9,1,0,Spiekeroog,Spring,2023,7.717077778,53.77508611,25.9,NA,NA,NA,0,0.0384615384615385,0.0591715976331361,0.177514792899408,0.314271928183064
C479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spiekeroog,Spring,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C480,39,1.8,5.4,1.1,2.95,148,283,47.5,7,94,Spiekeroog,Spring,2023,7.717061111,53.77501667,18.5,0.333333333333333,0.203703703703704,1.83050847457627,0.821052631578947,0.0621052631578947,0.147368421052632,5.9578947368421,0.883309814509073
C481,17,1.3,2.2,0.2,0.9,5,2,13.5,0,5,Spiekeroog,Spring,2023,7.71715,53.77504722,20.1,0.590909090909091,0.0909090909090909,2.44444444444444,1.25925925925926,0.0666666666666667,0,0.148148148148148,0.251045804660476
C482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spiekeroog,Spring,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C483,9,0.7,1.9,0.55,1.53,9,35,23.4,0,4,Spiekeroog,Spring,2023,7.7171117,53.7750587,21.4,0.368421052631579,0.289473684210526,1.24183006535948,0.384615384615385,0.0653846153846154,0,1.4957264957265,0.435145968515698
C484,3,0.3,0.8,0.3,0.7,2,3,13.2,0,0,Spiekeroog,Spring,2023,7.7172328,53.7750355,19.8,0.375,0.375,1.14285714285714,0.227272727272727,0.053030303030303,0,0.227272727272727,0.245467062499661
C485,5,0.7,1.8,0.4,1.11,7,14,23.2,0,5,Spiekeroog,Spring,2023,7.7172328,53.7750356,19.4,0.388888888888889,0.222222222222222,1.62162162162162,0.21551724137931,0.0478448275862069,0,0.603448275862069,0.431426957530457
C486,8,0.1,0.7,0.2,0.65,17,16,4.1,4,4,Spiekeroog,Spring,2023,7.717122222,53.774475,19.6,0.142857142857143,0.285714285714286,1.07692307692308,1.95121951219512,0.158536585365854,0.975609756097561,3.90243902439024,0.0762443519904192
C487,8,NA,NA,NA,1.14,4,8,36.8,0,2,Spiekeroog,Spring,2023,NA,NA,15.6,NA,NA,NA,0.217391304347826,0.0309782608695652,0,0.217391304347826,NA
C488,4,1.1,2.35,0.5,0.7,4,2,27.5,0,4,Spiekeroog,Spring,2023,7.722655556,53.77416111,16.4,0.468085106382979,0.212765957446809,3.35714285714286,0.145454545454545,0.0254545454545455,0,0.0727272727272727,0.511398028948257
C489,2,NA,NA,NA,0.32,5,1,14.5,0,0,Spiekeroog,Spring,2023,7.722633333,53.77417778,15.9,NA,NA,NA,0.137931034482759,0.0220689655172414,0,0.0689655172413793,0.269646149855088
C490,5,NA,NA,NA,0.49,3,3,23.4,0,0,Spiekeroog,Spring,2023,7.722691667,53.77416944,14.6,NA,NA,NA,0.213675213675214,0.0209401709401709,0,0.128205128205128,0.435153164496742
C491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spiekeroog,Spring,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C492,10,0.9,1.9,0.6,1.16,4,8,34.8,0,0,Spiekeroog,Spring,2023,7.722675,53.77415556,16.1,0.473684210526316,0.31578947368421,1.63793103448276,0.287356321839081,0.0333333333333333,0,0.229885057471264,0.647151027061149
C493,8,NA,NA,NA,1.43,6,10,37,0,5,Spiekeroog,Spring,2023,NA,NA,15,NA,NA,NA,0.216216216216216,0.0386486486486486,0,0.27027027027027,NA
C494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spiekeroog,Spring,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C495,4,0.3,0.6,0.1,0.25,3,1,5.5,0,1,Spiekeroog,Spring,2023,7.717127778,53.77454444,16.9,0.5,0.166666666666667,2.4,0.727272727272727,0.0454545454545455,0,0.181818181818182,0.102278876692981
C496,12,0.2,1.2,0.25,0.51,7,8,8.3,3,0,Spiekeroog,Spring,2023,7.717116667,53.77449444,17.5,0.166666666666667,0.208333333333333,2.35294117647059,1.44578313253012,0.0614457831325301,0.36144578313253,0.963855421686747,0.154348266523656
