plant_ID,leaves_number,petiole_longest_leaf_cm,length_longest_leaf_cm,width_longest_leaf_cm,stem_cm,Cauline_leaves,flowers,plant_length_cm,Sideshoots,Sidebranch,location,season,year,longitude_GMS,latitude_GMS,temperature_C,petiole_length_ratio,aspect_ratio,leaf_to_stem,leaf_plant_length,stem_plant_length,Sideshoot_to_plant_length,flower_to_plnat_length,plant_length_latitude
D1113,7,0.48,1.33,0.41,0.64,3,5,8.34,0,0,Spiekeroog,Spring,2024,7.72271111111111,53.773675,11.8,0.360902255639098,0.308270676691729,2.078125,0.839328537170264,0.0767386091127098,0,0.599520383693046,0.155094476990832
D1114,5,1.1,2.4,0.54,0.78,4,8,12.43,0,0,Spiekeroog,Spring,2024,7.72265,53.7736583333333,11.4,0.458333333333333,0.225,3.07692307692308,0.402252614641995,0.0627514078841512,0,0.643604183427192,0.231154070324705
D1115,7,0.66,1.8,0.42,0.71,3,5,9.4,0,0,Spiekeroog,Spring,2024,7.72260277777778,53.7737361111111,10.7,0.366666666666667,0.233333333333333,2.53521126760563,0.74468085106383,0.075531914893617,0,0.531914893617021,0.174806526006991
D1116,5,0.33,1.12,0.31,0.67,3,5,10.4,0,0,Spiekeroog,Spring,2024,7.72271666666667,53.7736944444444,11.7,0.294642857142857,0.276785714285714,1.67164179104478,0.480769230769231,0.0644230769230769,0,0.480769230769231,0.193403114802622
D1117,6,0.33,1.07,0.28,0.61,3,5,12.36,0,0,Spiekeroog,Spring,2024,NA,NA,14.1,0.308411214953271,0.261682242990654,1.75409836065574,0.485436893203884,0.0493527508090615,0,0.40453074433657,NA
D1118,24,0.75,1.8,0.84,0.58,4,27,18.1,1,4,Brachwitz,Spring,2024,11.8787,51.5454222222222,12.2,0.416666666666667,0.466666666666667,3.10344827586207,1.32596685082873,0.0320441988950276,0.0552486187845304,1.49171270718232,0.351146604677471
D1119,26,0.62,1.7,0.75,0.85,3,10,11.3,1,3,Brachwitz,Spring,2024,11.8787055555556,51.5454333333333,11.8,0.364705882352941,0.441176470588235,2,2.30088495575221,0.0752212389380531,0.0884955752212389,0.884955752212389,0.219224076106322
D1120,17,0.85,1.2,0.57,1.19,5,23,16,3,5,Brachwitz,Spring,2024,11.8787111111111,51.5454333333333,14,0.708333333333333,0.475,1.00840336134454,1.0625,0.074375,0.1875,1.4375,0.310405771477978
D1121,19,0.47,0.87,0.49,0.99,6,17,9.7,4,6,Brachwitz,Spring,2024,11.8787527777778,51.5454527777778,13.1,0.540229885057471,0.563218390804598,0.878787878787879,1.95876288659794,0.102061855670103,0.412371134020619,1.75257731958763,0.188183427970233
D1122,15,0.81,1.5,0.63,0.84,2,17,14.6,1,2,Brachwitz,Spring,2024,11.8786972222222,51.545425,11.6,0.54,0.42,1.78571428571429,1.02739726027397,0.0575342465753425,0.0684931506849315,1.16438356164384,0.283245312265832
D1123,22,0.58,1.3,0.85,1.03,3,4,12.8,5,3,Brachwitz,Spring,2024,11.878725,51.5454416666667,11.6,0.446153846153846,0.653846153846154,1.2621359223301,1.71875,0.08046875,0.390625,0.3125,0.248324577035829
D1124,12,0.33,0.82,0.44,0.58,2,8,7.6,0,1,Brachwitz,Spring,2024,11.8787027777778,51.5454138888889,8.9,0.402439024390244,0.536585365853659,1.41379310344828,1.57894736842105,0.0763157894736842,0,1.05263157894737,0.147442797071773
D1125,7,0.45,0.78,0.49,0.43,3,6,7.6,0,0,Brachwitz,Spring,2024,11.8787527777778,51.5454166666667,11.8,0.576923076923077,0.628205128205128,1.81395348837209,0.921052631578948,0.0565789473684211,0,0.789473684210526,0.147442789126094
D1126,11,0.48,0.9,0.49,0.29,3,8,10.2,0,3,Brachwitz,Spring,2024,11.8786527777778,51.5454444444444,12,0.533333333333333,0.544444444444444,3.10344827586207,1.07843137254902,0.0284313725490196,0,0.784313725490196,0.197883636661501
D1127,9,0.42,0.92,0.49,0.88,3,20,19.4,0,3,Brachwitz,Spring,2024,11.8788138888889,51.5453138888889,15.7,0.456521739130435,0.532608695652174,1.04545454545455,0.463917525773196,0.045360824742268,0,1.03092783505155,0.376367870061256
D1128,11,0.27,0.63,0.31,0.73,6,4,16.3,0,0,Brachwitz,Spring,2024,11.8788138888889,51.5453388888889,16.9,0.428571428571429,0.492063492063492,0.863013698630137,0.674846625766871,0.0447852760736196,0,0.245398773006135,0.316226459101108
D1129,8,0.25,0.58,0.35,0.7,5,4,14.3,0,0,Brachwitz,Spring,2024,11.8787944444444,51.5453416666667,15.6,0.431034482758621,0.603448275862069,0.828571428571429,0.559440559440559,0.0489510489510489,0,0.27972027972028,0.277425651622899
D1130,12,0.47,1.2,0.6,0.47,7,10,7.1,3,0,Brachwitz,Spring,2024,11.8787861111111,51.5453194444444,16.4,0.391666666666667,0.5,2.5531914893617,1.69014084507042,0.0661971830985915,0.422535211267606,1.40845070422535,0.13774286543422
D1131,9,0.38,1,0.53,0.93,2,17,15.6,0,2,Brachwitz,Spring,2024,11.8788,51.5452944444444,16.6,0.38,0.53,1.0752688172043,0.576923076923077,0.0596153846153846,0,1.08974358974359,0.302646442670217
D1132,2,0.49,0.89,0.44,0.43,2,5,7.2,0,0,Spiekeroog,Spring,2024,7.72265277777778,53.7737611111111,19.8,0.550561797752809,0.49438202247191,2.06976744186047,0.277777777777778,0.0597222222222222,0,0.694444444444444,0.133894298096852
D1133,14,0.61,0.97,0.43,0.71,4,10,13.8,0,2,Spiekeroog,Spring,2024,7.72265555555556,53.7737666666667,18.9,0.628865979381443,0.443298969072165,1.36619718309859,1.01449275362319,0.0514492753623188,0,0.72463768115942,0.256630711505548
D1134,13,0.62,0.76,0.34,0.56,4,6,9.8,0,2,Spiekeroog,Spring,2024,7.72264722222222,53.77375,17.9,0.81578947368421,0.447368421052632,1.35714285714286,1.3265306122449,0.0571428571428571,0,0.612244897959184,0.182245054510798
D1135,5,0.32,0.96,0.34,0.6,4,5,11.3,0,0,Spiekeroog,Spring,2024,7.72266388888889,53.7737777777778,16.8,0.333333333333333,0.354166666666667,1.6,0.442477876106195,0.0530973451327434,0,0.442477876106195,0.210139597160119
D1136,7,0.42,0.8,0.42,0.46,6,4,9.3,0,0,Spiekeroog,Spring,2024,7.722725,53.7737666666667,14.6,0.525,0.525,1.73913043478261,0.752688172043011,0.0494623655913978,0,0.43010752688172,0.172946783840695
D1137,6,0.4,1,0.34,0.92,2,9,14.4,0,2,Spiekeroog,Spring,2024,7.72265833333333,53.7737722222222,14.9,0.4,0.34,1.08695652173913,0.416666666666667,0.0638888888888889,0,0.625,0.26778854086136
D1138,6,0.49,0.66,0.19,0.43,2,0,9.8,0,1,Spiekeroog,Spring,2024,7.72265277777778,53.7737694444444,16.4,0.742424242424242,0.287878787878788,1.53488372093023,0.612244897959184,0.0438775510204082,0,0,0.182244988611496
D1139,9,0.75,0.66,0.32,0.34,3,7,7.2,0,0,Spiekeroog,Spring,2024,7.72255277777778,53.7736861111111,15.2,1.13636363636364,0.484848484848485,1.94117647058824,1.25,0.0472222222222222,0,0.972222222222222,0.133894484843811
D1140,9,1.3,1.5,0.46,0.3,6,10,10.7,0,3,Spiekeroog,Spring,2024,7.72265555555556,53.7738027777778,14.7,0.866666666666667,0.306666666666667,5,0.841121495327103,0.0280373831775701,0,0.934579439252337,0.198981649934972
D1141,4,1.2,0.85,0.27,0.48,5,5,7.8,0,0,Spiekeroog,Spring,2024,7.72263611111111,53.77375,18.8,1.41176470588235,0.317647058823529,1.77083333333333,0.512820512820513,0.0615384615384615,0,0.641025641025641,0.145052186243288
D1142,3,0.77,0.71,0.32,0.34,1,3,3.8,0,0,Spiekeroog,Spring,2024,7.72269166666667,53.7737777777778,15.6,1.08450704225352,0.450704225352113,2.08823529411765,0.789473684210526,0.0894736842105263,0,0.789473684210526,0.0706664132042879
D1143,5,0.29,0.61,0.44,0.44,3,4,4.9,0,0,Spiekeroog,Spring,2024,7.72270833333333,53.7737666666667,18.6,0.475409836065574,0.721311475409836,1.38636363636364,1.02040816326531,0.0897959183673469,0,0.816326530612245,0.0911224990128395
D1144,4,0.44,1.1,0.43,1.1,4,12,13.7,0,4,Spiekeroog,Spring,2024,7.72268611111111,53.7737583333333,19.7,0.4,0.390909090909091,1,0.291970802919708,0.0802919708029197,0,0.875912408759124,0.254771108150491
D1145,9,0.25,0.74,0.35,0.7,4,9,10.1,0,0,Spiekeroog,Spring,2024,7.7227,53.7737888888889,18.2,0.337837837837838,0.472972972972973,1.05714285714286,0.891089108910891,0.0693069306930693,0,0.891089108910891,0.187823848917719
D1146,7,0.47,0.88,0.35,0.63,4,6,9.9,0,0,Spiekeroog,Spring,2024,7.72266944444444,53.7737527777778,19.8,0.534090909090909,0.397727272727273,1.3968253968254,0.707070707070707,0.0636363636363636,0,0.606060606060606,0.184104688413921
D1147,6,0.29,0.77,0.29,0.41,5,8,13.5,0,1,Spiekeroog,Spring,2024,7.72268888888889,53.77375,21.4,0.376623376623377,0.376623376623377,1.8780487804878,0.444444444444444,0.0303703703703704,0,0.592592592592593,0.251051860805691
D1148,7,0.24,0.93,0.52,0.54,4,8,13.8,0,1,Spiekeroog,Spring,2024,7.72267777777778,53.7737833333333,18.9,0.258064516129032,0.559139784946237,1.72222222222222,0.507246376811594,0.0391304347826087,0,0.579710144927536,0.256630631965329
D1149,7,0.29,1.4,0.48,0.74,7,9,14.3,1,0,Spiekeroog,Spring,2024,7.72260555555556,53.7738305555556,20.5,0.207142857142857,0.342857142857143,1.89189189189189,0.48951048951049,0.0517482517482517,0.0699300699300699,0.629370629370629,0.265928609739382
D1150,7,0.64,1.2,0.35,0.71,4,8,11.4,0,3,Spiekeroog,Spring,2024,7.72270277777778,53.7736861111111,24.7,0.533333333333333,0.291666666666667,1.69014084507042,0.614035087719298,0.062280701754386,0,0.701754385964912,0.2119996010027
D1151,8,0.4,1,0.4,0.94,5,8,19.5,0,1,Spiekeroog,Spring,2024,7.72263888888889,53.773875,24.8,0.4,0.4,1.06382978723404,0.41025641025641,0.0482051282051282,0,0.41025641025641,0.362629622655983
D1152,10,0.45,0.63,0.29,0.59,5,7,11.7,0,0,Spiekeroog,Spring,2024,7.72263888888889,53.7737777777778,20.9,0.714285714285714,0.46031746031746,1.06779661016949,0.854700854700855,0.0504273504273504,0,0.598290598290598,0.217578166971097
D1153,10,0.19,1.1,0.51,0.73,4,9,13.9,0,0,Spiekeroog,Spring,2024,7.72265,53.7737805555556,21.1,0.172727272727273,0.463636363636364,1.50684931506849,0.719424460431655,0.0525179856115108,0,0.647482014388489,0.25849028757871
D1154,27,1.1,1.8,0.69,1.9,5,22,22.4,4,5,Spiekeroog,Spring,2024,7.72266944444444,53.7737777777778,25.3,0.611111111111111,0.383333333333333,0.947368421052632,1.20535714285714,0.0848214285714286,0.178571428571429,0.982142857142857,0.41655990941475
D1155,18,0.59,1.3,0.55,1.24,6,12,17.6,0,5,Spiekeroog,Spring,2024,7.72266666666667,53.7737583333333,21.8,0.453846153846154,0.423076923076923,1.04838709677419,1.02272727272727,0.0704545454545455,0,0.681818181818182,0.327297190032747
D1156,11,1.2,1,0.31,0.4,7,9,7.3,0,0,Spiekeroog,Spring,2024,7.72269722222222,53.7737777777778,10.8,1.2,0.31,2.5,1.50684931506849,0.0547945205479452,0,1.23287671232877,0.135753899050343
D1157,7,1.8,0.79,0.35,0.55,6,5,6,0,0,Spiekeroog,Spring,2024,7.72256944444444,53.7737611111111,17,2.27848101265823,0.443037974683544,1.43636363636364,1.16666666666667,0.0916666666666667,0,0.833333333333333,0.111578581747376
D1158,11,1.5,1.3,0.51,0.64,4,4,2.9,0,0,Spiekeroog,Spring,2024,7.722675,53.7737916666667,12.3,1.15384615384615,0.392307692307692,2.03125,3.79310344827586,0.220689655172414,0,1.37931034482759,0.0539296172004484
D1159,10,1.8,1.1,0.48,0.72,5,9,7.6,0,0,Spiekeroog,Spring,2024,7.72270833333333,53.7738138888889,12.3,1.63636363636364,0.436363636363636,1.52777777777778,1.31578947368421,0.0947368421052632,0,1.18421052631579,0.141332731498339
D1160,9,0.82,1.2,0.51,0.62,4,9,12.5,0,4,Spiekeroog,Spring,2024,7.722675,53.7737694444444,11.9,0.683333333333333,0.425,1.93548387096774,0.72,0.0496,0,0.72,0.232455342616705
D1161,9,0.39,0.94,0.45,1,5,10,9.3,0,1,Spiekeroog,Spring,2024,7.72283333333333,53.7736805555556,13.8,0.414893617021277,0.478723404255319,0.94,0.967741935483871,0.10752688172043,0,1.0752688172043,0.172947060791047
D1162,11,1.1,1.2,0.39,0.9,6,11,12.9,0,4,Spiekeroog,Spring,2024,7.7229,53.7737361111111,13.1,0.916666666666667,0.325,1.33333333333333,0.852713178294574,0.0697674418604651,0,0.852713178294574,0.239894062286189
D1163,9,0.16,0.702,0.35,0.24,4,7,10.616,0,0,Spiekeroog,Spring,2024,7.72273611111111,53.7738,15,0.227920227920228,0.498575498575499,2.925,0.847776940467219,0.0226073850791258,0,0.659382064807837,0.197419561198948
D1164,7,0.191,0.509,0.149,0.21,4,6,5.73,0,0,Spiekeroog,Spring,2024,7.72274444444444,53.7739083333333,15,0.37524557956778,0.292730844793713,2.42380952380952,1.2216404886562,0.0366492146596859,0,1.04712041884817,0.106557253835465
D1165,10,0.207,0.656,0.175,0.36,5,6,7.426,0,0,Spiekeroog,Spring,2024,7.72276666666667,53.7739611111111,17,0.315548780487805,0.266768292682927,1.82222222222222,1.34661998384056,0.0484783194182602,0,0.807971990304336,0.138096577721993
D1166,9,0.173,0.615,0.165,0.27,5,9,12.328,0,0,Spiekeroog,Spring,2024,7.72280833333333,53.7737083333333,16.6,0.28130081300813,0.268292682926829,2.27777777777778,0.73004542504867,0.0219013627514601,0,0.73004542504867,0.229257017641056
D1167,7,0.253,0.929,0.342,0.86,5,7,14.932,0,0,Spiekeroog,Spring,2024,7.72254444444444,53.7737722222222,16.8,0.272335844994618,0.368137782561894,1.08023255813953,0.468791856415751,0.0575944280739352,0,0.468791856415751,0.277681839732071
D1168,8,0.315,1.27,0.36,1.07,3,10,18.219,0,0,Spiekeroog,Spring,2024,7.72249722222222,53.7737388888889,19.3,0.248031496062992,0.283464566929134,1.18691588785047,0.439102036335694,0.058729897359899,0,0.548877545419617,0.33880850348988
D1169,6,0.428,1.518,0.604,0.83,5,8,8.372,0,0,Spiekeroog,Spring,2024,7.72256388888889,53.7737583333333,16.1,0.281949934123847,0.397891963109354,1.8289156626506,0.716674629718108,0.0991399904443383,0,0.955566172957477,0.155689322440577
D1170,14,0.298,1.493,0.477,1.01,5,10,17.154,0,0,Spiekeroog,Spring,2024,7.72270833333333,53.7737166666667,19.8,0.19959812458138,0.319490957803081,1.47821782178218,0.816136178150869,0.0588783957094555,0,0.582954412964906,0.319003428874639
D1171,8,0.289,1.026,0.437,1.14,4,7,16.009,0,0,Spiekeroog,Spring,2024,NA,NA,16.1,0.281676413255361,0.425925925925926,0.9,0.499718908114186,0.0712099444062715,0,0.437254044599913,NA
D1172,10,0.232,1.008,0.475,0.79,4,8,17.152,0,0,Spiekeroog,Spring,2024,NA,NA,16,0.23015873015873,0.471230158730159,1.27594936708861,0.583022388059701,0.0460587686567164,0,0.466417910447761,NA
D1173,10,0.301,1.324,0.43,1.07,6,8,14.393,0,0,Spiekeroog,Spring,2024,NA,NA,14.22,0.227341389728097,0.324773413897281,1.23738317757009,0.694782185784756,0.0743416938789689,0,0.555825748627805,NA
D1174,7,0.257,1.169,0.358,0.97,5,7,14.055,0,0,Spiekeroog,Spring,2024,7.72270555555556,53.7737333333333,25.9,0.219846022241232,0.306244653550043,1.20515463917526,0.498043400924938,0.0690145855567414,0,0.498043400924938,0.261372962760009
D1175,11,0.536,1.927,0.495,1.92,4,0,17.696,0,4,Spiekeroog,Spring,2024,7.72270555555556,53.7737333333333,15.1,0.27815256875973,0.256875973015049,1.00364583333333,0.621609403254973,0.108499095840868,0,0,0.329082600426975
D1176,7,0.298,1.681,0.536,1.33,4,8,18.509,0,2,Spiekeroog,Spring,2024,7.72270555555556,53.7737333333333,20.9,0.177275431290898,0.318857822724569,1.26390977443609,0.378194391917446,0.0718569344643147,0,0.432222162191366,0.344201506063679
D1177,12,0.38,1.809,0.645,1.39,4,10,13.655,0,4,Spiekeroog,Spring,2024,7.72278611111111,53.77375,15.4,0.210060807075732,0.356550580431177,1.30143884892086,0.87879897473453,0.101794214573416,0,0.732332478945441,0.253934308096422
D1178,8,0.461,1.838,0.703,1,4,6,8.987,0,0,Spiekeroog,Spring,2024,7.72278611111111,53.77375,14.5,0.250816104461371,0.382480957562568,1.838,0.890174696784244,0.11127183709803,0,0.667631022588183,0.167126153560055
D1179,NA,0.275,1.659,0.481,0.92,6,8,9.637,0,0,Spiekeroog,Spring,2024,7.72278611111111,53.77375,17.2,0.165762507534659,0.289933694996986,1.80326086956522,NA,0.0954653937947494,0,0.830133859084777,0.179213835746996
D1180,14,0.468,1.835,0.375,0.64,4,8,8.367,0,0,Spiekeroog,Spring,2024,7.72262222222222,53.7736805555556,14.6,0.255040871934605,0.204359673024523,2.8671875,1.67324010995578,0.0764909764551213,0,0.956137205689016,0.155596565337493
D1181,7,0.892,1.455,0.477,0.75,3,6,10.133,0,0,Spiekeroog,Spring,2024,7.717425,53.7758583333333,14,0.613058419243986,0.327835051546392,1.94,0.690812197769664,0.0740155926181782,0,0.592124740945426,0.188430279200565
D1182,14,0.075,0.096,0.218,0.4,0,3,6.101,0,0,Spiekeroog,Spring,2024,7.71738611111111,53.7754805555556,13.2,0.78125,2.27083333333333,0.24,2.29470578593673,0.0655630224553352,0,0.491722668415014,0.11345319348094
D1183,8,0.176,0.562,0.213,0.3,0,1,6.362,0,1,Spiekeroog,Spring,2024,7.71729722222222,53.7756472222222,16.6,0.313167259786477,0.379003558718861,1.87333333333333,1.25746620559572,0.0471549827098397,0,0.157183275699466,0.118306339925761
D1184,4,0.136,0.531,0.183,0.54,4,2,5.969,0,0,Spiekeroog,Spring,2024,7.7174,53.7754888888889,12.8,0.256120527306968,0.344632768361582,0.983333333333333,0.670128999832468,0.0904674149773831,0,0.335064499916234,0.11099852597032
D1185,3,0.227,0.556,0.217,0.42,2,1,5.269,0,1,Spiekeroog,Spring,2024,7.71735277777778,53.7756861111111,16.5,0.408273381294964,0.390287769784173,1.32380952380952,0.569368001518315,0.079711520212564,0,0.189789333839438,0.0979810836650827
D1186,8,0.25,0.89,0.277,0.6,4,2,6.537,0,0,Spiekeroog,Spring,2024,7.71725555555556,53.77555,10.5,0.280898876404494,0.31123595505618,1.48333333333333,1.2238029677222,0.0917852225791648,0,0.305950741930549,0.121560820856319
D1187,8,0.329,0.764,0.291,0.42,2,2,7.678,0,1,Spiekeroog,Spring,2024,7.71729444444444,53.7755888888889,12.7,0.430628272251309,0.380890052356021,1.81904761904762,1.04193800468872,0.0547017452461579,0,0.26048450117218,0.142778538713249
D1188,9,0.265,0.948,0.226,0.13,3,3,8.12,0,0,Spiekeroog,Spring,2024,7.71730277777778,53.7754833333333,11.1,0.279535864978903,0.238396624472574,7.29230769230769,1.10837438423645,0.0160098522167488,0,0.369458128078818,0.150998177918128
D1189,3,0.352,0.79,0.266,0.46,3,3,9.127,0,4,Spiekeroog,Spring,2024,7.71725277777778,53.7756694444444,11.5,0.445569620253164,0.336708860759494,1.71739130434783,0.328695080530295,0.0503999123479785,0,0.328695080530295,0.169723596085198
D1190,12,0.238,1.633,0.516,1.04,5,10,17.332,0,0,Spiekeroog,Spring,2024,7.71692777777778,53.7755333333333,11.1,0.145744029393754,0.315982853643601,1.57019230769231,0.692360950842372,0.0600046157396723,0,0.57696745903531,0.32230270767499
D1191,11,0.41,0.883,0.374,0.74,5,5,7.718,0,0,Spiekeroog,Spring,2024,7.71692777777778,53.7755333333333,9.9,0.464326160815402,0.423556058890147,1.19324324324324,1.42523969940399,0.0958797615962685,0,0.647836227001814,0.143522518915046
D1192,12,0.24,0.666,0.36,0.63,3,4,4.796,0,0,Spiekeroog,Spring,2024,7.71692777777778,53.7755333333333,6.6,0.36036036036036,0.54054054054054,1.05714285714286,2.50208507089241,0.131359466221852,0,0.834028356964137,0.0891855403882559
D1193,8,0.394,1.011,0.392,0.53,3,5,8.026,0,1,Spiekeroog,Spring,2024,7.71692777777778,53.7755333333333,8.3,0.38971315529179,0.387734915924827,1.90754716981132,0.99676052828308,0.066035384998754,0,0.622975330176925,0.149250030683099
D1194,10,0.95,2.077,0.633,0.87,3,7,10.876,0,0,Spiekeroog,Spring,2024,7.71713055555556,53.7753777777778,8.8,0.45739046701974,0.304766490129995,2.38735632183908,0.919455682236116,0.0799926443545421,0,0.643618977565281,0.202248695396323
D1195,8,0.832,2.162,0.47,0.73,3,3,4.988,0,0,Spiekeroog,Spring,2024,7.71713055555556,53.7753777777778,7.9,0.384828862164662,0.217391304347826,2.96164383561644,1.60384923817161,0.14635124298316,0,0.601443464314354,0.0927562056488471
D1196,10,0.254,0.84,0.397,0.64,2,5,6.393,0,0,Spiekeroog,Spring,2024,7.71713055555556,53.7753777777778,9.4,0.302380952380952,0.472619047619048,1.3125,1.56421085562334,0.100109494759894,0,0.782105427811669,0.118883404713929
D1197,8,0.48,1.605,0.414,1.15,3,8,8.074,0,0,Spiekeroog,Spring,2024,7.71713055555556,53.7753777777778,9.3,0.299065420560748,0.257943925233645,1.39565217391304,0.990834778300718,0.142432499380728,0,0.990834778300718,0.150143064235925
D1198,13,0.463,1.272,0.409,0.78,5,8,11.307,0,0,Spiekeroog,Spring,2024,7.71719444444444,53.7754972222222,10.1,0.363993710691824,0.321540880503145,1.63076923076923,1.14973025559388,0.0689838153356328,0,0.707526311134695,0.210263048861731
D1199,10,0.655,1.582,0.348,0.8,4,7,10.357,0,0,Spiekeroog,Spring,2024,7.71719444444444,53.7754972222222,10,0.414032869785082,0.219974715549937,1.9775,0.965530559042194,0.0772424447233755,0,0.675871391329536,0.192597010441404
D1200,9,0.391,1.165,0.352,0.88,4,5,4.524,0,0,Spiekeroog,Spring,2024,7.71719444444444,53.7754972222222,10.3,0.335622317596567,0.302145922746781,1.32386363636364,1.9893899204244,0.194518125552608,0,1.105216622458,0.0841275345405919
D1201,10,0.239,0.694,0.201,0.51,5,5,5.452,0,0,Spiekeroog,Spring,2024,7.71719444444444,53.7754972222222,10.1,0.344380403458213,0.289625360230548,1.36078431372549,1.83418928833456,0.0935436537050624,0,0.917094644167278,0.101384464702765
D1202,2,0.317,0.593,0.177,0.3,4,2,8.353,0,0,Spiekeroog,Spring,2024,7.71714722222222,53.7751527777778,14.9,0.534569983136594,0.298482293423271,1.97666666666667,0.239434933556806,0.0359152400335209,0,0.239434933556806,0.155331962226462
D1203,9,0.229,0.777,0.229,0.45,3,2,6.855,0,0,Spiekeroog,Spring,2024,7.71714722222222,53.7751527777778,15.3,0.294723294723295,0.294723294723295,1.72666666666667,1.31291028446389,0.0656455142231947,0,0.291757840991977,0.127475230583311
D1204,10,0.365,1.127,0.308,0.56,5,6,14.416,0,0,Spiekeroog,Spring,2024,7.71714722222222,53.7751527777778,15.3,0.323868677905945,0.273291925465839,2.0125,0.693673695893452,0.0388457269700333,0,0.416204217536071,0.268079201180016
D1205,3,0.41,0.88,0.222,0.43,5,3,10.325,0,0,Spiekeroog,Spring,2024,7.71714722222222,53.7751527777778,17.6,0.465909090909091,0.252272727272727,2.04651162790698,0.290556900726392,0.0416464891041162,0,0.290556900726392,0.192003173708634
D1206,5,0.125,0.976,0.421,0.59,5,1,10.612,0,2,Spiekeroog,Spring,2024,7.71706388888889,53.7750472222222,15.3,0.128073770491803,0.431352459016393,1.65423728813559,0.471164719185827,0.0555974368639276,0,0.0942329438371655,0.19734059844051
D1207,8,0.376,0.882,0.244,0.47,5,3,9.888,0,0,Spiekeroog,Spring,2024,7.71706388888889,53.7750472222222,14.5,0.426303854875283,0.276643990929705,1.87659574468085,0.809061488673139,0.0475323624595469,0,0.303398058252427,0.183877104917052
D1208,5,0.41,1.125,0.278,0.34,6,3,9.319,0,0,Spiekeroog,Spring,2024,7.71706388888889,53.7750472222222,15.2,0.364444444444444,0.247111111111111,3.30882352941176,0.536538255177594,0.0364846013520764,0,0.321922953106556,0.173295989150689
D1209,1,0.332,1.17,0.468,0.66,4,5,12.719,0,0,Spiekeroog,Spring,2024,7.71729444444444,53.7750694444444,12,0.283760683760684,0.4,1.77272727272727,0.0786225332180203,0.0518908719238934,0,0.393112666090101,0.236522242210029
D1210,7,0.332,1.09,0.535,0.52,4,7,15.693,0,4,Spiekeroog,Spring,2024,7.71729444444444,53.7750694444444,11.9,0.304587155963303,0.490825688073394,2.09615384615385,0.446058752309947,0.0331357930287389,0,0.446058752309947,0.291826680320936
D1211,8,0.221,0.891,0.269,0.47,3,3,7.849,0,1,Spiekeroog,Spring,2024,7.7237,53.7682361111111,12.9,0.248035914702581,0.301907968574635,1.89574468085106,1.01923811950567,0.0598802395209581,0,0.382214294814626,0.145978379944995
D1212,8,0.088,0.716,0.239,0.55,3,3,6.453,0,1,Spiekeroog,Spring,2024,7.7237,53.7682361111111,17.8,0.122905027932961,0.333798882681564,1.30181818181818,1.23973345730668,0.0852316751898342,0,0.464900046490005,0.120015095653594
D1213,4,0.027,0.819,0.333,0.76,0,0,4.478,1,1,Spiekeroog,Spring,2024,7.72358333333333,53.7683305555556,20,0.032967032967033,0.406593406593407,1.07763157894737,0.893255917820456,0.169718624385887,0.223313979455114,0,0.0832832255294434
D1214,14,0.269,0.905,0.364,0.33,0,0,2.961,1,0,Spiekeroog,Spring,2024,7.723575,53.7683138888889,22.8,0.297237569060773,0.402209944751381,2.74242424242424,4.72813238770686,0.11144883485309,0.337723741979061,0,0.0550696085824608
D1215,5,0.239,0.577,0.266,0.35,1,0,7.793,0,0,Spiekeroog,Spring,2024,7.7235861111111,53.7682833333333,19.2,0.41421143847487,0.461005199306759,1.64857142857143,0.641601437187219,0.0449121006031053,0,0,0.144936745547329
D1216,5,0.111,0.418,0.175,0.43,3,0,5.617,0,0,Spiekeroog,Spring,2024,7.7235861111111,53.7682833333333,23.3,0.26555023923445,0.41866028708134,0.972093023255814,0.890154886950329,0.0765533202777283,0,0,0.104466790676164
D1217,12,0.341,1.025,0.323,0.55,4,1,5.823,2,0,Spiekeroog,Spring,2024,7.7235861111111,53.7682833333333,20.4,0.332682926829268,0.315121951219512,1.86363636363636,2.0607934054611,0.0944530310836339,0.34346556757685,0.171732783788425,0.108298045595033
D1218,12,0.115,0.72,0.328,0.46,3,4,7.269,0,1,Spiekeroog,Spring,2024,7.72373333333333,53.7682694444444,12.9,0.159722222222222,0.455555555555556,1.56521739130435,1.65084605860504,0.0632824322465263,0,0.550282019535012,0.135191258247778
D1219,3,0.179,0.649,0.377,0.54,3,0,5.461,2,0,Spiekeroog,Spring,2024,7.72373333333333,53.7682694444444,19.8,0.275808936825886,0.580893682588598,1.20185185185185,0.549349935909174,0.0988829884636513,0.366233290606116,0,0.101565478235124
D1220,5,0.39,1.048,0.322,0.87,5,0,5.459,0,2,Spiekeroog,Spring,2024,7.72373333333333,53.7682694444444,22.4,0.372137404580153,0.307251908396947,1.20459770114943,0.915918666422422,0.159369847957501,0,0,0.101528281575818
D1221,12,0.068,0.467,0.278,1.09,1,0,5.662,1,1,Spiekeroog,Spring,2024,7.72373333333333,53.7682694444444,16.4,0.145610278372591,0.595289079229122,0.428440366972477,2.11939244083363,0.192511480042388,0.176616036736136,0,0.10530374249538
D1222,12,0.216,2.226,0.449,0.99,4,10,14.446,0,0,Spiekeroog,Spring,2024,7.71341111111111,53.7770722222222,14.1,0.0970350404312668,0.201707097933513,2.24848484848485,0.830679772947529,0.0685310812681711,0,0.692233144122941,0.268627491290433
