plant_ID,root associated,root_length_cm,length_longest_leaf_cm,petiole_longest_leaf_cm,width_longest_leaf_cm,leaves_number,eaten_leaves,temperature_C,petiole-length-ratio,length-width-ratio,longitude_GMS,latitude_GMS,altitude,date,time,comments,season,year,location,petiole_length_ratio,aspect_ratio
933,903,7.673,1.07,0.449,0.534,9,y,3.1,0.419626168224299,2.00374531835206,7.72273583333333,53.7744330555556,17.432,2021-12-07,1899-12-31 15:47:00,angefressen,Winter,2021,Spiekeroog,0.419626168224299,0.499065420560748
937,NA,NA,0.872,0.321,0.43,12,n,4.2,0.368119266055046,2.02790697674419,7.71731083333333,53.7754555555556,1.942,2021-12-08,1899-12-31 10:23:00,NA,Winter,2021,Spiekeroog,0.368119266055046,0.493119266055046
939,NA,NA,1.051,0.4,0.482,13,n,3.2,0.380589914367269,2.1804979253112,7.72251666666667,53.7745358333333,4.419,2021-12-07,1899-12-31 16:05:00,NA,Winter,2021,Spiekeroog,0.380589914367269,0.45861084681256
940,NA,NA,0.766,0.291,0.338,8,n,3.5,0.379895561357702,2.26627218934911,7.72269694444444,53.7744972222222,10.923,2021-12-07,1899-12-31 16:20:00,NA,Winter,2021,Spiekeroog,0.379895561357702,0.441253263707572
941,NA,NA,1.06,0.362,0.506,15,n,4.6,0.341509433962264,2.09486166007905,7.71721083333333,53.7755222222222,11.398,2021-12-09,1899-12-31 10:40:00,NA,Winter,2021,Spiekeroog,0.341509433962264,0.477358490566038
942,NA,NA,0.548,0.196,0.297,9,n,5.4,0.357664233576642,1.84511784511785,7.71719444444444,53.7754694444444,1.444,2021-12-08,1899-12-31 10:03:00,NA,Winter,2021,Spiekeroog,0.357664233576642,0.541970802919708
944,NA,NA,0.684,0.324,0.321,11,n,4.6,0.473684210526316,2.13084112149533,7.71722194444444,53.7754941666667,8.779,2021-12-08,1899-12-31 10:04:00,NA,Winter,2021,Spiekeroog,0.473684210526316,0.469298245614035
946,915,7.026,0.867,0.36,0.45,12,n,3.4,0.41522491349481,1.92666666666667,7.72268055555556,53.7744775,10.782,2021-12-07,1899-12-31 15:42:00,NA,Winter,2021,Spiekeroog,0.41522491349481,0.519031141868512
947,NA,NA,1.124,0.412,0.52,13,n,3.5,0.366548042704626,2.16153846153846,7.72279694444444,53.7745861111111,31.377,2021-12-07,1899-12-31 16:13:00,NA,Winter,2021,Spiekeroog,0.366548042704626,0.462633451957295
949,NA,NA,0.466,0.131,0.354,5,n,6.6,0.281115879828326,1.31638418079096,7.71722194444444,53.7755025,8.594,2021-12-08,1899-12-31 09:56:00,NA,Winter,2021,Spiekeroog,0.281115879828326,0.759656652360515
951,NA,NA,0.639,0.242,0.314,10,n,2.8,0.378716744913928,2.03503184713376,7.72267194444444,53.7745136111111,12.562,2021-12-07,1899-12-31 16:07:00,NA,Winter,2021,Spiekeroog,0.378716744913928,0.491392801251956
952,NA,NA,0.726,0.327,0.291,16,n,5.5,0.450413223140496,2.49484536082474,7.71724972222222,53.7754694444444,6.865,2021-12-08,1899-12-31 10:30:00,NA,Winter,2021,Spiekeroog,0.450413223140496,0.400826446280992
953,NA,NA,0.974,0.498,0.37,11,n,3.5,0.51129363449692,2.63243243243243,7.71708055555556,53.7754386111111,10.856,2021-12-08,1899-12-31 10:10:00,NA,Winter,2021,Spiekeroog,0.51129363449692,0.379876796714579
954,904,6.13,1.143,0.435,0.524,13,n,3.2,0.380577427821522,2.18129770992366,7.72276638888889,53.7742247222222,10.805,2021-12-07,1899-12-31 16:27:00,NA,Winter,2021,Spiekeroog,0.380577427821522,0.458442694663167
955,950,7.227,0.532,0.186,0.299,10,n,3.9,0.349624060150376,1.77926421404682,7.71694444444444,53.7755025,9.163,2021-12-08,1899-12-31 10:19:00,NA,Winter,2021,Spiekeroog,0.349624060150376,0.56203007518797
956,948,7.504,1.198,0.511,0.522,17,n,4.7,0.426544240400668,2.29501915708812,7.71721388888889,53.7754861111111,10.536,2021-12-08,1899-12-31 10:26:00,NA,Winter,2021,Spiekeroog,0.426544240400668,0.435726210350584
957,NA,NA,0.463,0.167,0.267,9,n,5.9,0.360691144708423,1.73408239700375,7.71730277777778,53.7754747222222,14.408,2021-12-08,1899-12-31 10:02:00,NA,Winter,2021,Spiekeroog,0.360691144708423,0.576673866090713
958,943,5.684,1.074,0.421,0.455,15,n,4.2,0.391992551210428,2.36043956043956,7.71718027777778,53.7754861111111,10.203,2021-12-08,1899-12-31 10:29:00,NA,Winter,2021,Spiekeroog,0.391992551210428,0.42364990689013
959,935,6.655,0.796,0.231,0.495,13,n,4.5,0.290201005025126,1.60808080808081,7.71718333333333,53.7755055555556,9.973,2021-12-08,1899-12-31 10:21:00,NA,Winter,2021,Spiekeroog,0.290201005025126,0.621859296482412
960,NA,NA,0.508,0.163,0.31,9,n,3.6,0.320866141732284,1.63870967741935,7.71720277777778,53.7755025,9.561,2021-12-08,1899-12-31 10:17:00,NA,Winter,2021,Spiekeroog,0.320866141732283,0.610236220472441
961,NA,NA,0.541,0.235,0.309,8,n,3.6,0.434380776340111,1.75080906148867,7.72264694444444,53.7744972222222,11.289,2021-12-07,1899-12-31 16:17:00,NA,Winter,2021,Spiekeroog,0.434380776340111,0.571164510166358
963,917,NA,0.797,0.389,0.291,10,n,3.7,0.488080301129235,2.73883161512028,7.71725277777778,53.7755055555556,9.247,2021-12-08,1899-12-31 09:48:00,NA,Winter,2021,Spiekeroog,0.488080301129235,0.365119196988708
964,NA,NA,0.461,0.121,0.302,7,n,3.9,0.262472885032538,1.52649006622517,7.71746916666667,53.7756413888889,11.063,2021-12-08,1899-12-31 10:53:00,NA,Winter,2021,Spiekeroog,0.262472885032538,0.655097613882863
966,938,5.799,0.626,0.241,0.329,10,n,4,0.384984025559105,1.90273556231003,7.72265555555556,53.7744305555556,6.043,2021-12-07,1899-12-31 15:36:00,NA,Winter,2021,Spiekeroog,0.384984025559105,0.52555910543131
967,NA,NA,0.675,0.3,0.342,9,y,2.9,0.444444444444444,1.97368421052632,7.71720527777778,53.7755222222222,8.212,2021-12-08,1899-12-31 09:47:00,angefressen,Winter,2021,Spiekeroog,0.444444444444444,0.506666666666667
968,NA,NA,0.596,0.228,0.323,10,n,2.8,0.38255033557047,1.84520123839009,7.72272194444444,53.7744972222222,10.632,2021-12-07,1899-12-31 16:10:00,NA,Winter,2021,Spiekeroog,0.38255033557047,0.541946308724832
969,NA,NA,0.772,0.29,0.378,13,n,3.1,0.375647668393782,2.04232804232804,7.72267194444444,53.7745055555556,11.117,2021-12-07,1899-12-31 16:08:00,NA,Winter,2021,Spiekeroog,0.375647668393782,0.489637305699482
970,925,6.116,0.78,0.399,0.38,15,n,4.3,0.511538461538462,2.05263157894737,7.71727222222222,53.7754611111111,10.877,2021-12-08,1899-12-31 10:07:00,NA,Winter,2021,Spiekeroog,0.511538461538461,0.487179487179487
972,909,5.891,0.888,0.298,0.588,10,n,3.1,0.335585585585586,1.51020408163265,7.72260555555556,53.7744747222222,8.704,2021-12-07,1899-12-31 15:52:00,NA,Winter,2021,Spiekeroog,0.335585585585586,0.662162162162162
974,NA,NA,0.49,0.121,0.343,8,n,2.2,0.246938775510204,1.42857142857143,7.71730527777778,53.7588497222222,6.099,2021-12-08,1899-12-31 09:54:00,NA,Winter,2021,Spiekeroog,0.246938775510204,0.7
975,921,6.931,0.71,0.276,0.383,10,n,2.7,0.388732394366197,1.85378590078329,7.71732222222222,53.7755691666667,8.879,2021-12-08,1899-12-31 10:48:00,NA,Winter,2021,Spiekeroog,0.388732394366197,0.53943661971831
976,NA,NA,0.368,0.131,0.196,8,n,2.2,0.355978260869565,1.87755102040816,7.71725277777778,53.7755305555556,9.189,2021-12-08,1899-12-31 09:51:00,NA,Winter,2021,Spiekeroog,0.355978260869565,0.532608695652174
978,NA,NA,0.899,0.294,0.371,10,n,3.9,0.327030033370412,2.42318059299191,7.71723333333333,53.7754469444444,10.504,2021-12-08,1899-12-31 10:09:00,NA,Winter,2021,Spiekeroog,0.327030033370412,0.412680756395996
979,NA,NA,0.458,0.153,0.278,7,y,2.8,0.334061135371179,1.64748201438849,7.72265805555556,53.7744888888889,12.167,2021-12-07,1899-12-31 16:16:00,angefressen,Winter,2021,Spiekeroog,0.334061135371179,0.606986899563319
980,NA,NA,0.532,0.155,0.292,11,n,4.5,0.291353383458647,1.82191780821918,7.71720277777778,53.7755025,10.002,2021-12-08,1899-12-31 10:16:00,NA,Winter,2021,Spiekeroog,0.291353383458647,0.548872180451128
981,936,5.414,0.779,0.233,0.414,11,n,5.8,0.299101412066752,1.8816425120773,7.72275277777778,53.7744747222222,11.579,2021-12-07,1899-12-31 15:39:00,NA,Winter,2021,Spiekeroog,0.299101412066752,0.531450577663671
982,NA,NA,0.651,0.298,0.369,10,n,4.1,0.457757296466974,1.76422764227642,7.71725527777778,53.7755275,9.388,2021-12-08,1899-12-31 10:14:00,NA,Winter,2021,Spiekeroog,0.457757296466974,0.566820276497696
983,971,4.662,0.654,0.242,0.365,11,n,4.1,0.370030581039755,1.79178082191781,7.72273583333333,53.7744330555556,8.642,2021-12-07,1899-12-31 15:31:00,NA,Winter,2021,Spiekeroog,0.370030581039755,0.558103975535168
984,NA,NA,0.819,0.38,0.323,11,n,5,0.463980463980464,2.53560371517028,7.71719694444444,53.7755441666667,12.353,2021-12-08,1899-12-31 10:38:00,NA,Winter,2021,Spiekeroog,0.463980463980464,0.394383394383394
986,973,6.76,0.733,0.361,0.335,14,n,2.8,0.492496589358799,2.18805970149254,7.72267194444444,53.7742138888889,7.964,2021-12-07,1899-12-31 16:29:00,zwei pflanzen nebeneinander, daher bätter schwer zu zählen,Winter,2021,Spiekeroog,0.4924965893588,0.457025920873124
987,962,3.917,0.513,0.202,0.296,12,n,5,0.393762183235868,1.73310810810811,7.71720277777778,53.7755080555556,9.966,2021-12-08,1899-12-31 10:15:00,NA,Winter,2021,Spiekeroog,0.393762183235867,0.576998050682261
988,NA,NA,0.76,0.306,0.411,8,n,3.5,0.402631578947368,1.84914841849148,7.71742777777778,53.7755969444444,14.543,2021-12-08,1899-12-31 10:51:00,NA,Winter,2021,Spiekeroog,0.402631578947368,0.54078947368421
989,945,5.103,0.844,0.348,0.437,10,n,3.8,0.412322274881517,1.93135011441648,7.71718888888889,53.7754663888889,8.941,2021-12-08,1899-12-31 10:05:00,NA,Winter,2021,Spiekeroog,0.412322274881517,0.517772511848341
990,NA,NA,1.125,0.498,0.45,8,n,4.7,0.442666666666667,2.5,7.71721083333333,53.7755358333333,11.895,2021-12-08,1899-12-31 10:41:00,NA,Winter,2021,Spiekeroog,0.442666666666667,0.4
991,985,6.072,0.718,0.301,0.341,13,n,4.2,0.419220055710306,2.10557184750733,7.71731083333333,53.7754972222222,10.549,2021-12-08,1899-12-31 10:32:00,NA,Winter,2021,Spiekeroog,0.419220055710306,0.474930362116992
992,NA,NA,0.853,0.368,0.434,8,n,5,0.431418522860492,1.96543778801843,7.71718888888889,53.7755163888889,9.825,2021-12-08,1899-12-31 10:37:00,zwei pflanzen nebeneinader, blätter schwer zu zählen,Winter,2021,Spiekeroog,0.431418522860492,0.508792497069168
993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.71726083333333,53.7755969444444,8.948,2021-12-08,1899-12-31 10:52:00,NA,Winter,2021,Spiekeroog,NA,NA
994,977,8.144,0.694,0.323,0.331,11,n,3.7,0.465417867435159,2.09667673716012,7.72286944444444,53.7745025,10.673,2021-12-07,1899-12-31 15:49:00,NA,Winter,2021,Spiekeroog,0.465417867435159,0.476945244956772
996,995,5.249,0.663,0.285,0.395,11,n,5.4,0.429864253393665,1.67848101265823,7.71719694444444,53.7754663888889,10.879,2021-12-08,1899-12-31 09:57:00,NA,Winter,2021,Spiekeroog,0.429864253393665,0.59577677224736
997,934,5.269,1.102,0.428,0.545,12,n,3.8,0.388384754990926,2.02201834862385,7.72273583333333,53.7744663888889,8.486,2021-12-07,1899-12-31 15:32:00,NA,Winter,2021,Spiekeroog,0.388384754990926,0.494555353901996
998,686,NA,0.507,0.139,0.311,9,n,3.5,0.274161735700197,1.63022508038585,7.71735527777778,53.7756,6.858,2021-12-08,1899-12-31 10:54:00,kein bild einer wurzel,Winter,2021,Spiekeroog,0.274161735700197,0.613412228796844
999,NA,NA,0.478,0.228,0.254,10,y,4,0.476987447698745,1.88188976377953,7.71711388888889,53.7754469444444,0.713,2021-12-08,1899-12-31 10:24:00,angefressen,Winter,2021,Spiekeroog,0.476987447698745,0.531380753138075
1000,NA,NA,0.562,0.18,0.315,10,n,3.4,0.320284697508897,1.78412698412698,7.71690555555556,53.7754330555556,17.456,2021-12-08,1899-12-31 09:55:00,NA,Winter,2021,Spiekeroog,0.320284697508897,0.560498220640569
1001,NA,NA,0.97,0.449,0.451,9,n,5.2,0.462886597938144,2.15077605321508,7.71726388888889,53.7755608333333,8.773,2021-12-07,1899-12-31 13:31:00,NA,Winter,2021,Spiekeroog,0.462886597938144,0.464948453608247
1002,NA,NA,0.575,0.216,0.337,12,n,4.4,0.375652173913044,1.70623145400593,7.71726388888889,53.7755358333333,10.614,2021-12-07,1899-12-31 13:25:00,NA,Winter,2021,Spiekeroog,0.375652173913044,0.586086956521739
1003,NA,NA,0.547,0.193,0.33,12,n,NA,0.352833638025594,1.65757575757576,7.72268055555556,53.7742055555556,8.251,2021-12-07,1899-12-31 11:46:00,temp. Nicht lesbar,Winter,2021,Spiekeroog,0.352833638025594,0.603290676416819
1004,NA,NA,1.059,0.529,0.422,10,n,4.6,0.499527856468367,2.50947867298578,7.72268888888889,53.7742111111111,8.327,2021-12-07,1899-12-31 11:45:00,NA,Winter,2021,Spiekeroog,0.499527856468366,0.398489140698772
1005,NA,NA,0.853,0.274,0.449,12,n,2.8,0.321219226260258,1.89977728285078,7.71721638888889,53.7754805555556,7.533,2021-12-07,1899-12-31 14:05:00,NA,Winter,2021,Spiekeroog,0.321219226260258,0.526377491207503
1006,NA,NA,0.659,0.268,0.358,12,n,3.2,0.406676783004552,1.84078212290503,7.71724722222222,53.7752638888889,12.145,2021-12-07,1899-12-31 13:50:00,NA,Winter,2021,Spiekeroog,0.406676783004552,0.543247344461305
1007,NA,NA,1.027,0.39,0.493,11,n,3.4,0.379746835443038,2.08316430020284,7.71722777777778,53.7754861111111,6.174,2021-12-07,1899-12-31 14:01:00,NA,Winter,2021,Spiekeroog,0.379746835443038,0.480038948393379
1008,NA,NA,0.531,0.252,0.252,10,n,5.5,0.474576271186441,2.10714285714286,7.71726083333333,53.7756277777778,10.109,2021-12-07,1899-12-31 13:05:00,NA,Winter,2021,Spiekeroog,0.474576271186441,0.474576271186441
1009,NA,NA,0.722,0.283,0.383,10,n,4.8,0.39196675900277,1.88511749347258,7.71731916666667,53.7755080555556,11.218,2021-12-07,1899-12-31 13:24:00,NA,Winter,2021,Spiekeroog,0.39196675900277,0.530470914127424
1011,NA,NA,0.589,0.235,0.324,9,n,5.6,0.398981324278438,1.8179012345679,7.72276083333333,53.7741777777778,3.675,2021-12-07,1899-12-31 11:40:00,NA,Winter,2021,Spiekeroog,0.398981324278438,0.550084889643464
1012,NA,NA,0.705,0.263,0.401,10,n,4.5,0.373049645390071,1.75810473815461,7.71729166666667,53.7755472222222,15.683,2021-12-07,1899-12-31 13:32:00,NA,Winter,2021,Spiekeroog,0.373049645390071,0.568794326241135
1013,NA,NA,0.749,0.324,0.419,11,n,3.4,0.432576769025367,1.78758949880668,7.71722777777778,53.7754941666667,9.454,2021-12-07,1899-12-31 13:44:00,NA,Winter,2021,Spiekeroog,0.432576769025367,0.559412550066756
1015,NA,NA,0.598,0.193,0.341,9,n,4.5,0.322742474916388,1.75366568914956,7.71728583333333,53.7755608333333,10.412,2021-12-07,1899-12-31 13:14:00,NA,Winter,2021,Spiekeroog,0.322742474916388,0.570234113712375
1016,NA,NA,0.982,0.39,0.459,9,n,6.2,0.39714867617108,2.13943355119826,7.72266944444444,53.7742222222222,8.922,2021-12-07,1899-12-31 11:43:00,NA,Winter,2021,Spiekeroog,0.397148676171079,0.467413441955194
1018,NA,NA,0.341,0.122,0.232,7,n,6.3,0.357771260997067,1.4698275862069,7.71727222222222,53.7755858333333,12.101,2021-12-07,1899-12-31 12:57:00,NA,Winter,2021,Spiekeroog,0.357771260997067,0.680351906158358
1019,NA,NA,0.534,0.233,0.269,10,n,4.5,0.436329588014981,1.98513011152416,7.71729166666667,53.7755608333333,10.532,2021-12-07,1899-12-31 13:18:00,NA,Winter,2021,Spiekeroog,0.436329588014981,0.50374531835206
1020,NA,NA,0.755,0.252,0.375,10,n,5.3,0.333774834437086,2.01333333333333,7.72269444444444,53.7742580555556,9.044,2021-12-07,1899-12-31 11:35:00,NA,Winter,2021,Spiekeroog,0.333774834437086,0.496688741721854
1021,NA,NA,0.427,0.153,0.226,7,n,5.8,0.358313817330211,1.88938053097345,7.72267194444444,53.7742277777778,8.723,2021-12-07,1899-12-31 11:41:00,NA,Winter,2021,Spiekeroog,0.358313817330211,0.529274004683841
1022,NA,NA,1.197,0.511,0.521,13,n,3.8,0.426900584795322,2.29750479846449,7.72266388888889,53.7742111111111,7.394,2021-12-07,1899-12-31 11:53:00,NA,Winter,2021,Spiekeroog,0.426900584795322,0.435254803675856
1024,NA,NA,0.652,0.26,0.38,10,n,2.7,0.398773006134969,1.71578947368421,7.71741916666667,53.7755222222222,3.929,2021-12-07,1899-12-31 13:58:00,NA,Winter,2021,Spiekeroog,0.398773006134969,0.58282208588957
1025,NA,NA,0.695,0.313,0.322,9,n,4.7,0.450359712230216,2.1583850931677,7.71728888888889,53.7755358333333,10.745,2021-12-07,1899-12-31 13:26:00,NA,Winter,2021,Spiekeroog,0.450359712230216,0.463309352517986
1026,NA,NA,0.519,0.108,0.329,6,n,4.6,0.208092485549133,1.57750759878419,7.71729416666667,53.7755858333333,12.29,2021-12-07,1899-12-31 12:56:00,NA,Winter,2021,Spiekeroog,0.208092485549133,0.633911368015414
1027,NA,NA,0.331,0.094,0.193,9,n,4.5,0.283987915407855,1.71502590673575,7.71728333333333,53.7755944444444,12.312,2021-12-07,1899-12-31 12:59:00,NA,Winter,2021,Spiekeroog,0.283987915407855,0.583081570996979
1028,NA,NA,0.737,0.285,0.374,11,n,4.7,0.386702849389417,1.97058823529412,7.7227,53.7742111111111,8.041,2021-12-07,1899-12-31 11:44:00,NA,Winter,2021,Spiekeroog,0.386702849389417,0.507462686567164
1029,NA,NA,0.428,0.175,0.234,7,n,4.2,0.408878504672897,1.82905982905983,7.72274694444444,53.7741969444444,10.149,2021-12-07,1899-12-31 11:49:00,NA,Winter,2021,Spiekeroog,0.408878504672897,0.546728971962617
1030,NA,NA,0.902,0.407,0.385,13,n,4.4,0.451219512195122,2.34285714285714,7.71724138888889,53.7755944444444,11.021,2021-12-07,1899-12-31 13:20:00,NA,Winter,2021,Spiekeroog,0.451219512195122,0.426829268292683
1032,NA,NA,0.43,0.165,0.28,9,n,4.6,0.383720930232558,1.53571428571429,7.71727777777778,53.7756,12.048,2021-12-07,1899-12-31 11:32:00,NA,Winter,2021,Spiekeroog,0.383720930232558,0.651162790697674
1034,1010,5.189,0.787,0.296,0.408,9,n,2.9,0.376111817026684,1.92892156862745,7.71720527777778,53.7754805555556,9.385,2021-12-07,1899-12-31 14:09:00,NA,Winter,2021,Spiekeroog,0.376111817026684,0.518424396442185
1035,NA,NA,0.715,0.266,0.375,13,n,3.7,0.372027972027972,1.90666666666667,7.71726083333333,53.7756888888889,11.761,2021-12-07,1899-12-31 13:45:00,NA,Winter,2021,Spiekeroog,0.372027972027972,0.524475524475525
1036,NA,NA,0.47,0.142,0.23,6,n,4.2,0.302127659574468,2.04347826086957,7.71725833333333,53.7694138888889,10.281,2021-12-07,1899-12-31 13:23:00,NA,Winter,2021,Spiekeroog,0.302127659574468,0.48936170212766
1037,NA,NA,0.825,0.301,0.405,12,n,4.2,0.364848484848485,2.03703703703704,7.71727222222222,53.7755608333333,12.845,2021-12-07,1899-12-31 13:22:00,NA,Winter,2021,Spiekeroog,0.364848484848485,0.490909090909091
1039,NA,NA,0.753,0.263,0.35,14,n,5.8,0.349269588313413,2.15142857142857,7.72268611111111,53.7742305555556,8.948,2021-12-07,1899-12-31 11:42:00,NA,Winter,2021,Spiekeroog,0.349269588313413,0.464807436918991
1040,NA,NA,0.697,0.276,0.37,10,n,5.3,0.395982783357245,1.88378378378378,7.72269444444444,53.7742388888889,9.199,2021-12-07,1899-12-31 11:37:00,NA,Winter,2021,Spiekeroog,0.395982783357245,0.530846484935438
1041,NA,NA,0.684,0.254,0.302,9,n,4.3,0.371345029239766,2.26490066225166,7.71728888888889,53.7755583333333,10.398,2021-12-07,1899-12-31 13:10:00,NA,Winter,2021,Spiekeroog,0.371345029239766,0.441520467836257
1043,NA,NA,1.052,0.398,0.603,11,n,4.5,0.378326996197719,1.74461028192372,7.722675,53.7742055555556,9.334,2021-12-07,1899-12-31 11:51:00,NA,Winter,2021,Spiekeroog,0.378326996197719,0.57319391634981
1044,NA,NA,0.643,0.271,0.304,9,n,5.5,0.421461897356143,2.11513157894737,7.71728888888889,53.7755472222222,8.372,2021-12-07,1899-12-31 13:32:00,NA,Winter,2021,Spiekeroog,0.421461897356143,0.472783825816485
1045,NA,NA,0.573,0.196,0.281,12,n,3.3,0.342059336823735,2.03914590747331,7.71721944444444,53.7754888888889,7.179,2021-12-07,1899-12-31 14:02:00,NA,Winter,2021,Spiekeroog,0.342059336823735,0.490401396160559
1046,NA,NA,0.798,0.316,0.452,10,n,4.9,0.395989974937343,1.76548672566372,7.71729416666667,53.7755441666667,7.265,2021-12-07,1899-12-31 13:33:00,NA,Winter,2021,Spiekeroog,0.395989974937343,0.566416040100251
1047,NA,NA,0.441,0.127,0.226,8,n,5.1,0.287981859410431,1.95132743362832,7.71729416666667,53.7755775,10.653,2021-12-07,1899-12-31 13:11:00,NA,Winter,2021,Spiekeroog,0.287981859410431,0.512471655328798
1048,NA,NA,0.636,0.256,0.318,12,n,5.3,0.40251572327044,2,7.71734972222222,53.7755969444444,11.009,2021-12-07,1899-12-31 13:04:00,NA,Winter,2021,Spiekeroog,0.40251572327044,0.5
1049,NA,NA,0.657,0.292,0.303,10,n,6.4,0.444444444444444,2.16831683168317,7.71727777777778,53.7755802777778,11.888,2021-12-07,1899-12-31 13:06:00,NA,Winter,2021,Spiekeroog,0.444444444444444,0.461187214611872
1050,NA,NA,0.574,0.195,0.317,10,n,5.3,0.339721254355401,1.81072555205047,7.7227025,53.7742722222222,9.293,2021-12-07,1899-12-31 11:34:00,NA,Winter,2021,Spiekeroog,0.339721254355401,0.552264808362369
1051,NA,NA,0.555,0.215,0.329,9,n,3.1,0.387387387387387,1.68693009118541,7.71721638888889,53.7755025,9.159,2021-12-07,1899-12-31 13:53:00,NA,Winter,2021,Spiekeroog,0.387387387387387,0.592792792792793
1052,NA,NA,0.572,0.189,0.378,10,n,4,0.330419580419581,1.51322751322751,7.71731083333333,53.7755552777778,11.239,2021-12-07,1899-12-31 13:28:00,NA,Winter,2021,Spiekeroog,0.33041958041958,0.660839160839161
1053,NA,NA,0.775,0.224,0.446,9,n,5,0.289032258064516,1.73766816143498,7.72273055555556,53.7742525,9.259,2021-12-07,1899-12-31 11:34:00,NA,Winter,2021,Spiekeroog,0.289032258064516,0.575483870967742
1054,NA,NA,0.862,0.258,0.451,11,y,5.4,0.299303944315545,1.91130820399113,7.71731944444444,53.7755775,9.072,2021-12-07,1899-12-31 13:30:00,angefressen,Winter,2021,Spiekeroog,0.299303944315545,0.523201856148492
1055,NA,NA,0.575,0.186,0.335,10,n,5.2,0.323478260869565,1.71641791044776,7.72558027777778,53.7755802777778,9.471,2021-12-07,1899-12-31 13:29:00,NA,Winter,2021,Spiekeroog,0.323478260869565,0.582608695652174
1056,1014,3.249,0.546,0.16,0.262,9,n,3,0.293040293040293,2.08396946564886,7.71721638888889,53.7754972222222,7.351,2021-12-07,1899-12-31 14:03:00,NA,Winter,2021,Spiekeroog,0.293040293040293,0.47985347985348
1057,NA,NA,0.554,0.205,0.229,10,n,4.4,0.370036101083032,2.41921397379913,7.71726916666667,53.7756111111111,10.594,2021-12-07,1899-12-31 12:54:00,NA,Winter,2021,Spiekeroog,0.370036101083032,0.413357400722022
1058,NA,NA,0.648,0.225,0.337,8,n,5.1,0.347222222222222,1.92284866468843,7.71727472222222,53.7755691666667,11.006,2021-12-07,1899-12-31 13:08:00,NA,Winter,2021,Spiekeroog,0.347222222222222,0.520061728395062
1059,NA,NA,0.666,0.262,0.322,9,n,3.6,0.393393393393393,2.06832298136646,7.71722777777778,53.7754777777778,6.503,2021-12-07,1899-12-31 13:55:00,NA,Winter,2021,Spiekeroog,0.393393393393393,0.483483483483483
1060,NA,NA,0.674,0.26,0.355,7,n,3.9,0.385756676557864,1.89859154929577,7.71729722222222,53.7755275,11.284,2021-12-07,1899-12-31 13:19:00,NA,Winter,2021,Spiekeroog,0.385756676557863,0.526706231454006
1061,NA,NA,0.523,0.175,0.27,8,n,3.4,0.334608030592734,1.93703703703704,7.71724972222222,53.7755138888889,5.599,2021-12-07,NA,NA,Winter,2021,Spiekeroog,0.334608030592734,0.516252390057361
1062,NA,NA,0.684,0.262,0.35,12,n,3.6,0.383040935672515,1.95428571428571,7.71721638888889,53.7755025,9.243,2021-12-07,1899-12-31 13:54:00,NA,Winter,2021,Spiekeroog,0.383040935672515,0.511695906432748
1063,NA,NA,0.844,0.279,0.474,9,n,4.6,0.330568720379147,1.78059071729958,7.72268055555556,53.7742055555556,NA,2021-12-07,1899-12-31 11:46:00,NA,Winter,2021,Spiekeroog,0.330568720379147,0.561611374407583
1064,NA,NA,0.59,0.252,0.284,7,y,3.3,0.427118644067797,2.07746478873239,7.71723027777778,53.7755305555556,NA,2021-12-07,1899-12-31 13:59:00,angefressen,Winter,2021,Spiekeroog,0.427118644067797,0.48135593220339
1065,NA,NA,0.723,0.205,0.432,10,n,4.5,0.283540802213001,1.67361111111111,7.71727472222222,53.7755191666667,8.608,2021-12-07,1899-12-31 13:33:00,NA,Winter,2021,Spiekeroog,0.283540802213001,0.597510373443984
1066,NA,NA,1.096,0.494,0.479,11,n,2.8,0.450729927007299,2.28810020876827,7.71720527777778,53.7690805555556,8.753,2021-12-07,1899-12-31 14:08:00,NA,Winter,2021,Spiekeroog,0.450729927007299,0.437043795620438
1067,NA,NA,0.451,0.175,0.283,10,n,4.8,0.388026607538803,1.59363957597173,7.71727777777778,53.7755944444444,12.239,2021-12-07,1899-12-31 12:58:00,NA,Winter,2021,Spiekeroog,0.388026607538803,0.627494456762749
1068,NA,NA,0.807,0.316,0.374,7,n,3.8,0.391573729863693,2.15775401069519,7.71723583333333,53.7754941666667,5.84,2021-12-07,1899-12-31 13:56:00,NA,Winter,2021,Spiekeroog,0.391573729863693,0.463444857496902
1069,NA,NA,0.575,0.253,0.315,9,n,4.1,0.44,1.82539682539683,7.71727777777778,53.7755969444444,12.334,2021-12-07,1899-12-31 13:00:00,NA,Winter,2021,Spiekeroog,0.44,0.547826086956522
1070,1017,8.311,0.881,0.328,0.454,12,n,3.4,0.372304199772985,1.94052863436123,7.71729416666667,53.7754805555556,10.505,2021-12-07,1899-12-31 13:51:00,NA,Winter,2021,Spiekeroog,0.372304199772985,0.515323496027242
1071,NA,NA,0.542,0.221,0.31,8,n,5.1,0.407749077490775,1.74838709677419,7.71725527777778,53.7755388888889,10.144,2021-12-07,1899-12-31 13:27:00,NA,Winter,2021,Spiekeroog,0.407749077490775,0.571955719557195
1072,NA,NA,0.847,0.287,0.383,10,n,2.9,0.338842975206612,2.21148825065274,7.71720833333333,53.7754805555556,7.781,2021-12-07,1899-12-31 14:07:00,NA,Winter,2021,Spiekeroog,0.338842975206612,0.452184179456907
