plant_ID,root associated,root_length_cm,length_longest_leaf_cm,petiole_longest_leaf_cm,width_longest_leaf_cm,leaves_number,eaten_leaves,temperature_C,petiole-length-ratio,length-width-ratio,longitude_GMS,latitude_GMS,altitude,date,time,comments,season,year,location,petiole_length_ratio,aspect_ratio
1073,1023,7.936,1.323,0.56,0.645,13,n,3.5,0.423280423280423,2.05116279069767,7.71724444444444,53.7754888888889,10.948,2021-12-07,1899-12-31 13:39:00,NA,Winter,2021,Spiekeroog,0.423280423280423,0.487528344671202
1074,NA,NA,0.677,0.247,0.437,9,n,6,0.364844903988183,1.54919908466819,7.71728027777778,53.7755691666667,10.721,2021-12-07,1899-12-31 13:08:00,NA,Winter,2021,Spiekeroog,0.364844903988183,0.645494830132939
1075,NA,NA,0.537,0.202,0.332,11,n,5.8,0.376163873370577,1.61746987951807,7.71729416666667,53.7756277777778,10.727,2021-12-07,1899-12-31 13:03:00,NA,Winter,2021,Spiekeroog,0.376163873370577,0.618249534450652
1076,NA,NA,0.48,0.203,0.275,7,n,4.5,0.422916666666667,1.74545454545455,7.71726944444444,53.7756194444444,20.56,2021-12-07,1899-12-31 13:12:00,NA,Winter,2021,Spiekeroog,0.422916666666667,0.572916666666667
1077,NA,NA,0.639,0.229,0.314,8,n,4,0.358372456964006,2.03503184713376,7.72266388888889,53.7742111111111,7.898,2021-12-07,1899-12-31 11:52:00,NA,Winter,2021,Spiekeroog,0.358372456964006,0.491392801251956
1078,1031,5.329,0.808,0.312,0.502,9,n,3,0.386138613861386,1.60956175298805,7.71716944444444,53.7754805555556,11.918,2021-12-07,1899-12-31 13:48:00,NA,Winter,2021,Spiekeroog,0.386138613861386,0.621287128712871
1079,NA,NA,0.556,0.211,0.288,10,n,4.5,0.379496402877698,1.93055555555556,7.71732777777778,53.7756386111111,10.219,2021-12-07,1899-12-31 12:53:00,NA,Winter,2021,Spiekeroog,0.379496402877698,0.517985611510791
1080,NA,NA,0.662,0.339,0.285,6,y,5.2,0.512084592145015,2.32280701754386,7.71724444444444,53.7755719444444,11.117,2021-12-07,1899-12-31 13:13:00,angebissen,Winter,2021,Spiekeroog,0.512084592145015,0.430513595166163
1081,NA,NA,0.892,0.337,0.417,12,n,4.5,0.37780269058296,2.13908872901679,7.71725527777778,53.7755802777778,11.339,2021-12-07,1899-12-31 13:21:00,NA,Winter,2021,Spiekeroog,0.37780269058296,0.467488789237668
1082,NA,NA,0.685,0.294,0.322,12,n,3.3,0.429197080291971,2.12732919254658,7.71721944444444,53.7754861111111,7.911,2021-12-07,1899-12-31 14:06:00,NA,Winter,2021,Spiekeroog,0.429197080291971,0.47007299270073
1083,NA,NA,0.667,0.269,0.295,10,n,4.4,0.403298350824588,2.26101694915254,7.71725277777778,53.7755441666667,20.677,2021-12-07,1899-12-31 13:27:00,NA,Winter,2021,Spiekeroog,0.403298350824588,0.442278860569715
1084,NA,NA,0.51,0.184,0.285,9,n,5.2,0.36078431372549,1.78947368421053,7.71732777777778,53.7755719444444,15.816,2021-12-07,1899-12-31 13:15:00,NA,Winter,2021,Spiekeroog,0.36078431372549,0.558823529411765
1085,NA,NA,0.804,0.364,0.394,12,n,4.4,0.45273631840796,2.04060913705584,7.72265805555556,53.7742111111111,9.461,2021-12-07,1899-12-31 11:48:00,NA,Winter,2021,Spiekeroog,0.45273631840796,0.490049751243781
1086,NA,NA,0.608,0.229,0.279,8,n,3.5,0.376644736842105,2.17921146953405,7.71728027777778,53.7754972222222,6.514,2021-12-07,1899-12-31 14:00:00,NA,Winter,2021,Spiekeroog,0.376644736842105,0.458881578947368
1087,NA,NA,1.225,0.453,0.548,10,n,3.5,0.369795918367347,2.23540145985401,7.71728027777778,53.7754888888889,14.049,2021-12-07,1899-12-31 13:41:00,NA,Winter,2021,Spiekeroog,0.369795918367347,0.44734693877551
1088,NA,NA,0.466,0.206,0.192,6,n,NA,0.44206008583691,2.42708333333333,7.71731083333333,53.7755858333333,14.047,2021-12-07,1899-12-31 13:01:00,NA,Winter,2021,Spiekeroog,0.44206008583691,0.412017167381974
1090,NA,NA,0.554,0.217,0.268,10,n,5.1,0.391696750902527,2.06716417910448,7.71728027777778,53.7755583333333,10.955,2021-12-07,1899-12-31 13:09:00,NA,Winter,2021,Spiekeroog,0.391696750902527,0.483754512635379
1091,1089,8.29,0.805,0.335,0.33,7,n,3.6,0.416149068322981,2.43939393939394,7.71721083333333,53.7754972222222,NA,2021-12-07,1899-12-31 14:12:00,NA,Winter,2021,Spiekeroog,0.416149068322981,0.409937888198758
1092,1042,6.006,1.156,0.541,0.473,11,n,3.5,0.467993079584775,2.44397463002114,7.71722777777778,53.7754941666667,9.461,2021-12-07,1899-12-31 13:46:00,NA,Winter,2021,Spiekeroog,0.467993079584775,0.40916955017301
1093,1038,7.505,1.482,0.527,0.794,15,n,2.8,0.355600539811066,1.86649874055416,7.71726916666667,53.7755608333333,10.808,2021-12-07,1899-12-31 13:16:00,NA,Winter,2021,Spiekeroog,0.355600539811066,0.535762483130904
1094,NA,NA,0.526,0.223,0.228,7,n,4.9,0.423954372623574,2.30701754385965,7.71728027777778,53.7755886111111,11.002,2021-12-07,1899-12-31 13:14:00,NA,Winter,2021,Spiekeroog,0.423954372623574,0.433460076045627
1095,NA,NA,0.972,0.307,0.482,13,n,3.3,0.315843621399177,2.01659751037344,7.71721388888889,53.7755025,10.143,2021-12-07,1899-12-31 13:47:00,NA,Winter,2021,Spiekeroog,0.315843621399177,0.495884773662552
1096,NA,NA,0.791,0.305,0.371,6,n,4.8,0.38558786346397,2.13207547169811,7.71718333333333,53.7756,10.595,2021-12-07,1899-12-31 13:29:00,NA,Winter,2021,Spiekeroog,0.38558786346397,0.469026548672566
1097,NA,NA,0.657,0.196,0.343,10,y,5.7,0.298325722983257,1.91545189504373,7.71728583333333,53.7756,11.079,2021-12-07,1899-12-31 13:02:00,angefressen,Winter,2021,Spiekeroog,0.298325722983257,0.5220700152207
1098,NA,NA,0.657,0.257,0.351,8,n,4.5,0.39117199391172,1.87179487179487,7.72268638888889,53.7742111111111,8.756,2021-12-07,1899-12-31 11:47:00,NA,Winter,2021,Spiekeroog,0.39117199391172,0.534246575342466
1099,NA,NA,0.533,0.21,0.323,9,n,5.3,0.393996247654784,1.65015479876161,7.71727777777778,53.7755969444444,11.926,2021-12-07,1899-12-31 12:55:00,NA,Winter,2021,Spiekeroog,0.393996247654784,0.606003752345216
1100,NA,NA,0.59,0.201,0.328,9,n,6.2,0.340677966101695,1.79878048780488,7.72266388888889,53.7742222222222,8.427,2021-12-07,1899-12-31 11:44:00,NA,Winter,2021,Spiekeroog,0.340677966101695,0.555932203389831
