plant_ID,length_longest_leaf_cm,petiole_longest_leaf_cm,width_longest_leaf_cm,leaves_number,temperature_C,longitude_GMS,latitude_GMS,season,year,location,petiole_length_ratio,aspect_ratio
846,1.57,0.685,0.649,14,5.3,7.71708888888889,53.7752583333333,Winter,2021,Spiekeroog,0.436305732484077,0.413375796178344
848,0.649,0.238,0.309,6,5.4,7.71729444444444,53.7754027777778,Winter,2021,Spiekeroog,0.366718027734977,0.476117103235747
849,0.629,0.269,0.316,10,3.1,7.71744166666667,53.775775,Winter,2021,Spiekeroog,0.427662957074722,0.502384737678855
850,0.572,0.161,0.349,9,7,7.71721388888889,53.7753694444444,Winter,2021,Spiekeroog,0.281468531468532,0.61013986013986
851,1.061,0.435,0.517,12,5.3,7.71708888888889,53.7752583333333,Winter,2021,Spiekeroog,0.409990574929312,0.487276154571159
852,0.849,0.325,0.342,13,5.9,7.71716388888889,53.7752416666667,Winter,2021,Spiekeroog,0.382803297997644,0.402826855123675
853,0.674,0.207,0.431,8,2.5,7.71721111111111,53.7754861111111,Winter,2021,Spiekeroog,0.307121661721068,0.63946587537092
854,0.805,0.35,0.417,10,3.7,7.71724166666667,53.7757666666667,Winter,2021,Spiekeroog,0.434782608695652,0.518012422360248
855,0.619,0.173,0.353,7,3.9,7.71731666666667,53.7754583333333,Winter,2021,Spiekeroog,0.279483037156704,0.570274636510501
856,0.662,0.282,0.326,8,5.3,7.71708888888889,53.7752583333333,Winter,2021,Spiekeroog,0.425981873111782,0.492447129909366
857,0.465,0.184,0.28,9,3.7,7.71724166666667,53.7757666666667,Winter,2021,Spiekeroog,0.395698924731183,0.602150537634409
858,0.526,0.164,0.255,10,2.5,7.71708055555556,53.7755083333333,Winter,2021,Spiekeroog,0.311787072243346,0.484790874524715
859,1.069,0.418,0.473,9,6,7.71732777777778,53.7757555555556,Winter,2021,Spiekeroog,0.391019644527596,0.442469597754911
860,0.616,0.205,0.354,9,3.9,7.71731666666667,53.7754583333333,Winter,2021,Spiekeroog,0.332792207792208,0.574675324675325
861,0.687,0.302,0.41,7,3.6,7.71727222222222,53.7754472222222,Winter,2021,Spiekeroog,0.439592430858806,0.596797671033479
862,0.646,0.224,0.33,12,5.5,7.71720277777778,53.7752416666667,Winter,2021,Spiekeroog,0.346749226006192,0.510835913312694
865,0.651,0.397,0.218,8,3.5,7.71728055555556,53.7756416666667,Winter,2021,Spiekeroog,0.609831029185868,0.334869431643625
866,0.618,0.202,0.305,6,4.2,7.71726388888889,53.7754111111111,Winter,2021,Spiekeroog,0.326860841423948,0.493527508090615
867,0.522,0.158,0.319,10,4.5,7.71730277777778,53.7753777777778,Winter,2021,Spiekeroog,0.302681992337165,0.611111111111111
869,1.201,0.436,0.575,9,6,7.71732777777778,53.7757555555556,Winter,2021,Spiekeroog,0.363030807660283,0.478767693588676
870,0.604,0.324,0.249,6,5.5,NA,NA,Winter,2021,Spiekeroog,0.536423841059603,0.412251655629139
871,0.639,0.241,0.346,9,4,7.71719444444444,53.775475,Winter,2021,Spiekeroog,0.377151799687011,0.541471048513302
872,0.544,0.274,0.25,5,4.6,7.71720277777778,53.7752416666667,Winter,2021,Spiekeroog,0.503676470588235,0.459558823529412
873,0.752,0.232,0.364,10,6,7.71732777777778,53.7757555555556,Winter,2021,Spiekeroog,0.308510638297872,0.484042553191489
875,0.527,0.205,0.312,8,4,NA,NA,Winter,2021,Spiekeroog,0.38899430740038,0.592030360531309
876,0.546,0.202,0.295,12,5.5,7.71720277777778,53.7752416666667,Winter,2021,Spiekeroog,0.36996336996337,0.54029304029304
877,0.819,0.357,0.395,10,3.7,7.71706666666667,53.7756416666667,Winter,2021,Spiekeroog,0.435897435897436,0.482295482295482
878,0.998,0.395,0.378,13,5.5,7.71720277777778,53.7752416666667,Winter,2021,Spiekeroog,0.395791583166333,0.37875751503006
879,0.426,0.183,0.292,5,4.6,7.71718611111111,53.7757222222222,Winter,2021,Spiekeroog,0.429577464788732,0.685446009389671
880,0.617,0.187,0.389,8,4.5,7.71719444444444,53.775475,Winter,2021,Spiekeroog,0.303079416531605,0.630470016207455
881,1.033,0.544,0.335,7,5.4,7.71729444444444,53.7754027777778,Winter,2021,Spiekeroog,0.526621490803485,0.324298160696999
882,0.467,0.168,0.28,8,5.9,7.71716388888889,53.7752416666667,Winter,2021,Spiekeroog,0.359743040685225,0.599571734475375
883,0.695,0.359,0.319,7,5.9,7.71716388888889,53.7752416666667,Winter,2021,Spiekeroog,0.516546762589928,0.458992805755396
884,0.795,0.281,0.42,7,3.5,7.71737777777778,53.7756333333333,Winter,2021,Spiekeroog,0.353459119496855,0.528301886792453
885,0.613,0.291,0.267,6,4.5,7.71730277777778,53.7753777777778,Winter,2021,Spiekeroog,0.474714518760196,0.435562805872757
886,0.929,0.405,0.433,10,3.5,7.71706666666667,53.7756416666667,Winter,2021,Spiekeroog,0.435952637244349,0.466092572658773
887,1.004,0.467,0.475,10,5.3,7.71708888888889,53.7752583333333,Winter,2021,Spiekeroog,0.465139442231076,0.473107569721116
888,0.839,0.345,0.424,10,5.3,7.717125,53.7753638888889,Winter,2021,Spiekeroog,0.411203814064362,0.505363528009535
889,0.768,0.345,0.311,10,3.5,7.71728611111111,53.7756305555556,Winter,2021,Spiekeroog,0.44921875,0.404947916666667
890,0.886,0.404,0.403,7,3.3,7.71721388888889,53.7754027777778,Winter,2021,Spiekeroog,0.455981941309255,0.454853273137698
891,0.69,0.265,0.356,11,3.5,7.71728611111111,53.7756305555556,Winter,2021,Spiekeroog,0.384057971014493,0.515942028985507
892,0.63,0.223,0.361,9,2.5,7.71721111111111,53.7754861111111,Winter,2021,Spiekeroog,0.353968253968254,0.573015873015873
893,0.851,0.331,0.483,12,3.7,7.71727777777778,53.7756444444444,Winter,2021,Spiekeroog,0.388954171562867,0.567567567567568
894,0.578,0.198,0.348,8,7,7.71721388888889,53.7753694444444,Winter,2021,Spiekeroog,0.342560553633218,0.602076124567474
895,0.681,0.213,0.419,11,7,7.71721388888889,53.7753694444444,Winter,2021,Spiekeroog,0.312775330396476,0.615271659324523
897,0.912,0.359,0.51,10,6,7.71732777777778,53.7757555555556,Winter,2021,Spiekeroog,0.393640350877193,0.559210526315789
898,0.552,0.172,0.373,10,4,7.71719444444444,53.775475,Winter,2021,Spiekeroog,0.311594202898551,0.675724637681159
899,0.771,0.302,0.357,13,3.2,7.71737777777778,53.7756333333333,Winter,2021,Spiekeroog,0.391699092088197,0.463035019455253
900,1.322,0.569,0.65,11,6.7,7.71710555555556,53.7753027777778,Winter,2021,Spiekeroog,0.430408472012103,0.491679273827534
901,0.541,0.213,0.294,NA,5.5,7.71722194444444,53.7754888888889,Winter,2021,Spiekeroog,0.393715341959335,0.543438077634011
902,0.632,0.249,0.338,12,3.2,7.72281638888889,53.7745441666667,Winter,2021,Spiekeroog,0.393987341772152,0.534810126582279
905,0.949,0.357,0.376,11,4.5,7.71716944444444,53.7755525,Winter,2021,Spiekeroog,0.376185458377239,0.396206533192835
910,0.578,0.232,0.339,11,3.4,7.72271083333333,53.7744972222222,Winter,2021,Spiekeroog,0.401384083044983,0.586505190311419
911,0.869,0.397,0.384,11,4.5,7.71721083333333,53.7755138888889,Winter,2021,Spiekeroog,0.456846950517837,0.441887226697353
912,1.25,0.59,0.492,10,3.4,7.72268888888889,53.7744775,Winter,2021,Spiekeroog,0.472,0.3936
913,0.837,0.349,0.475,10,5,7.71725527777778,53.7755275,Winter,2021,Spiekeroog,0.416965352449223,0.567502986857826
914,0.811,0.311,0.468,6,3.8,7.72272194444444,53.7744972222222,Winter,2021,Spiekeroog,0.38347718865598,0.577065351418002
916,0.874,0.407,0.446,12,3.2,7.72275833333333,53.7745055555556,Winter,2021,Spiekeroog,0.465675057208238,0.510297482837529
918,0.384,0.189,0.212,5,5.9,7.71721388888889,53.7755275,Winter,2021,Spiekeroog,0.4921875,0.552083333333333
919,0.396,0.132,0.225,8,4.5,7.71725277777778,53.7755191666667,Winter,2021,Spiekeroog,0.333333333333333,0.568181818181818
920,0.86,0.362,0.362,10,3,7.72273583333333,53.7745219444444,Winter,2021,Spiekeroog,0.42093023255814,0.42093023255814
922,0.783,0.399,0.323,10,3.9,7.72261388888889,53.7744722222222,Winter,2021,Spiekeroog,0.509578544061303,0.412515964240102
923,0.466,0.157,0.29,8,2.1,7.72275277777778,53.7745527777778,Winter,2021,Spiekeroog,0.336909871244635,0.622317596566524
924,0.579,0.205,0.301,10,3.7,7.71716083333333,53.7755138888889,Winter,2021,Spiekeroog,0.35405872193437,0.51986183074266
926,0.417,0.169,0.239,8,3.9,7.71724722222222,53.7755358333333,Winter,2021,Spiekeroog,0.405275779376499,0.573141486810552
927,0.845,0.339,0.36,12,4.8,7.71716083333333,53.7755025,Winter,2021,Spiekeroog,0.401183431952663,0.42603550295858
928,0.835,0.333,0.438,11,3.8,7.72271083333333,53.7744972222222,Winter,2021,Spiekeroog,0.398802395209581,0.524550898203593
929,0.594,0.156,0.292,8,2.6,7.71728027777778,53.7756,Winter,2021,Spiekeroog,0.262626262626263,0.491582491582492
930,0.651,0.3,0.229,9,3.2,7.71728027777778,53.7754941666667,Winter,2021,Spiekeroog,0.460829493087558,0.351766513056836
931,0.594,0.223,0.317,9,3.3,7.71720277777778,53.7754941666667,Winter,2021,Spiekeroog,0.375420875420875,0.533670033670034
933,1.07,0.449,0.534,9,3.1,7.72273583333333,53.7744330555556,Winter,2021,Spiekeroog,0.419626168224299,0.499065420560748
937,0.872,0.321,0.43,12,4.2,7.71731083333333,53.7754555555556,Winter,2021,Spiekeroog,0.368119266055046,0.493119266055046
939,1.051,0.4,0.482,13,3.2,7.72251666666667,53.7745358333333,Winter,2021,Spiekeroog,0.380589914367269,0.45861084681256
940,0.766,0.291,0.338,8,3.5,7.72269694444444,53.7744972222222,Winter,2021,Spiekeroog,0.379895561357702,0.441253263707572
941,1.06,0.362,0.506,15,4.6,7.71721083333333,53.7755222222222,Winter,2021,Spiekeroog,0.341509433962264,0.477358490566038
942,0.548,0.196,0.297,9,5.4,7.71719444444444,53.7754694444444,Winter,2021,Spiekeroog,0.357664233576642,0.541970802919708
944,0.684,0.324,0.321,11,4.6,7.71722194444444,53.7754941666667,Winter,2021,Spiekeroog,0.473684210526316,0.469298245614035
946,0.867,0.36,0.45,12,3.4,7.72268055555556,53.7744775,Winter,2021,Spiekeroog,0.41522491349481,0.519031141868512
947,1.124,0.412,0.52,13,3.5,7.72279694444444,53.7745861111111,Winter,2021,Spiekeroog,0.366548042704626,0.462633451957295
949,0.466,0.131,0.354,5,6.6,7.71722194444444,53.7755025,Winter,2021,Spiekeroog,0.281115879828326,0.759656652360515
951,0.639,0.242,0.314,10,2.8,7.72267194444444,53.7745136111111,Winter,2021,Spiekeroog,0.378716744913928,0.491392801251956
952,0.726,0.327,0.291,16,5.5,7.71724972222222,53.7754694444444,Winter,2021,Spiekeroog,0.450413223140496,0.400826446280992
953,0.974,0.498,0.37,11,3.5,7.71708055555556,53.7754386111111,Winter,2021,Spiekeroog,0.51129363449692,0.379876796714579
954,1.143,0.435,0.524,13,3.2,7.72276638888889,53.7742247222222,Winter,2021,Spiekeroog,0.380577427821522,0.458442694663167
955,0.532,0.186,0.299,10,3.9,7.71694444444444,53.7755025,Winter,2021,Spiekeroog,0.349624060150376,0.56203007518797
956,1.198,0.511,0.522,17,4.7,7.71721388888889,53.7754861111111,Winter,2021,Spiekeroog,0.426544240400668,0.435726210350584
957,0.463,0.167,0.267,9,5.9,7.71730277777778,53.7754747222222,Winter,2021,Spiekeroog,0.360691144708423,0.576673866090713
958,1.074,0.421,0.455,15,4.2,7.71718027777778,53.7754861111111,Winter,2021,Spiekeroog,0.391992551210428,0.42364990689013
959,0.796,0.231,0.495,13,4.5,7.71718333333333,53.7755055555556,Winter,2021,Spiekeroog,0.290201005025126,0.621859296482412
960,0.508,0.163,0.31,9,3.6,7.71720277777778,53.7755025,Winter,2021,Spiekeroog,0.320866141732283,0.610236220472441
961,0.541,0.235,0.309,8,3.6,7.72264694444444,53.7744972222222,Winter,2021,Spiekeroog,0.434380776340111,0.571164510166358
963,0.797,0.389,0.291,10,3.7,7.71725277777778,53.7755055555556,Winter,2021,Spiekeroog,0.488080301129235,0.365119196988708
964,0.461,0.121,0.302,7,3.9,7.71746916666667,53.7756413888889,Winter,2021,Spiekeroog,0.262472885032538,0.655097613882863
966,0.626,0.241,0.329,10,4,7.72265555555556,53.7744305555556,Winter,2021,Spiekeroog,0.384984025559105,0.52555910543131
967,0.675,0.3,0.342,9,2.9,7.71720527777778,53.7755222222222,Winter,2021,Spiekeroog,0.444444444444444,0.506666666666667
968,0.596,0.228,0.323,10,2.8,7.72272194444444,53.7744972222222,Winter,2021,Spiekeroog,0.38255033557047,0.541946308724832
969,0.772,0.29,0.378,13,3.1,7.72267194444444,53.7745055555556,Winter,2021,Spiekeroog,0.375647668393782,0.489637305699482
970,0.78,0.399,0.38,15,4.3,7.71727222222222,53.7754611111111,Winter,2021,Spiekeroog,0.511538461538461,0.487179487179487
972,0.888,0.298,0.588,10,3.1,7.72260555555556,53.7744747222222,Winter,2021,Spiekeroog,0.335585585585586,0.662162162162162
974,0.49,0.121,0.343,8,2.2,7.71730527777778,53.7588497222222,Winter,2021,Spiekeroog,0.246938775510204,0.7
975,0.71,0.276,0.383,10,2.7,7.71732222222222,53.7755691666667,Winter,2021,Spiekeroog,0.388732394366197,0.53943661971831
976,0.368,0.131,0.196,8,2.2,7.71725277777778,53.7755305555556,Winter,2021,Spiekeroog,0.355978260869565,0.532608695652174
978,0.899,0.294,0.371,10,3.9,7.71723333333333,53.7754469444444,Winter,2021,Spiekeroog,0.327030033370412,0.412680756395996
979,0.458,0.153,0.278,7,2.8,7.72265805555556,53.7744888888889,Winter,2021,Spiekeroog,0.334061135371179,0.606986899563319
980,0.532,0.155,0.292,11,4.5,7.71720277777778,53.7755025,Winter,2021,Spiekeroog,0.291353383458647,0.548872180451128
981,0.779,0.233,0.414,11,5.8,7.72275277777778,53.7744747222222,Winter,2021,Spiekeroog,0.299101412066752,0.531450577663671
982,0.651,0.298,0.369,10,4.1,7.71725527777778,53.7755275,Winter,2021,Spiekeroog,0.457757296466974,0.566820276497696
983,0.654,0.242,0.365,11,4.1,7.72273583333333,53.7744330555556,Winter,2021,Spiekeroog,0.370030581039755,0.558103975535168
984,0.819,0.38,0.323,11,5,7.71719694444444,53.7755441666667,Winter,2021,Spiekeroog,0.463980463980464,0.394383394383394
986,0.733,0.361,0.335,14,2.8,7.72267194444444,53.7742138888889,Winter,2021,Spiekeroog,0.4924965893588,0.457025920873124
987,0.513,0.202,0.296,12,5,7.71720277777778,53.7755080555556,Winter,2021,Spiekeroog,0.393762183235867,0.576998050682261
988,0.76,0.306,0.411,8,3.5,7.71742777777778,53.7755969444444,Winter,2021,Spiekeroog,0.402631578947368,0.54078947368421
989,0.844,0.348,0.437,10,3.8,7.71718888888889,53.7754663888889,Winter,2021,Spiekeroog,0.412322274881517,0.517772511848341
990,1.125,0.498,0.45,8,4.7,7.71721083333333,53.7755358333333,Winter,2021,Spiekeroog,0.442666666666667,0.4
991,0.718,0.301,0.341,13,4.2,7.71731083333333,53.7754972222222,Winter,2021,Spiekeroog,0.419220055710306,0.474930362116992
992,0.853,0.368,0.434,8,5,7.71718888888889,53.7755163888889,Winter,2021,Spiekeroog,0.431418522860492,0.508792497069168
993,NA,NA,NA,NA,NA,7.71726083333333,53.7755969444444,Winter,2021,Spiekeroog,NA,NA
994,0.694,0.323,0.331,11,3.7,7.72286944444444,53.7745025,Winter,2021,Spiekeroog,0.465417867435159,0.476945244956772
996,0.663,0.285,0.395,11,5.4,7.71719694444444,53.7754663888889,Winter,2021,Spiekeroog,0.429864253393665,0.59577677224736
997,1.102,0.428,0.545,12,3.8,7.72273583333333,53.7744663888889,Winter,2021,Spiekeroog,0.388384754990926,0.494555353901996
998,0.507,0.139,0.311,9,3.5,7.71735527777778,53.7756,Winter,2021,Spiekeroog,0.274161735700197,0.613412228796844
999,0.478,0.228,0.254,10,4,7.71711388888889,53.7754469444444,Winter,2021,Spiekeroog,0.476987447698745,0.531380753138075
1000,0.562,0.18,0.315,10,3.4,7.71690555555556,53.7754330555556,Winter,2021,Spiekeroog,0.320284697508897,0.560498220640569
1001,0.97,0.449,0.451,9,5.2,7.71726388888889,53.7755608333333,Winter,2021,Spiekeroog,0.462886597938144,0.464948453608247
1002,0.575,0.216,0.337,12,4.4,7.71726388888889,53.7755358333333,Winter,2021,Spiekeroog,0.375652173913044,0.586086956521739
1003,0.547,0.193,0.33,12,NA,7.72268055555556,53.7742055555556,Winter,2021,Spiekeroog,0.352833638025594,0.603290676416819
1004,1.059,0.529,0.422,10,4.6,7.72268888888889,53.7742111111111,Winter,2021,Spiekeroog,0.499527856468366,0.398489140698772
1005,0.853,0.274,0.449,12,2.8,7.71721638888889,53.7754805555556,Winter,2021,Spiekeroog,0.321219226260258,0.526377491207503
1006,0.659,0.268,0.358,12,3.2,7.71724722222222,53.7752638888889,Winter,2021,Spiekeroog,0.406676783004552,0.543247344461305
1007,1.027,0.39,0.493,11,3.4,7.71722777777778,53.7754861111111,Winter,2021,Spiekeroog,0.379746835443038,0.480038948393379
1008,0.531,0.252,0.252,10,5.5,7.71726083333333,53.7756277777778,Winter,2021,Spiekeroog,0.474576271186441,0.474576271186441
1009,0.722,0.283,0.383,10,4.8,7.71731916666667,53.7755080555556,Winter,2021,Spiekeroog,0.39196675900277,0.530470914127424
1011,0.589,0.235,0.324,9,5.6,7.72276083333333,53.7741777777778,Winter,2021,Spiekeroog,0.398981324278438,0.550084889643464
1012,0.705,0.263,0.401,10,4.5,7.71729166666667,53.7755472222222,Winter,2021,Spiekeroog,0.373049645390071,0.568794326241135
1013,0.749,0.324,0.419,11,3.4,7.71722777777778,53.7754941666667,Winter,2021,Spiekeroog,0.432576769025367,0.559412550066756
1015,0.598,0.193,0.341,9,4.5,7.71728583333333,53.7755608333333,Winter,2021,Spiekeroog,0.322742474916388,0.570234113712375
1016,0.982,0.39,0.459,9,6.2,7.72266944444444,53.7742222222222,Winter,2021,Spiekeroog,0.397148676171079,0.467413441955194
1018,0.341,0.122,0.232,7,6.3,7.71727222222222,53.7755858333333,Winter,2021,Spiekeroog,0.357771260997067,0.680351906158358
1019,0.534,0.233,0.269,10,4.5,7.71729166666667,53.7755608333333,Winter,2021,Spiekeroog,0.436329588014981,0.50374531835206
1020,0.755,0.252,0.375,10,5.3,7.72269444444444,53.7742580555556,Winter,2021,Spiekeroog,0.333774834437086,0.496688741721854
1021,0.427,0.153,0.226,7,5.8,7.72267194444444,53.7742277777778,Winter,2021,Spiekeroog,0.358313817330211,0.529274004683841
1022,1.197,0.511,0.521,13,3.8,7.72266388888889,53.7742111111111,Winter,2021,Spiekeroog,0.426900584795322,0.435254803675856
1024,0.652,0.26,0.38,10,2.7,7.71741916666667,53.7755222222222,Winter,2021,Spiekeroog,0.398773006134969,0.58282208588957
1025,0.695,0.313,0.322,9,4.7,7.71728888888889,53.7755358333333,Winter,2021,Spiekeroog,0.450359712230216,0.463309352517986
1026,0.519,0.108,0.329,6,4.6,7.71729416666667,53.7755858333333,Winter,2021,Spiekeroog,0.208092485549133,0.633911368015414
1027,0.331,0.094,0.193,9,4.5,7.71728333333333,53.7755944444444,Winter,2021,Spiekeroog,0.283987915407855,0.583081570996979
1028,0.737,0.285,0.374,11,4.7,7.7227,53.7742111111111,Winter,2021,Spiekeroog,0.386702849389417,0.507462686567164
1029,0.428,0.175,0.234,7,4.2,7.72274694444444,53.7741969444444,Winter,2021,Spiekeroog,0.408878504672897,0.546728971962617
1030,0.902,0.407,0.385,13,4.4,7.71724138888889,53.7755944444444,Winter,2021,Spiekeroog,0.451219512195122,0.426829268292683
1032,0.43,0.165,0.28,9,4.6,7.71727777777778,53.7756,Winter,2021,Spiekeroog,0.383720930232558,0.651162790697674
1034,0.787,0.296,0.408,9,2.9,7.71720527777778,53.7754805555556,Winter,2021,Spiekeroog,0.376111817026684,0.518424396442185
1035,0.715,0.266,0.375,13,3.7,7.71726083333333,53.7756888888889,Winter,2021,Spiekeroog,0.372027972027972,0.524475524475525
1036,0.47,0.142,0.23,6,4.2,7.71725833333333,53.7694138888889,Winter,2021,Spiekeroog,0.302127659574468,0.48936170212766
1037,0.825,0.301,0.405,12,4.2,7.71727222222222,53.7755608333333,Winter,2021,Spiekeroog,0.364848484848485,0.490909090909091
1039,0.753,0.263,0.35,14,5.8,7.72268611111111,53.7742305555556,Winter,2021,Spiekeroog,0.349269588313413,0.464807436918991
1040,0.697,0.276,0.37,10,5.3,7.72269444444444,53.7742388888889,Winter,2021,Spiekeroog,0.395982783357245,0.530846484935438
1041,0.684,0.254,0.302,9,4.3,7.71728888888889,53.7755583333333,Winter,2021,Spiekeroog,0.371345029239766,0.441520467836257
1043,1.052,0.398,0.603,11,4.5,7.722675,53.7742055555556,Winter,2021,Spiekeroog,0.378326996197719,0.57319391634981
1044,0.643,0.271,0.304,9,5.5,7.71728888888889,53.7755472222222,Winter,2021,Spiekeroog,0.421461897356143,0.472783825816485
1045,0.573,0.196,0.281,12,3.3,7.71721944444444,53.7754888888889,Winter,2021,Spiekeroog,0.342059336823735,0.490401396160559
1046,0.798,0.316,0.452,10,4.9,7.71729416666667,53.7755441666667,Winter,2021,Spiekeroog,0.395989974937343,0.566416040100251
1047,0.441,0.127,0.226,8,5.1,7.71729416666667,53.7755775,Winter,2021,Spiekeroog,0.287981859410431,0.512471655328798
1048,0.636,0.256,0.318,12,5.3,7.71734972222222,53.7755969444444,Winter,2021,Spiekeroog,0.40251572327044,0.5
1049,0.657,0.292,0.303,10,6.4,7.71727777777778,53.7755802777778,Winter,2021,Spiekeroog,0.444444444444444,0.461187214611872
1050,0.574,0.195,0.317,10,5.3,7.7227025,53.7742722222222,Winter,2021,Spiekeroog,0.339721254355401,0.552264808362369
1051,0.555,0.215,0.329,9,3.1,7.71721638888889,53.7755025,Winter,2021,Spiekeroog,0.387387387387387,0.592792792792793
1052,0.572,0.189,0.378,10,4,7.71731083333333,53.7755552777778,Winter,2021,Spiekeroog,0.33041958041958,0.660839160839161
1053,0.775,0.224,0.446,9,5,7.72273055555556,53.7742525,Winter,2021,Spiekeroog,0.289032258064516,0.575483870967742
1054,0.862,0.258,0.451,11,5.4,7.71731944444444,53.7755775,Winter,2021,Spiekeroog,0.299303944315545,0.523201856148492
1055,0.575,0.186,0.335,10,5.2,7.72558027777778,53.7755802777778,Winter,2021,Spiekeroog,0.323478260869565,0.582608695652174
1056,0.546,0.16,0.262,9,3,7.71721638888889,53.7754972222222,Winter,2021,Spiekeroog,0.293040293040293,0.47985347985348
1057,0.554,0.205,0.229,10,4.4,7.71726916666667,53.7756111111111,Winter,2021,Spiekeroog,0.370036101083032,0.413357400722022
1058,0.648,0.225,0.337,8,5.1,7.71727472222222,53.7755691666667,Winter,2021,Spiekeroog,0.347222222222222,0.520061728395062
1059,0.666,0.262,0.322,9,3.6,7.71722777777778,53.7754777777778,Winter,2021,Spiekeroog,0.393393393393393,0.483483483483483
1060,0.674,0.26,0.355,7,3.9,7.71729722222222,53.7755275,Winter,2021,Spiekeroog,0.385756676557863,0.526706231454006
1061,0.523,0.175,0.27,8,3.4,7.71724972222222,53.7755138888889,Winter,2021,Spiekeroog,0.334608030592734,0.516252390057361
1062,0.684,0.262,0.35,12,3.6,7.71721638888889,53.7755025,Winter,2021,Spiekeroog,0.383040935672515,0.511695906432748
1063,0.844,0.279,0.474,9,4.6,7.72268055555556,53.7742055555556,Winter,2021,Spiekeroog,0.330568720379147,0.561611374407583
1064,0.59,0.252,0.284,7,3.3,7.71723027777778,53.7755305555556,Winter,2021,Spiekeroog,0.427118644067797,0.48135593220339
1065,0.723,0.205,0.432,10,4.5,7.71727472222222,53.7755191666667,Winter,2021,Spiekeroog,0.283540802213001,0.597510373443984
1066,1.096,0.494,0.479,11,2.8,7.71720527777778,53.7690805555556,Winter,2021,Spiekeroog,0.450729927007299,0.437043795620438
1067,0.451,0.175,0.283,10,4.8,7.71727777777778,53.7755944444444,Winter,2021,Spiekeroog,0.388026607538803,0.627494456762749
1068,0.807,0.316,0.374,7,3.8,7.71723583333333,53.7754941666667,Winter,2021,Spiekeroog,0.391573729863693,0.463444857496902
1069,0.575,0.253,0.315,9,4.1,7.71727777777778,53.7755969444444,Winter,2021,Spiekeroog,0.44,0.547826086956522
1070,0.881,0.328,0.454,12,3.4,7.71729416666667,53.7754805555556,Winter,2021,Spiekeroog,0.372304199772985,0.515323496027242
1071,0.542,0.221,0.31,8,5.1,7.71725527777778,53.7755388888889,Winter,2021,Spiekeroog,0.407749077490775,0.571955719557195
1072,0.847,0.287,0.383,10,2.9,7.71720833333333,53.7754805555556,Winter,2021,Spiekeroog,0.338842975206612,0.452184179456907
1073,1.323,0.56,0.645,13,3.5,7.71724444444444,53.7754888888889,Winter,2021,Spiekeroog,0.423280423280423,0.487528344671202
1074,0.677,0.247,0.437,9,6,7.71728027777778,53.7755691666667,Winter,2021,Spiekeroog,0.364844903988183,0.645494830132939
1075,0.537,0.202,0.332,11,5.8,7.71729416666667,53.7756277777778,Winter,2021,Spiekeroog,0.376163873370577,0.618249534450652
1076,0.48,0.203,0.275,7,4.5,7.71726944444444,53.7756194444444,Winter,2021,Spiekeroog,0.422916666666667,0.572916666666667
1077,0.639,0.229,0.314,8,4,7.72266388888889,53.7742111111111,Winter,2021,Spiekeroog,0.358372456964006,0.491392801251956
1078,0.808,0.312,0.502,9,3,7.71716944444444,53.7754805555556,Winter,2021,Spiekeroog,0.386138613861386,0.621287128712871
1079,0.556,0.211,0.288,10,4.5,7.71732777777778,53.7756386111111,Winter,2021,Spiekeroog,0.379496402877698,0.517985611510791
1080,0.662,0.339,0.285,6,5.2,7.71724444444444,53.7755719444444,Winter,2021,Spiekeroog,0.512084592145015,0.430513595166163
1081,0.892,0.337,0.417,12,4.5,7.71725527777778,53.7755802777778,Winter,2021,Spiekeroog,0.37780269058296,0.467488789237668
1082,0.685,0.294,0.322,12,3.3,7.71721944444444,53.7754861111111,Winter,2021,Spiekeroog,0.429197080291971,0.47007299270073
1083,0.667,0.269,0.295,10,4.4,7.71725277777778,53.7755441666667,Winter,2021,Spiekeroog,0.403298350824588,0.442278860569715
1084,0.51,0.184,0.285,9,5.2,7.71732777777778,53.7755719444444,Winter,2021,Spiekeroog,0.36078431372549,0.558823529411765
1085,0.804,0.364,0.394,12,4.4,7.72265805555556,53.7742111111111,Winter,2021,Spiekeroog,0.45273631840796,0.490049751243781
1086,0.608,0.229,0.279,8,3.5,7.71728027777778,53.7754972222222,Winter,2021,Spiekeroog,0.376644736842105,0.458881578947368
1087,1.225,0.453,0.548,10,3.5,7.71728027777778,53.7754888888889,Winter,2021,Spiekeroog,0.369795918367347,0.44734693877551
1088,0.466,0.206,0.192,6,NA,7.71731083333333,53.7755858333333,Winter,2021,Spiekeroog,0.44206008583691,0.412017167381974
1090,0.554,0.217,0.268,10,5.1,7.71728027777778,53.7755583333333,Winter,2021,Spiekeroog,0.391696750902527,0.483754512635379
1091,0.805,0.335,0.33,7,3.6,7.71721083333333,53.7754972222222,Winter,2021,Spiekeroog,0.416149068322981,0.409937888198758
1092,1.156,0.541,0.473,11,3.5,7.71722777777778,53.7754941666667,Winter,2021,Spiekeroog,0.467993079584775,0.40916955017301
1093,1.482,0.527,0.794,15,2.8,7.71726916666667,53.7755608333333,Winter,2021,Spiekeroog,0.355600539811066,0.535762483130904
1094,0.526,0.223,0.228,7,4.9,7.71728027777778,53.7755886111111,Winter,2021,Spiekeroog,0.423954372623574,0.433460076045627
