plant_ID,length_longest_leaf_cm,petiole_longest_leaf_cm,width_longest_leaf_cm,leaves_number,temperature_C,longitude_GMS,latitude_GMS,season,year,location,petiole_length_ratio,aspect_ratio
D1118,1.8,0.75,0.84,24,12.2,11.8787,51.5454222222222,Spring,2024,Brachwitz,0.416666666666667,0.466666666666667
D1119,1.7,0.62,0.75,26,11.8,11.8787055555556,51.5454333333333,Spring,2024,Brachwitz,0.364705882352941,0.441176470588235
D1120,1.2,0.85,0.57,17,14,11.8787111111111,51.5454333333333,Spring,2024,Brachwitz,0.708333333333333,0.475
D1121,0.87,0.47,0.49,19,13.1,11.8787527777778,51.5454527777778,Spring,2024,Brachwitz,0.540229885057471,0.563218390804598
D1122,1.5,0.81,0.63,15,11.6,11.8786972222222,51.545425,Spring,2024,Brachwitz,0.54,0.42
D1123,1.3,0.58,0.85,22,11.6,11.878725,51.5454416666667,Spring,2024,Brachwitz,0.446153846153846,0.653846153846154
D1124,0.82,0.33,0.44,12,8.9,11.8787027777778,51.5454138888889,Spring,2024,Brachwitz,0.402439024390244,0.536585365853659
D1125,0.78,0.45,0.49,7,11.8,11.8787527777778,51.5454166666667,Spring,2024,Brachwitz,0.576923076923077,0.628205128205128
D1126,0.9,0.48,0.49,11,12,11.8786527777778,51.5454444444444,Spring,2024,Brachwitz,0.533333333333333,0.544444444444444
D1127,0.92,0.42,0.49,9,15.7,11.8788138888889,51.5453138888889,Spring,2024,Brachwitz,0.456521739130435,0.532608695652174
D1128,0.63,0.27,0.31,11,16.9,11.8788138888889,51.5453388888889,Spring,2024,Brachwitz,0.428571428571429,0.492063492063492
D1129,0.58,0.25,0.35,8,15.6,11.8787944444444,51.5453416666667,Spring,2024,Brachwitz,0.431034482758621,0.603448275862069
D1130,1.2,0.47,0.6,12,16.4,11.8787861111111,51.5453194444444,Spring,2024,Brachwitz,0.391666666666667,0.5
D1131,1,0.38,0.53,9,16.6,11.8788,51.5452944444444,Spring,2024,Brachwitz,0.38,0.53
D1132,0.89,0.49,0.44,2,19.8,7.72265277777778,53.7737611111111,Spring,2024,Spiekeroog,0.550561797752809,0.49438202247191
D1133,0.97,0.61,0.43,14,18.9,7.72265555555556,53.7737666666667,Spring,2024,Spiekeroog,0.628865979381443,0.443298969072165
D1134,0.76,0.62,0.34,13,17.9,7.72264722222222,53.77375,Spring,2024,Spiekeroog,0.81578947368421,0.447368421052632
D1135,0.96,0.32,0.34,5,16.8,7.72266388888889,53.7737777777778,Spring,2024,Spiekeroog,0.333333333333333,0.354166666666667
D1136,0.8,0.42,0.42,7,14.6,7.722725,53.7737666666667,Spring,2024,Spiekeroog,0.525,0.525
D1137,1,0.4,0.34,6,14.9,7.72265833333333,53.7737722222222,Spring,2024,Spiekeroog,0.4,0.34
D1138,0.66,0.49,0.19,6,16.4,7.72265277777778,53.7737694444444,Spring,2024,Spiekeroog,0.742424242424242,0.287878787878788
D1139,0.66,0.75,0.32,9,15.2,7.72255277777778,53.7736861111111,Spring,2024,Spiekeroog,1.13636363636364,0.484848484848485
D1140,1.5,1.3,0.46,9,14.7,7.72265555555556,53.7738027777778,Spring,2024,Spiekeroog,0.866666666666667,0.306666666666667
D1141,0.85,1.2,0.27,4,18.8,7.72263611111111,53.77375,Spring,2024,Spiekeroog,1.41176470588235,0.317647058823529
D1142,0.71,0.77,0.32,3,15.6,7.72269166666667,53.7737777777778,Spring,2024,Spiekeroog,1.08450704225352,0.450704225352113
D1143,0.61,0.29,0.44,5,18.6,7.72270833333333,53.7737666666667,Spring,2024,Spiekeroog,0.475409836065574,0.721311475409836
D1144,1.1,0.44,0.43,4,19.7,7.72268611111111,53.7737583333333,Spring,2024,Spiekeroog,0.4,0.390909090909091
D1145,0.74,0.25,0.35,9,18.2,7.7227,53.7737888888889,Spring,2024,Spiekeroog,0.337837837837838,0.472972972972973
D1146,0.88,0.47,0.35,7,19.8,7.72266944444444,53.7737527777778,Spring,2024,Spiekeroog,0.534090909090909,0.397727272727273
D1147,0.77,0.29,0.29,6,21.4,7.72268888888889,53.77375,Spring,2024,Spiekeroog,0.376623376623377,0.376623376623377
D1148,0.93,0.24,0.52,7,18.9,7.72267777777778,53.7737833333333,Spring,2024,Spiekeroog,0.258064516129032,0.559139784946237
D1149,1.4,0.29,0.48,7,20.5,7.72260555555556,53.7738305555556,Spring,2024,Spiekeroog,0.207142857142857,0.342857142857143
D1150,1.2,0.64,0.35,7,24.7,7.72270277777778,53.7736861111111,Spring,2024,Spiekeroog,0.533333333333333,0.291666666666667
D1151,1,0.4,0.4,8,24.8,7.72263888888889,53.773875,Spring,2024,Spiekeroog,0.4,0.4
D1152,0.63,0.45,0.29,10,20.9,7.72263888888889,53.7737777777778,Spring,2024,Spiekeroog,0.714285714285714,0.46031746031746
D1153,1.1,0.19,0.51,10,21.1,7.72265,53.7737805555556,Spring,2024,Spiekeroog,0.172727272727273,0.463636363636364
D1154,1.8,1.1,0.69,27,25.3,7.72266944444444,53.7737777777778,Spring,2024,Spiekeroog,0.611111111111111,0.383333333333333
D1155,1.3,0.59,0.55,18,21.8,7.72266666666667,53.7737583333333,Spring,2024,Spiekeroog,0.453846153846154,0.423076923076923
D1156,1,1.2,0.31,11,10.8,7.72269722222222,53.7737777777778,Spring,2024,Spiekeroog,1.2,0.31
D1157,0.79,1.8,0.35,7,17,7.72256944444444,53.7737611111111,Spring,2024,Spiekeroog,2.27848101265823,0.443037974683544
D1158,1.3,1.5,0.51,11,12.3,7.722675,53.7737916666667,Spring,2024,Spiekeroog,1.15384615384615,0.392307692307692
D1159,1.1,1.8,0.48,10,12.3,7.72270833333333,53.7738138888889,Spring,2024,Spiekeroog,1.63636363636364,0.436363636363636
D1160,1.2,0.82,0.51,9,11.9,7.722675,53.7737694444444,Spring,2024,Spiekeroog,0.683333333333333,0.425
D1161,0.94,0.39,0.45,9,13.8,7.72283333333333,53.7736805555556,Spring,2024,Spiekeroog,0.414893617021277,0.478723404255319
D1162,1.2,1.1,0.39,11,13.1,7.7229,53.7737361111111,Spring,2024,Spiekeroog,0.916666666666667,0.325
D1163,0.702,0.16,0.35,9,15,7.72273611111111,53.7738,Spring,2024,Spiekeroog,0.227920227920228,0.498575498575499
D1164,0.509,0.191,0.149,7,15,7.72274444444444,53.7739083333333,Spring,2024,Spiekeroog,0.37524557956778,0.292730844793713
D1165,0.656,0.207,0.175,10,17,7.72276666666667,53.7739611111111,Spring,2024,Spiekeroog,0.315548780487805,0.266768292682927
D1166,0.615,0.173,0.165,9,16.6,7.72280833333333,53.7737083333333,Spring,2024,Spiekeroog,0.28130081300813,0.268292682926829
D1167,0.929,0.253,0.342,7,16.8,7.72254444444444,53.7737722222222,Spring,2024,Spiekeroog,0.272335844994618,0.368137782561894
D1168,1.27,0.315,0.36,8,19.3,7.72249722222222,53.7737388888889,Spring,2024,Spiekeroog,0.248031496062992,0.283464566929134
D1169,1.518,0.428,0.604,6,16.1,7.72256388888889,53.7737583333333,Spring,2024,Spiekeroog,0.281949934123847,0.397891963109354
D1170,1.493,0.298,0.477,14,19.8,7.72270833333333,53.7737166666667,Spring,2024,Spiekeroog,0.19959812458138,0.319490957803081
D1171,1.026,0.289,0.437,8,16.1,NA,NA,Spring,2024,Spiekeroog,0.281676413255361,0.425925925925926
D1172,1.008,0.232,0.475,10,16,NA,NA,Spring,2024,Spiekeroog,0.23015873015873,0.471230158730159
D1173,1.324,0.301,0.43,10,14.22,NA,NA,Spring,2024,Spiekeroog,0.227341389728097,0.324773413897281
D1174,1.169,0.257,0.358,7,25.9,7.72270555555556,53.7737333333333,Spring,2024,Spiekeroog,0.219846022241232,0.306244653550043
D1175,1.927,0.536,0.495,11,15.1,7.72270555555556,53.7737333333333,Spring,2024,Spiekeroog,0.27815256875973,0.256875973015049
D1176,1.681,0.298,0.536,7,20.9,7.72270555555556,53.7737333333333,Spring,2024,Spiekeroog,0.177275431290898,0.318857822724569
D1177,1.809,0.38,0.645,12,15.4,7.72278611111111,53.77375,Spring,2024,Spiekeroog,0.210060807075732,0.356550580431177
D1178,1.838,0.461,0.703,8,14.5,7.72278611111111,53.77375,Spring,2024,Spiekeroog,0.250816104461371,0.382480957562568
D1179,1.659,0.275,0.481,NA,17.2,7.72278611111111,53.77375,Spring,2024,Spiekeroog,0.165762507534659,0.289933694996986
D1180,1.835,0.468,0.375,14,14.6,7.72262222222222,53.7736805555556,Spring,2024,Spiekeroog,0.255040871934605,0.204359673024523
D1181,1.455,0.892,0.477,7,14,7.717425,53.7758583333333,Spring,2024,Spiekeroog,0.613058419243986,0.327835051546392
D1182,0.096,0.075,0.218,14,13.2,7.71738611111111,53.7754805555556,Spring,2024,Spiekeroog,0.78125,2.27083333333333
D1183,0.562,0.176,0.213,8,16.6,7.71729722222222,53.7756472222222,Spring,2024,Spiekeroog,0.313167259786477,0.379003558718861
D1184,0.531,0.136,0.183,4,12.8,7.7174,53.7754888888889,Spring,2024,Spiekeroog,0.256120527306968,0.344632768361582
D1185,0.556,0.227,0.217,3,16.5,7.71735277777778,53.7756861111111,Spring,2024,Spiekeroog,0.408273381294964,0.390287769784173
D1186,0.89,0.25,0.277,8,10.5,7.71725555555556,53.77555,Spring,2024,Spiekeroog,0.280898876404494,0.31123595505618
D1187,0.764,0.329,0.291,8,12.7,7.71729444444444,53.7755888888889,Spring,2024,Spiekeroog,0.430628272251309,0.380890052356021
D1188,0.948,0.265,0.226,9,11.1,7.71730277777778,53.7754833333333,Spring,2024,Spiekeroog,0.279535864978903,0.238396624472574
D1189,0.79,0.352,0.266,3,11.5,7.71725277777778,53.7756694444444,Spring,2024,Spiekeroog,0.445569620253164,0.336708860759494
D1190,1.633,0.238,0.516,12,11.1,7.71692777777778,53.7755333333333,Spring,2024,Spiekeroog,0.145744029393754,0.315982853643601
D1191,0.883,0.41,0.374,11,9.9,7.71692777777778,53.7755333333333,Spring,2024,Spiekeroog,0.464326160815402,0.423556058890147
D1192,0.666,0.24,0.36,12,6.6,7.71692777777778,53.7755333333333,Spring,2024,Spiekeroog,0.36036036036036,0.54054054054054
D1193,1.011,0.394,0.392,8,8.3,7.71692777777778,53.7755333333333,Spring,2024,Spiekeroog,0.38971315529179,0.387734915924827
D1194,2.077,0.95,0.633,10,8.8,7.71713055555556,53.7753777777778,Spring,2024,Spiekeroog,0.45739046701974,0.304766490129995
D1195,2.162,0.832,0.47,8,7.9,7.71713055555556,53.7753777777778,Spring,2024,Spiekeroog,0.384828862164662,0.217391304347826
D1196,0.84,0.254,0.397,10,9.4,7.71713055555556,53.7753777777778,Spring,2024,Spiekeroog,0.302380952380952,0.472619047619048
D1197,1.605,0.48,0.414,8,9.3,7.71713055555556,53.7753777777778,Spring,2024,Spiekeroog,0.299065420560748,0.257943925233645
D1198,1.272,0.463,0.409,13,10.1,7.71719444444444,53.7754972222222,Spring,2024,Spiekeroog,0.363993710691824,0.321540880503145
D1199,1.582,0.655,0.348,10,10,7.71719444444444,53.7754972222222,Spring,2024,Spiekeroog,0.414032869785082,0.219974715549937
D1200,1.165,0.391,0.352,9,10.3,7.71719444444444,53.7754972222222,Spring,2024,Spiekeroog,0.335622317596567,0.302145922746781
D1201,0.694,0.239,0.201,10,10.1,7.71719444444444,53.7754972222222,Spring,2024,Spiekeroog,0.344380403458213,0.289625360230548
D1202,0.593,0.317,0.177,2,14.9,7.71714722222222,53.7751527777778,Spring,2024,Spiekeroog,0.534569983136594,0.298482293423271
D1203,0.777,0.229,0.229,9,15.3,7.71714722222222,53.7751527777778,Spring,2024,Spiekeroog,0.294723294723295,0.294723294723295
D1204,1.127,0.365,0.308,10,15.3,7.71714722222222,53.7751527777778,Spring,2024,Spiekeroog,0.323868677905945,0.273291925465839
D1205,0.88,0.41,0.222,3,17.6,7.71714722222222,53.7751527777778,Spring,2024,Spiekeroog,0.465909090909091,0.252272727272727
D1206,0.976,0.125,0.421,5,15.3,7.71706388888889,53.7750472222222,Spring,2024,Spiekeroog,0.128073770491803,0.431352459016393
D1207,0.882,0.376,0.244,8,14.5,7.71706388888889,53.7750472222222,Spring,2024,Spiekeroog,0.426303854875283,0.276643990929705
D1208,1.125,0.41,0.278,5,15.2,7.71706388888889,53.7750472222222,Spring,2024,Spiekeroog,0.364444444444444,0.247111111111111
D1209,1.17,0.332,0.468,1,12,7.71729444444444,53.7750694444444,Spring,2024,Spiekeroog,0.283760683760684,0.4
D1210,1.09,0.332,0.535,7,11.9,7.71729444444444,53.7750694444444,Spring,2024,Spiekeroog,0.304587155963303,0.490825688073394
D1211,0.891,0.221,0.269,8,12.9,7.7237,53.7682361111111,Spring,2024,Spiekeroog,0.248035914702581,0.301907968574635
D1212,0.716,0.088,0.239,8,17.8,7.7237,53.7682361111111,Spring,2024,Spiekeroog,0.122905027932961,0.333798882681564
D1213,0.819,0.027,0.333,4,20,7.72358333333333,53.7683305555556,Spring,2024,Spiekeroog,0.032967032967033,0.406593406593407
D1214,0.905,0.269,0.364,14,22.8,7.723575,53.7683138888889,Spring,2024,Spiekeroog,0.297237569060773,0.402209944751381
D1215,0.577,0.239,0.266,5,19.2,7.7235861111111,53.7682833333333,Spring,2024,Spiekeroog,0.41421143847487,0.461005199306759
D1216,0.418,0.111,0.175,5,23.3,7.7235861111111,53.7682833333333,Spring,2024,Spiekeroog,0.26555023923445,0.41866028708134
D1217,1.025,0.341,0.323,12,20.4,7.7235861111111,53.7682833333333,Spring,2024,Spiekeroog,0.332682926829268,0.315121951219512
D1218,0.72,0.115,0.328,12,12.9,7.72373333333333,53.7682694444444,Spring,2024,Spiekeroog,0.159722222222222,0.455555555555556
D1219,0.649,0.179,0.377,3,19.8,7.72373333333333,53.7682694444444,Spring,2024,Spiekeroog,0.275808936825886,0.580893682588598
D1220,1.048,0.39,0.322,5,22.4,7.72373333333333,53.7682694444444,Spring,2024,Spiekeroog,0.372137404580153,0.307251908396947
D1221,0.467,0.068,0.278,12,16.4,7.72373333333333,53.7682694444444,Spring,2024,Spiekeroog,0.145610278372591,0.595289079229122
D1222,2.226,0.216,0.449,12,14.1,7.71341111111111,53.7770722222222,Spring,2024,Spiekeroog,0.0970350404312668,0.201707097933513
D1223,1.178,0.212,0.441,7,9.8,7.89273888888889,53.7923805555556,Spring,2024,Spiekeroog,0.179966044142615,0.374363327674024
D1224,1.921,0.53,0.637,11,6.8,7.71341111111111,53.7770722222222,Spring,2024,Spiekeroog,0.275897969807392,0.331598125976054
D1225,1.017,0.4,0.388,4,10.1,7.71341111111111,53.7770722222222,Spring,2024,Spiekeroog,0.393313667649951,0.381514257620452
D1226,1.422,0.522,0.48,8,9.3,7.71341111111111,53.7770722222222,Spring,2024,Spiekeroog,0.367088607594937,0.337552742616034
D1227,1.571,0.637,0.44,11,10.9,7.71329722222222,53.7771722222222,Spring,2024,Spiekeroog,0.405474220241884,0.280076384468491
D1228,2.161,0.506,0.569,11,14.3,7.71316944444444,53.7771333333333,Spring,2024,Spiekeroog,0.234150856085146,0.263304025913929
D1229,1.569,0.509,0.436,13,18,7.71316944444444,53.7771333333333,Spring,2024,Spiekeroog,0.324410452517527,0.277884002549395
D1230,1.046,0.151,0.351,12,15,7.71316944444444,53.7771333333333,Spring,2024,Spiekeroog,0.144359464627151,0.335564053537285
D1231,0.756,0.196,0.212,8,15.4,7.71316944444444,53.7771333333333,Spring,2024,Spiekeroog,0.259259259259259,0.28042328042328
D1232,1.347,0.546,0.423,7,12.6,7.71316944444444,53.7771333333333,Spring,2024,Spiekeroog,0.405345211581292,0.314031180400891
D1233,1.267,0.412,0.422,9,18,7.71316944444444,53.7771333333333,Spring,2024,Spiekeroog,0.325177584846093,0.333070244672455
D1234,1.275,0.316,0.436,10,18.8,7.71316944444444,53.7771333333333,Spring,2024,Spiekeroog,0.247843137254902,0.341960784313726
D1235,1.9,0.457,0.507,4,18.5,7.71311666666667,53.7771361111111,Spring,2024,Spiekeroog,0.240526315789474,0.266842105263158
D1236,2.01,0.285,0.462,15,16.2,7.71311666666667,53.7771361111111,Spring,2024,Spiekeroog,0.141791044776119,0.229850746268657
D1237,1.161,0.361,0.299,6,16.4,7.71311666666667,53.7771361111111,Spring,2024,Spiekeroog,0.310938845822567,0.257536606373816
D1238,1.848,0.326,0.525,17,16.7,7.71311666666667,53.7771361111111,Spring,2024,Spiekeroog,0.176406926406926,0.284090909090909
D1239,1.346,0.223,0.257,9,16.5,7.71311666666667,53.7771361111111,Spring,2024,Spiekeroog,0.165676077265973,0.190936106983655
D1240,1.57,0.593,0.377,4,18.1,7.71311666666667,53.7771361111111,Spring,2024,Spiekeroog,0.377707006369427,0.240127388535032
D1241,1.974,0.386,0.534,8,17.2,7.71311666666667,53.7771361111111,Spring,2024,Spiekeroog,0.195542046605876,0.270516717325228
D1242,0.73,0.258,0.307,7,20.2,7.71311666666667,53.7771361111111,Spring,2024,Spiekeroog,0.353424657534247,0.420547945205479
D1243,0.807,0.235,0.357,9,16.8,7.71311388888889,53.7771361111111,Spring,2024,Spiekeroog,0.291201982651797,0.442379182156134
D1244,0.71,0.16,0.28,4,15.6,7.71715555555556,53.7755138888889,Spring,2024,Spiekeroog,0.225352112676056,0.394366197183099
D1245,1.24,0.25,0.36,6,15.1,7.71731111111111,53.7756722222222,Spring,2024,Spiekeroog,0.201612903225806,0.290322580645161
D1246,1.31,0.32,0.39,5,15.7,7.71733333333333,53.77565,Spring,2024,Spiekeroog,0.244274809160305,0.297709923664122
D1247,1.19,0.45,0.74,3,14.5,7.71741944444444,53.7757416666667,Spring,2024,Spiekeroog,0.378151260504202,0.621848739495798
D1249,1.38,0.32,0.29,2,16.5,7.71728333333333,53.7756916666667,Spring,2024,Spiekeroog,0.231884057971015,0.210144927536232
D1250,1,0.45,0.31,4,17.6,7.71725277777778,53.7756888888889,Spring,2024,Spiekeroog,0.45,0.31
D1251,1.44,0.5,0.37,2,15.6,7.71742222222222,53.7756833333333,Spring,2024,Spiekeroog,0.347222222222222,0.256944444444444
D1252,1.93,0.73,0.44,5,11.5,7.72270555555556,53.7737277777778,Spring,2024,Spiekeroog,0.378238341968912,0.227979274611399
D1253,2.86,2.3,0.34,10,11,7.72255555555556,53.7734944444444,Spring,2024,Spiekeroog,0.804195804195804,0.118881118881119
D1254,1.16,0.63,0.44,11,11.2,7.72266666666667,53.7737416666667,Spring,2024,Spiekeroog,0.543103448275862,0.379310344827586
D1255,2.72,1.65,0.5,8,13.3,7.72275277777778,53.7736805555556,Spring,2024,Spiekeroog,0.606617647058823,0.183823529411765
D1256,1.01,0.38,0.29,5,11.1,7.72274722222222,53.7736388888889,Spring,2024,Spiekeroog,0.376237623762376,0.287128712871287
D1257,1.91,1.17,0.45,10,14.6,7.72272222222222,53.7737222222222,Spring,2024,Spiekeroog,0.612565445026178,0.235602094240838
D1258,1.95,0.88,0.46,4,18.2,7.72262777777778,53.7737388888889,Spring,2024,Spiekeroog,0.451282051282051,0.235897435897436
D1259,2.15,1.43,0.38,10,13.5,NA,NA,Spring,2024,Spiekeroog,0.665116279069767,0.176744186046512
D1260,1.87,0.29,0.5,7,12.3,7.722725,53.7737416666667,Spring,2024,Spiekeroog,0.155080213903743,0.267379679144385
D1261,1.22,0.36,0.61,5,12.3,7.72291111111111,53.7737416666667,Spring,2024,Spiekeroog,0.295081967213115,0.5
D1262,3.04,2.9,0.69,8,13.7,7.72271388888889,53.7737416666667,Spring,2024,Spiekeroog,0.953947368421053,0.226973684210526
D1263,2.12,1.1,0.44,9,10.4,NA,NA,Spring,2024,Spiekeroog,0.518867924528302,0.207547169811321
D1264,2.89,0.65,0.89,13,18.3,7.72271111111111,53.77375,Spring,2024,Spiekeroog,0.224913494809689,0.30795847750865
D1265,1.7,0.69,0.58,6,17.1,7.72265,53.7737527777778,Spring,2024,Spiekeroog,0.405882352941176,0.341176470588235
D1266,0.48,0.16,0.19,7,17,7.722725,53.7737277777778,Spring,2024,Spiekeroog,0.333333333333333,0.395833333333333
D1267,0.89,0.25,0.33,8,17.1,7.71736388888889,53.7756416666667,Spring,2024,Spiekeroog,0.280898876404494,0.370786516853933
D1268,1.1,0.35,0.17,8,13.9,7.71726666666667,53.7756083333333,Spring,2024,Spiekeroog,0.318181818181818,0.154545454545455
D1269,0.83,0.2,0.37,9,13.9,7.71729444444444,53.7756611111111,Spring,2024,Spiekeroog,0.240963855421687,0.44578313253012
D1270,1.45,0.35,0.34,8,15.13,7.71733611111111,53.7758111111111,Spring,2024,Spiekeroog,0.241379310344828,0.23448275862069
D1271,0.69,0.23,0.36,2,14.7,7.71728611111111,53.7756666666667,Spring,2024,Spiekeroog,0.333333333333333,0.521739130434783
D1272,0.61,0.49,0.6,6,14.7,7.71735555555556,53.7756944444444,Spring,2024,Spiekeroog,0.80327868852459,0.983606557377049
D1273,1.68,0.56,0.61,6,18.6,7.71725833333333,53.7756722222222,Spring,2024,Spiekeroog,0.333333333333333,0.363095238095238
D1274,1.58,0.62,0.48,12,17,7.71734166666667,53.7756055555556,Spring,2024,Spiekeroog,0.392405063291139,0.30379746835443
D1275,1.39,0.52,0.65,8,18.2,7.71731944444444,53.7756888888889,Spring,2024,Spiekeroog,0.37410071942446,0.467625899280576
D1276,1.91,0.5,0.41,12,15.7,7.71738611111111,53.7755694444444,Spring,2024,Spiekeroog,0.261780104712042,0.214659685863874
D1277,1.12,0.28,0.51,7,15.5,7.71729444444444,53.7756916666667,Spring,2024,Spiekeroog,0.25,0.455357142857143
D1278,1.98,0.5,0.47,2,13.8,7.71729722222222,53.7756694444444,Spring,2024,Spiekeroog,0.252525252525253,0.237373737373737
D1279,1.39,0.54,0.37,8,14.3,7.71729722222222,53.7756833333333,Spring,2024,Spiekeroog,0.388489208633094,0.266187050359712
D1280,1.04,0.44,0.29,6,12.9,7.71723611111111,53.7755472222222,Spring,2024,Spiekeroog,0.423076923076923,0.278846153846154
D1281,0.96,0.36,0.53,5,10.8,NA,NA,Spring,2024,Spiekeroog,0.375,0.552083333333333
D1282,2.11,1.2,0.31,10,17.2,7.71730277777778,53.7755138888889,Spring,2024,Spiekeroog,0.568720379146919,0.146919431279621
D1283,0.75,0.32,0.35,5,17.1,7.7172,53.7755055555556,Spring,2024,Spiekeroog,0.426666666666667,0.466666666666667
D1284,1.34,0.57,0.43,3,14.3,7.71724444444444,53.775525,Spring,2024,Spiekeroog,0.425373134328358,0.32089552238806
D1285,0.98,0.36,0.37,11,10,7.71731666666667,53.7755611111111,Spring,2024,Spiekeroog,0.36734693877551,0.377551020408163
D1286,1,0.46,0.48,10,8.8,7.71722777777778,53.775475,Spring,2024,Spiekeroog,0.46,0.48
D1287,1.16,0.33,0.27,6,12.8,7.71743333333333,53.7756222222222,Spring,2024,Spiekeroog,0.28448275862069,0.232758620689655
D1288,0.85,0.17,0.18,6,10.9,7.71821666666667,53.7763361111111,Spring,2024,Spiekeroog,0.2,0.211764705882353
D1289,0.78,0.25,0.42,7,11.3,7.71716111111111,53.7755194444444,Spring,2024,Spiekeroog,0.32051282051282,0.538461538461538
D1290,1.6,0.42,0.41,2,11.7,7.83463333333333,53.7798888888889,Spring,2024,Spiekeroog,0.2625,0.25625
D1291,0.56,0.34,0.58,4,12.3,7.71720277777778,53.7754833333333,Spring,2024,Spiekeroog,0.607142857142857,1.03571428571429
D1292,2.67,0.81,0.32,5,13.5,7.71721944444444,53.7756111111111,Spring,2024,Spiekeroog,0.303370786516854,0.119850187265918
D1293,1.18,0.31,0.43,5,11.7,7.71721666666667,53.7755194444444,Spring,2024,Spiekeroog,0.26271186440678,0.364406779661017
D1294,1.26,0.36,0.29,5,13.6,7.717225,53.7755194444444,Spring,2024,Spiekeroog,0.285714285714286,0.23015873015873
D1295,0.9,0.22,0.19,7,14.2,7.71815277777778,53.7747083333333,Spring,2024,Spiekeroog,0.244444444444444,0.211111111111111
D1296,0.84,0.36,0.39,6,14.3,7.71725277777778,53.7754888888889,Spring,2024,Spiekeroog,0.428571428571429,0.464285714285714
D1297,1.13,0.47,0.27,5,13.2,7.71725277777778,53.7754361111111,Spring,2024,Spiekeroog,0.415929203539823,0.238938053097345
D1298,1.07,0.13,0.24,6,14.6,7.71743611111111,53.7754861111111,Spring,2024,Spiekeroog,0.121495327102804,0.224299065420561
D1299,1,0.27,0.43,2,14.5,7.71720277777778,53.7754333333333,Spring,2024,Spiekeroog,0.27,0.43
D1300,1.56,0.48,0.38,4,13.8,7.71721111111111,53.7755444444444,Spring,2024,Spiekeroog,0.307692307692308,0.243589743589744
D1301,1.29,0.42,0.56,4,13.5,7.71726666666667,53.7754972222222,Spring,2024,Spiekeroog,0.325581395348837,0.434108527131783
D1302,1.71,0.28,0.7,8,13.4,NA,NA,Spring,2024,Spiekeroog,0.16374269005848,0.409356725146199
D1303,2.54,0.59,0.63,16,18.4,7.717125,53.7750472222222,Spring,2024,Spiekeroog,0.232283464566929,0.248031496062992
D1304,2.67,0.53,0.38,5,14.5,7.71721666666667,53.7750333333333,Spring,2024,Spiekeroog,0.198501872659176,0.142322097378277
D1305,2.34,0.52,0.63,22,13.8,7.71731944444444,53.77505,Spring,2024,Spiekeroog,0.222222222222222,0.269230769230769
D1306,1.12,0.43,0.38,4,13.4,7.71720277777778,53.7751361111111,Spring,2024,Spiekeroog,0.383928571428571,0.339285714285714
D1307,1.42,0.39,0.36,6,13.5,7.71793055555556,53.7751055555556,Spring,2024,Spiekeroog,0.274647887323944,0.253521126760563
D1308,1.19,0.4,0.44,13,14.3,7.71715277777778,53.7752944444444,Spring,2024,Spiekeroog,0.336134453781513,0.369747899159664
D1309,1.45,0.46,0.32,6,13.5,7.71716944444444,53.7750583333333,Spring,2024,Spiekeroog,0.317241379310345,0.220689655172414
D1310,2,0.54,0.64,9,14.2,NA,NA,Spring,2024,Spiekeroog,0.27,0.32
D1311,1.49,0.48,0.47,5,12.9,7.71722222222222,53.7750694444444,Spring,2024,Spiekeroog,0.322147651006711,0.315436241610738
D1312,3.69,1.3,0.69,10,12.4,7.71713055555556,53.7749722222222,Spring,2024,Spiekeroog,0.35230352303523,0.186991869918699
D1313,1.49,0.42,0.41,5,10.9,7.71714444444444,53.7749861111111,Spring,2024,Spiekeroog,0.281879194630872,0.275167785234899
D1314,1.95,0.32,0.68,6,10.7,7.71725277777778,53.7750472222222,Spring,2024,Spiekeroog,0.164102564102564,0.348717948717949
D1315,0.81,0.24,0.23,9,11.4,7.71715833333333,53.7750194444444,Spring,2024,Spiekeroog,0.296296296296296,0.283950617283951
D1316,0.74,0.18,0.29,16,26,7.72362777777778,53.7682388888889,Spring,2024,Spiekeroog,0.243243243243243,0.391891891891892
D1317,0.59,0.24,0.2,3,23.9,7.723625,53.7682527777778,Spring,2024,Spiekeroog,0.406779661016949,0.338983050847458
D1318,1.4,0.26,0.45,3,24.9,7.72888611111111,53.7562666666667,Spring,2024,Spiekeroog,0.185714285714286,0.321428571428571
D1319,0.77,0.2,0.29,3,24.6,7.72364722222222,53.7681666666667,Spring,2024,Spiekeroog,0.25974025974026,0.376623376623377
D1320,1.1,0.35,0.45,7,25.5,7.72359722222222,53.7682333333333,Spring,2024,Spiekeroog,0.318181818181818,0.409090909090909
D1321,0.47,0.12,0.32,8,24,7.723425,53.7685444444444,Spring,2024,Spiekeroog,0.25531914893617,0.680851063829787
D1322,0.42,0.1,0.25,3,20.6,7.72351388888889,53.7682027777778,Spring,2024,Spiekeroog,0.238095238095238,0.595238095238095
D1323,0.75,0.15,0.35,4,20.5,7.72373611111111,53.7681888888889,Spring,2024,Spiekeroog,0.2,0.466666666666667
D1324,1.1,0.29,0.44,17,20.1,NA,NA,Spring,2024,Spiekeroog,0.263636363636364,0.4
D1325,1.6,1.6,0.39,13,16.9,7.72258611111111,53.7737305555556,Spring,2024,Spiekeroog,1,0.24375
