log2FoldChange,p_adj,state
0.0580289120145287,0.00141609769192698,NO
-1.27153969952227,4.49341099270596e-18,DOWN
0.176864586431999,0.000125506805108365,NO
-0.414086353601334,0.00527802804042766,NO
-2.09960734321012,5.03003533549881e-16,DOWN
0.612473753533234,3.28855285278476e-35,NO
-1.08661069810288,7.91484577093107e-35,DOWN
0.174694950934578,1.19221004074e-08,NO
-1.23372537369438,1.36892427787586e-38,DOWN
-0.0291966181672884,6.31001628250984e-14,NO
0.191648391831087,2.16141528637557e-21,NO
-1.48823474158228,6.47554374111308e-05,DOWN
-3.20170377851483,3.67635348710618e-54,DOWN
-2.03426840817475,3.8182235320916e-24,DOWN
-0.279940371947106,0.666211790138708,NO
-0.51566726003204,0.0127318369540598,NO
-0.265193149684669,0.202821700072048,NO
0.394658943975533,4.58065114525253e-05,NO
1.54072238979487,2.44669985393305e-146,UP
-0.580385919985832,0.504094873440165,NO
0.233853534158521,2.34236684215946e-08,NO
0.242149691696591,6.84488836106176e-13,NO
-0.447620882944068,0.0123728150848979,NO
-1.12895556072779,1.10834472442657e-30,DOWN
0.256420502449034,1.70650117145388e-06,NO
-1.29590869517807,7.27837774590558e-08,DOWN
-1.05942974790537,0.181300739250471,NO
-0.433845543369026,0.0333738257759478,NO
0.32561841312059,1.179278607918e-08,NO
0.454102778973284,4.2722666981733e-05,NO
1.4094061109541,2.32534012690655e-40,UP
-0.57584579447128,0.153666765855386,NO
1.49091972557226,4.62409096011069e-91,UP
-0.016807557086442,0.482226663190487,NO
-0.934154012340035,1.26978276239096e-27,NO
-1.34033104043965,3.32794529924425e-23,DOWN
0.64651600302425,5.45330144578698e-20,NO
-1.88494603436243,4.81660656086892e-21,DOWN
-1.42937471269873,9.57147409649932e-61,DOWN
0.189349665715714,1.97053262419344e-13,NO
-0.382464647482239,0.0334726745721132,NO
0.998914639506232,1.01841484228517e-40,NO
-0.902828797019214,8.77101736299291e-13,NO
-0.943196026266126,0.1817380856805,NO
-0.923105771661506,3.49054835472785e-18,NO
-0.455276313177313,0.274595652113157,NO
1.28166647981856,4.47867295617055e-12,UP
0.224724924259255,3.15965807534131e-28,NO
1.74328992738603,5.26099239754021e-129,UP
-2.88267113752371,9.55214756082801e-106,DOWN
0.824343766731476,4.14807947585918e-47,NO
-1.04745538064429,4.67559308334977e-11,DOWN
0.434524845677986,3.69902108412546e-16,NO
-2.65237141959148,1.91365211964143e-61,DOWN
-1.66197292196509,0.00136435207915587,DOWN
0.901687037662763,9.03247220957664e-28,NO
0.566037800687384,2.1299887964078e-13,NO
-2.99123873611681,1.56183096753848e-78,DOWN
-1.47358358190777,1.03001443109191e-24,DOWN
-1.15971388577098,0.000582561697572238,DOWN
-0.596640361839026,4.96016961435547e-05,NO
-2.39502327338329,1.22097422610458e-20,DOWN
-0.945700632794349,0.00793893075171472,NO
-0.320115816589016,0.064358604040927,NO
-1.16978184288522,1.81944299075682e-13,DOWN
0.662146185923184,2.64107926928202e-30,NO
-0.38239820806443,3.32526126832147e-05,NO
-1.07562304327114,6.03617193535722e-17,DOWN
0.83489329681512,5.99208521810332e-47,NO
-0.0152852216263547,0.102783052218929,NO
-0.0137286216178939,0.134885004446031,NO
-0.536591819625391,0.66765931556538,NO
1.03917838661067,3.17864119363492e-53,UP
0.297203793637691,1.99393835483125e-23,NO
-0.731288443937067,6.14587848294269e-14,NO
-0.157311958471594,0.000269219457738332,NO
0.211764954084222,2.8537345386977e-23,NO
0.0688399939559284,0.00830987846748854,NO
-1.04768816992458,1.16595327137252e-08,DOWN
-0.957830899913326,7.88061858556663e-35,NO
-1.37372251110352,1.8870886816759e-07,DOWN
0.330537611596964,3.47633602284071e-28,NO
0.389026726097794,0.0222769428245741,NO
0.258946549042056,7.11886178634864e-05,NO
0.450017989384182,1.51001189768842e-10,NO
-1.03213384212204,0.570380380189942,NO
-1.53354549306206,1.35196946601516e-15,DOWN
-0.283278636441003,0.0265397665488744,NO
-1.65737380910079,1.90217315015777e-34,DOWN
0.0323357926288598,0.743824503079354,NO
-0.641309462075351,4.20999942201225e-12,NO
0.550193705354725,1.07592210210364e-27,NO
-1.09044693867824,2.12013995660275e-15,DOWN
-0.752081889918994,0.0526137677948453,NO
0.285746373028352,8.66346744978757e-09,NO
-1.00412462702838,4.92639330590303e-08,DOWN
-0.811602824249334,6.6989080428259e-06,NO
1.21044464953276,2.01574267039407e-98,UP
-0.145928747519252,4.75499565996439e-07,NO
-1.96563609608963,4.81480780351855e-42,DOWN
0.0346075116383329,0.000373855320507176,NO
-0.378164645765072,0.0658995888361587,NO
1.5254647393487,1.50616225441404e-121,UP
-0.579718996845906,0.00733771588195924,NO
2.2243065442656,1.22504426849359e-154,UP
0.279131715063114,6.98186787997304e-07,NO
-0.343790398746084,0.409663667231135,NO
-1.28455790590512,8.21099505705324e-64,DOWN
0.173547847967364,1.22272281795814e-17,NO
-0.0330649793707304,1.69160717715945e-05,NO
0.602020110336032,2.15881491911384e-19,NO
0.235191412242657,3.83853948652608e-09,NO
-0.367985535037347,0.850806944800659,NO
0.440194474957469,7.930681284857e-08,NO
-0.510410826355721,4.8907411916561e-05,NO
1.09370145322325,1.45478115625947e-65,UP
-0.0251394120496252,2.5241164796589e-32,NO
0.881480319099657,1.37452248787346e-45,NO
-1.59137287968475,6.47111614831921e-61,DOWN
0.899684475685409,3.68756527983549e-38,NO
-1.25669598336892,0.000164018950440524,DOWN
-0.649869892533535,0.116229712841563,NO
-2.28559213653124,2.04586634201042e-42,DOWN
0.919010150583229,7.47245050148657e-39,NO
0.0895138822175132,9.45544000358776e-09,NO
1.10221738890508,2.05370858731499e-38,UP
-0.954728898615902,4.16420220863895e-13,NO
0.214287609107202,3.52435212260508e-15,NO
-0.296587562173365,0.000940962570206006,NO
-0.252433313329403,0.00289709380314792,NO
-1.97511373215172,4.4046445695481e-27,DOWN
-0.743517654852263,6.81011992636874e-10,NO
0.574599920414373,4.66435320770915e-15,NO
-1.38738764078333,7.46658234841696e-43,DOWN
-0.20239186493984,7.55625077484047e-05,NO
-0.535799260459491,0.889012175311901,NO
-0.291641188201238,0.00115849545448269,NO
0.549955927062762,5.55147969765518e-11,NO
-0.664473094139128,0.546735264383434,NO
-1.29743871556274,1.0894684199475e-39,DOWN
-1.49369359629467,1.02631737079685e-15,DOWN
-0.761192479383043,0.678577162559677,NO
-2.0567347779651,1.73614759685373e-28,DOWN
-1.27589991769393,0.00174197040423329,DOWN
0.500617634956137,7.50138631006082e-14,NO
-0.104651715936117,0.187731049404301,NO
-0.81564747794336,4.18376508486544e-09,NO
-2.12671443817388,2.52967259054309e-165,DOWN
-0.978125680154243,0.0333846839836702,NO
0.207334846717338,0.267558058902126,NO
0.360796536317149,6.8421657058266e-17,NO
0.824906956970242,1.1010984323816e-26,NO
1.22620329422313,4.96428624419687e-66,UP
1.11707036082289,1.09938192632973e-78,UP
-0.328844790594468,6.07492055221491e-10,NO
-2.4169688730212,1.35513448907587e-87,DOWN
-1.2580153855763,5.72391216274637e-25,DOWN
-0.269632252172329,0.735942058898785,NO
1.35609593532905,8.60673151600326e-118,UP
-0.660744832869161,0.0106633437238665,NO
-0.0641348036224333,1.23142634868553e-05,NO
1.18887878905327,3.13175277953012e-90,UP
1.77482874845235,5.94775168520005e-101,UP
0.775962601194316,6.68159243156105e-38,NO
-1.34196965442838,3.76823469004142e-12,DOWN
-0.0918409353795305,0.00893930965202874,NO
-2.00362073558,6.63784338994352e-05,DOWN
0.177568094635856,2.94622872633909e-11,NO
0.047762942262524,1.36340643117908e-06,NO
1.06001686325093,1.48782267028291e-81,UP
-0.956036718671639,0.982671884465113,NO
0.662673194072577,7.09621880271472e-19,NO
0.821438698745658,1.07468731596775e-26,NO
-0.215812497856495,0.274595652113157,NO
0.632050867893011,0.000337088033135887,NO
1.52046087214762,3.53778473442643e-129,UP
-0.760330313220135,0.0245564157297207,NO
-0.629474503840758,0.000359070422496549,NO
-0.922408709519014,4.5990705547225e-06,NO
1.02140525485614,2.30599706164929e-36,UP
0.670922481296466,2.6557529823022e-21,NO
0.75976998800177,4.61038493894898e-72,NO
0.397637851650974,1.1068634222087e-15,NO
-0.484584083979544,0.468186433845699,NO
-0.703778304960334,0.0964447618729028,NO
0.0390179847924573,1.22097422610458e-20,NO
0.109170751144133,1.12489058538579e-06,NO
0.31941197376391,5.11628464712865e-13,NO
0.273811685651682,0.00257585610808534,NO
-1.29964098954273,0.103271541187814,NO
0.994262341045287,2.04893973023674e-31,NO
-0.98155825742339,0.0200170543024181,NO
-0.84158843738579,0.349095583813634,NO
-0.4020523629557,0.975425755500634,NO
-0.948502602739645,1.90568714943689e-30,NO
0.221929306707269,0.00885188061060202,NO
0.827660891689028,3.10548816276664e-06,NO
0.708280793327098,7.18102200313768e-24,NO
-0.547455734834205,1.88318732566601e-25,NO
-0.749930268098731,7.75139398493414e-09,NO
-1.71733686496239,1.0938296323631e-26,DOWN
-1.54475017064713,1.00067775890939e-41,DOWN
0.279459227584823,0.0323359529070379,NO
-0.88074717792268,1.83734168665697e-30,NO
0.320481264427453,5.23301342022534e-05,NO
-2.14153313441291,4.30645172954307e-85,DOWN
-1.49377701774614,4.14229015385588e-13,DOWN
0.11266080018084,0.082623970539651,NO
-1.216047081263,5.36398025531893e-52,DOWN
-0.828582553732414,2.39087375308117e-13,NO
1.40868448907301,3.78390752181671e-90,UP
-0.517906891832062,0.309177111682272,NO
0.898975749558771,0.0518557291829632,NO
-0.723304277572537,0.00124191905499741,NO
-1.96330437318791,0.000777175398827814,DOWN
0.12978726396852,3.54412032413987e-06,NO
-0.645283282442114,0.39264631655627,NO
-0.480529138700142,0.319722767973674,NO
0.547854217524287,1.40514889789951e-07,NO
0.711988497853156,1.18005667678471e-51,NO
-1.43378855401556,5.10811477241971e-27,DOWN
-1.50173144488685,5.25336457190264e-06,DOWN
-0.653147050632327,0.00102047014824402,NO
0.772316891000132,1.298182270431e-32,NO
-0.386401690103425,9.19377558219406e-06,NO
0.21057059962517,2.08539659478239e-21,NO
-1.02826264795498,0.269953584784602,NO
0.011492677133261,2.22271317962902e-05,NO
-1.0220258608337,2.09010203224454e-57,DOWN
0.866118617249602,1.51466196880449e-52,NO
0.216403702340675,5.66874413408555e-11,NO
-0.665890290568846,0.000105799991408052,NO
0.453407669564119,3.2618548059746e-31,NO
-1.05449312509673,9.04475536281116e-07,DOWN
1.01228576938613,3.19743319594723e-65,UP
-0.822044681854692,1.9502069948378e-14,NO
0.0252791404762987,0.463355729406222,NO
0.328143984953524,1.08813602070933e-07,NO
0.321078334508287,1.27848477120641e-08,NO
0.567730008985418,2.36912670181992e-42,NO
0.497515971772034,0.000134892210169332,NO
-0.595672944626686,0.0244431971812446,NO
0.496092271997896,4.18421005428692e-09,NO
-0.629099357053968,0.00135062110101387,NO
-0.396489385940015,0.149325914656834,NO
-0.390020771630838,0.00261037609881614,NO
-0.806991114679454,1.46695731825749e-11,NO
-0.813975488907788,0.869200791840393,NO
-0.839496074698181,3.21432699212849e-10,NO
0.659128965121893,2.50819019466865e-59,NO
-0.934997194388013,4.54925257896812e-10,NO
-0.767058910656228,0.00166958583449492,NO
-0.207073471879543,0.466179690241267,NO
-1.59581614710729,7.51435421518517e-49,DOWN
0.264410785449189,0.000661566204938621,NO
-1.50421913583256,5.29349812533002e-29,DOWN
-3.88538930743996,1.92163380209754e-65,DOWN
-0.582726976430147,0.138340817601659,NO
0.650054335780251,4.67813046857e-19,NO
0.420708310578404,6.19439492882778e-30,NO
-1.26648081935898,2.03687312259174e-07,DOWN
0.909673555307818,3.20388988903367e-44,NO
-3.18314962445058,3.32088200441719e-23,DOWN
-0.248295716749325,4.17439808394128e-11,NO
-0.063310610355666,0.00637018089229165,NO
0.708772900254814,2.57058565582383e-34,NO
-0.56374618088359,0.975205285587452,NO
-0.728118472837305,0.000163930186055326,NO
-0.992266177861372,0.00411348617727373,NO
-0.0972296958664478,1.56665228243802e-09,NO
0.0142992423978424,1.38179630520661e-09,NO
-0.339997915254457,0.641034112669105,NO
-0.0459310410298226,4.77177183052341e-10,NO
-2.24952713252008,1.48333250387579e-54,DOWN
-0.286814175965725,0.85171833776007,NO
0.624921786966756,9.9014368420089e-35,NO
-0.580701846733052,0.155195071965629,NO
-0.22895830767227,0.572028043136071,NO
-0.155157602943093,0.167253863015518,NO
1.27591495014776,1.30647420516335e-106,UP
-0.0373840338574176,0.0155975837008365,NO
-0.0722441684133661,0.00191893122464847,NO
-0.109450736275772,0.000192224640908131,NO
-0.776091896064929,1.56451195842469e-27,NO
0.21636612925779,5.82528751798961e-10,NO
-1.39871012931482,0.00183755444759264,DOWN
0.338188321372272,2.02925842858262e-16,NO
-0.13614018870808,0.26034021896029,NO
-1.69257294601651,6.23178817525987e-21,DOWN
5.27807954203268,1.01682224027523e-205,UP
0.225512500137941,1.11709696369388e-16,NO
-0.276500138602748,0.19643710506907,NO
-0.88396904089119,1.48471557100796e-20,NO
-1.39850542222707,2.67111828933255e-18,DOWN
-0.275365100013192,0.183015642952535,NO
-0.608291483409867,0.467428422538455,NO
0.164387162484723,3.81999183200474e-12,NO
-1.68650706201356,4.23290314555464e-37,DOWN
-0.0711204802023393,0.00129496854823976,NO
0.445579556071398,0.460596815647466,NO
0.208052990272828,0.000393235326961111,NO
0.286831852046542,3.56331260767642e-15,NO
0.665555220489902,1.90363790786102e-25,NO
-0.355016226386193,0.142696475936974,NO
0.688334805506327,2.87070277249879e-45,NO
0.0397807435545906,0.0485368887457403,NO
0.322849243003246,2.4683340241247e-10,NO
-1.55221778614613,5.88840373453548e-05,DOWN
-1.89168614629815,0.00163832924969936,DOWN
-1.0485261715999,2.24699789448562e-11,DOWN
0.22662126592336,0.00488201337462524,NO
-1.45634338941583,4.43299704046334e-29,DOWN
-0.15220077852032,2.82063859623233e-05,NO
0.678041735310613,3.35312640278456e-11,NO
-0.772634805843017,3.58356102194322e-10,NO
1.03549310688858,6.63338404453733e-48,UP
1.05952736381706,6.62880553216687e-59,UP
-1.14267456115708,7.17307682417549e-07,DOWN
0.300674714631009,0.00333437330729597,NO
-0.0867579534666074,0.000495960409939977,NO
0.0970553482156243,2.68706985524547e-10,NO
0.644396125079437,2.9709096142951e-26,NO
2.24014535419547,5.32776985897006e-163,UP
-0.947036259365305,3.98171008086158e-10,NO
1.39715306526918,1.49475632497571e-68,UP
-0.539065030882799,0.772456673135342,NO
-0.216998520230486,0.0091026446183617,NO
-1.44787259013575,4.66301412994533e-10,DOWN
1.57654662952222,5.31544614733561e-51,UP
0.0330345560108797,0.000287210367135417,NO
0.00801471182027282,1.22161626556149e-11,NO
0.15555483636852,2.41132332518693e-10,NO
-1.08820467213493,0.0865103406970227,NO
-1.16974039583983,1.6943546336077e-15,DOWN
-0.1654864494363,0.238877985364816,NO
-0.232642067826773,0.0439011383327335,NO
-0.754104623601047,0.00347938810239811,NO
-1.24086168643418,4.13880016380808e-23,DOWN
-0.814866432467953,3.32486279263306e-05,NO
-0.700950629655552,0.0657131009459832,NO
1.99946256190847,1.30035441478343e-76,UP
-0.470842565528304,0.027649859688245,NO
-0.404908518911088,3.11227198154148e-05,NO
-0.262318783562786,0.991640094249227,NO
-0.791442856520742,6.50195054926502e-11,NO
0.463399339420781,1.61538189111626e-49,NO
-0.815594997767887,0.927244997821425,NO
0.338745493892647,8.18169456246425e-21,NO
-3.83146078028662,3.55125596518978e-81,DOWN
1.3050742716283,4.02049861127927e-57,UP
1.31613139950823,7.42814076609026e-59,UP
-0.262414822129339,0.181679195089086,NO
-0.250856369172414,0.000802530862325116,NO
0.512357039801279,1.31558539335193e-12,NO
-0.691362563262302,0.725965523562419,NO
-0.0897814965442708,0.00632937917403176,NO
0.836563094480272,2.26613487130812e-19,NO
-0.250993188523547,0.0621077177721055,NO
-0.133671543888833,0.128203194048271,NO
-0.842382029160773,0.00106901379384359,NO
-0.00102372782961979,0.304178577752576,NO
0.538478201987079,3.47248711557218e-60,NO
-1.10915414818971,1.03063380780146e-09,DOWN
-0.131059554643901,1.91287863168755e-19,NO
-3.68255644667288,2.78946016101026e-175,DOWN
-0.543857142303598,0.585810253151103,NO
0.136502210245625,4.5522855910971e-09,NO
0.16040464058068,0.000246120244394819,NO
-2.17292921536091,4.64341526936784e-65,DOWN
-1.78164773546022,9.52177470731513e-30,DOWN
0.71988397588095,1.64471084187138e-39,NO
0.153481303097483,0.0219936931206691,NO
0.389591219394591,1.95185658246858e-49,NO
-1.77830351902686,6.31575190542875e-37,DOWN
-1.3649511178607,3.09847619371472e-26,DOWN
1.70613504337766,1.90192085888576e-65,UP
-1.70787086964712,9.28412579598155e-16,DOWN
0.135668737506573,1.94434897118321e-21,NO
2.12182371175,5.82935560170754e-94,UP
-0.298996290796912,0.0718988687033123,NO
-0.0587612513132297,2.9347472266798e-07,NO
-0.937188879972211,0.00416483743215185,NO
0.0229242843117874,4.82325452890909e-14,NO
-0.288760782669767,0.143502186782071,NO
1.13340887692811,9.25157611052758e-22,UP
-0.604686882039929,0.812229077545178,NO
0.683981415270011,1.74280177377203e-10,NO
-0.496222556895835,0.289181675718273,NO
1.46888556552567,7.28595231784309e-63,UP
0.242439363075843,5.04980142707672e-21,NO
